S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,DATE,Date,,PWD,MDII-BLACK SPOT ON RATTI KALKHAR 11/860 to 11/885,2018_PWD_24133_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,Yes,1.0,DD - Demand Draft,Improvement of black spots Ratti Kalkhar road Km. 10/0 to 13/0,"improvement of blacks byproviding and fixing W-metal beam crash barrier at RDs 11/520 to 11/620, 11/820 to 11/900 and C/O R/walls at RDs 11/560 to 11/885.50",Please refer Tender documents. ,NA ,"7,67,769",Civil Works,NA ,Tender,120.0,91.0,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-II HPPWD MANDI,No ,No,16-Oct-2018 05:00 PM,29-Oct-2018 11:30 AM,16-Oct-2018 05:00 PM,29-Oct-2018 10:45 AM,NA ,NA ,16-Oct-2018 05:00 PM,29-Oct-2018 10:45 AM,03-Nov-2018 12:10 PM,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),","15,500",Yes,fixed,,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,AOC,1.0,98800.0,AJAY JAMWAL,29-Oct-2018 10:04 AM,Rejected-Finance,3.0,03-Jan-2019 02:41 PM,Technical,SUMMARY,Pradeep Singh,03-Nov-2018 11:10 AM,technical_33722.pdf,Finance,FINANCIAL SUMMARY,Pradeep Singh,05-Nov-2018 04:13 PM,finance_33722.pdf,BOQ Comparative Chart,1.0,98679.0,PAWAN KUMAR,INR,"908,671",PWD,2018_PWD_24133_1,MDII-BLACK SPOT ON RATTI KALKHAR 11/860 to 11/885,Improvement of black spots Ratti Kalkhar road Km. 10/0 to 13/0,ER PRADEEP SINGH,Internal,HDM SUPDT DAO AE TO EE,Pradeep Singh,03-Nov-2018 12:08 PM,03-Nov-2018 12:10 PM,techsummary_33722.pdf (265.93 KB),ER PRADEEP SINGH,Internal,HDM SUPDT DAO AE TO EE,Dharminder Kumar Verma,03-Jan-2019 02:41 PM,finsummary_33722.pdf (91.38 KB),23-Apr-2019,"INR 908,671",91.0,Pradeep Singh,23-Apr-2019 02:38 PM,2018_PWD_24133_1.pdf (136.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",,,,,,,,,AOC,2.0,98759.0,AKSHAY KUMAR,29-Oct-2018 10:26 AM,Rejected-Finance,2.0,03-Jan-2019 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,AOC,3.0,98679.0,PAWAN KUMAR,26-Oct-2018 11:27 AM,Accepted-AOC,1.0,23-Apr-2019 02:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST(General Rule No.21),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8 duly signed (General Rule No.26.7),",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct,",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
