Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
500.0,EE Jubbal,Jubbal,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),15-Jun-2018 04:00 PM,25-Jun-2018 11:00 AM,15-Jun-2018 04:00 PM,23-Jun-2018 06:00 PM,NA ,NA ,15-Jun-2018 04:00 PM,23-Jun-2018 06:00 PM,20-Jul-2018 11:50 AM,1.0,DD - Demand Draft,PWD,PW-JD/E-Tender/2018-19 -2202-04 DT.24.5.18,2018_PWD_21711_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer Jubbal,HPPWD JUBBAL,C/O Link road from Madhaik Nalha to Baina via Shamshanghat KM.0/0 to 1/500,SH Formation Cutting 5/7 Mtr. Wide road Km. 0/300 to 0/900,Please refer Tender documents. ,NA ,"8,67,244",Civil Works - Roads,NA ,Tender,120.0,60.0,Jubbal,171205.0,NA ,NA ,NA ,Jubbal,No ,No,"17,350",No,fixed,,EE Jubbal,Jubbal,AOC,Finance,Financial Bid Opening Summary,Manoj Bhardwaj,20-Jul-2018 02:49 PM,finance_30634.pdf,BOQ Comparative Chart,1.0,87224.0,Ashwani Bramta,INR,"1,428,048",1.0,87226.0,Arun Negi,23-Jun-2018 04:44 PM,Rejected-Finance,L-2,11-Apr-2019 01:33 PM,Technical,Technical Bid Opening Summary,Manoj Bhardwaj,20-Jul-2018 11:34 AM,technical_30634.pdf,Er.Rakesh Thakur,Internal,,Manoj Bhardwaj,20-Jul-2018 11:45 AM,20-Jul-2018 11:50 AM,techsummary_30634.pdf (290.49 KB),PWD,2018_PWD_21711_1,PW-JD/E-Tender/2018-19 -2202-04 DT.24.5.18,C/O Link road from Madhaik Nalha to Baina via Shamshanghat KM.0/0 to 1/500,11-Apr-2019,"INR 1,428,048",60.0,Manoj Bhardwaj,11-Apr-2019 01:34 PM,MADHAIK-NALLAH-AOC.pdf (466.00 KB),AOC,Er.Rakesh Thakur,Internal,,Manoj Bhardwaj,11-Apr-2019 01:33 PM,finsummary_30634.pdf (19.86 KB),AOC
,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,87224.0,Ashwani Bramta,23-Jun-2018 04:26 PM,Accepted-AOC,L-1,11-Apr-2019 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,86981.0,BHARAT BHUSHAN,21-Jun-2018 06:42 PM,Rejected-Technical,Non-Responsive,20-Jul-2018 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,87121.0,dinesh,23-Jun-2018 02:37 PM,Rejected-Technical,Non-Responsive,20-Jul-2018 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,86985.0,Sanjeev Dulta,22-Jun-2018 03:58 PM,Rejected-Technical,Non-Responsive,20-Jul-2018 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
