S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,DD - Demand Draft,EE Hamirpur,Executive Engineer HPPWD Hamirpur,C/O link road to Dugneri from Hamirpur Bye-Pass road Km. 0/0 to 1/105,SH Formation cutting 5/7 mtr. Wide R/Wall GSB Metalling V-Shape drain Parapets in Km. 0/0 to 1/105 including 19.75 mtr. Span RCC T-Beam bridge over Godal Nallah at RD. 1/105 including 19.75 mtr. Span RD1/105 including 19.75 mt,Please refer Tender documents. ,NA ,"1,29,98,705",Civil Works - Roads,NA ,Tender,120.0,365.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,"1,63,000",No,fixed,,EE Hamirpur,EE Hamirpur,"5,000",EE Hamirpur,EE Hamirpur,No,19-Nov-2018 06:00 PM,26-Nov-2018 03:00 PM,19-Nov-2018 06:00 PM,26-Nov-2018 10:30 AM,NA ,NA ,19-Nov-2018 06:00 PM,26-Nov-2018 10:30 AM,29-Nov-2018 03:30 PM,PWD,C/O link road to Dugneri from Hamirpur Bye-Pass,2018_PWD_24690_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,AOC,PWD,2018_PWD_24690_1,C/O link road to Dugneri from Hamirpur Bye-Pass,C/O link road to Dugneri from Hamirpur Bye-Pass road Km. 0/0 to 1/105,EEHamirpur,Internal,SupdtSrDAOHDMAEtoEE,Dev Raj,28-Nov-2018 07:02 PM,29-Nov-2018 03:30 PM,techsummary_34549.pdf (1074.65 KB),EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,14-Apr-2019 02:43 PM,finsummary_34549.pdf (610.59 KB),19-Apr-2019,"INR 17,247,717",365.0,Vivek Sharma,19-Apr-2019 05:47 PM,24690A.pdf (1487.00 KB),Award,1.0,101442.0,anil thakur,23-Nov-2018 11:25 AM,Rejected-AOC,l2,19-Apr-2019 05:47 PM,Technical,Attached,Dev Raj,28-Nov-2018 06:54 PM,technical_34549.pdf,1.0,101550.0,Praveen Kumar,INR,"17,547,441",Finance,Attached,Vivek Sharma,13-Apr-2019 12:45 PM,finance_34549.pdf,BOQ Comparative Chart,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD and similar work done 40 Percent,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,101551.0,ASHISH SHARMA,25-Nov-2018 05:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Nov-2018 06:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,101550.0,Praveen Kumar,25-Nov-2018 04:59 PM,Accepted-AOC,l1,19-Apr-2019 05:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST will be applicable as per Govt. rates,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration EPF No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The bidders are required paver Machine and Mini Hot Plant for execution of work,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Turn over certificate,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
