Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),PWD,No/PW/Ksli/CB Tender NIT/18 9265-75 dt 30/10/18,2018_PWD_24444_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"15,950",Yes,fixed,,EE Kasauli,Kasauli,Executive Engineer Kasauli,Executive Engineer Kasauli Division HPPWD Kasauli,C/O Missing CD on Chailla Neripul Yashwant Nager Oachgaht Kumarhati road in km 75/375 to 86/450,C/O Missing CD on Chailla Neripul Yashwant Nagar Oachghat Kumarhatti road in km 75/375 to 86/450 (SH C/O 3 00 Meter Span Slab Culvert at Rd 83/130,Please refer Tender documents. ,NA ,"7,95,452",Civil Works,NA ,Tender,90.0,90.0,Kasauli,173204.0,NA ,NA ,NA ,Kasauli,No ,No,08-Nov-2018 10:30 AM,22-Nov-2018 11:00 AM,08-Nov-2018 11:00 AM,21-Nov-2018 04:00 PM,NA ,NA ,08-Nov-2018 11:00 AM,21-Nov-2018 04:00 PM,22-Nov-2018 04:30 PM,1.0,DD - Demand Draft,350.0,EE Kasauli,Kasauli,Yes,AOC,1.0,101343.0,PURAN CHAND,INR,"968,312",Finance,Financial Summary,Ravi Bhatti,22-Nov-2018 04:44 PM,finance_34163.pdf,BOQ Comparative Chart,1.0,100510.0,Geeta Ram,17-Nov-2018 12:43 PM,Rejected-AOC,third lowest,30-Apr-2019 04:18 PM,Technical,Bid Opening Summary,Ravi Bhatti,22-Nov-2018 04:18 PM,technical_34163.pdf,PWD,2018_PWD_24444_1,No/PW/Ksli/CB Tender NIT/18 9265-75 dt 30/10/18,C/O Missing CD on Chailla Neripul Yashwant Nager Oachgaht Kumarhati road in km 75/375 to 86/450,Er Ravi Bhatti,Internal,sh Param jit Singh Grover DAO Sh Ved Prakash Sharma supdt Gr II sh Hemender Sharma HDM,Ravi Bhatti,22-Nov-2018 04:25 PM,22-Nov-2018 04:30 PM,techsummary_34163.pdf (62.31 KB),Er Ravi Bhatti,Internal,Sh Paramjit Singh Grover DAO Sh Hemender sharma HDM Sh Ved Prakash Sharma Supdt Gr II,Ravi Bhatti,22-Nov-2018 04:46 PM,finsummary_34163.pdf (56.55 KB),30-Apr-2019,"INR 795,452",90.0,Ravi Bhatti,30-Apr-2019 04:18 PM,378.pdf (234.00 KB),Award letter,AOC
,,.pdf,Earnest Money Deposit (As per schedule F 6.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,AOC,,,,,,,,,,,,2.0,101343.0,PURAN CHAND,21-Nov-2018 02:32 PM,Accepted-AOC,Lowest bidder,30-Apr-2019 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,101372.0,Sanjay Kumar,21-Nov-2018 02:50 PM,Rejected-AOC,second lowest,30-Apr-2019 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Sales tax registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate (As per Performa given in General rule No.19 ).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
