Name,Address,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer,Executive Engineer HP PWD Division Dharamshala,1.0,DD - Demand Draft,500.0,EE Dharamshala,Dharamshala,No,"Periodic Maintenance of Jadrangal to Jule Kardiana to Jule road Km 0/00 to 3/00, AMP- 2017-18 under Financial incentive PMGSY Rural Road in Distt. Kangra HP","Periodic Maintenance of Jadrangal to Jule Kardiana to Jule road Km 0/00 to 3/00, AMP- 2017-18 under Financial incentive PMGSY Rural Road in Distt. Kangra HP S/H - P/L 25mm thick Bitumen concrete laying with Paver finisher in Km 0/00 to 3/00",Please refer tender document ,NA ,"21,11,469",Civil Works - Roads,NA ,Tender,120.0,90.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (Indicated in schedule F),12-Jun-2018 11:00 AM,29-Jun-2018 11:30 AM,12-Jun-2018 11:00 AM,29-Jun-2018 11:00 AM,NA ,NA ,12-Jun-2018 11:00 AM,29-Jun-2018 11:00 AM,12-Jul-2018 02:00 PM,PWD,2187-90,2018_PWD_21598_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"39,200",No,fixed,,EE Dharamshala,Dharamshala,AOC,Er. K.K Kaushal,Internal,Sh Vikramjit DAO (Gr.I) Sh. Harjeet Singh Supdt. Sh. Suresh Kumar HDM Sh. Som Raj TA,Vijay Kumar Chaudhary,12-Jul-2018 01:24 PM,12-Jul-2018 02:00 PM,techsummary_30486.pdf (212.59 KB),PWD,2018_PWD_21598_2,2187-90,"Periodic Maintenance of Jadrangal to Jule Kardiana to Jule road Km 0/00 to 3/00, AMP- 2017-18 under Financial incentive PMGSY Rural Road in Distt. Kangra HP",18-Apr-2019,"INR 2,671,287",90.0,Vijay Kumar Chaudhary,18-Apr-2019 09:14 AM,2.28.07.18.pdf (404.00 KB),Shri Navneet Thakur,Er. K.K Kaushal,Internal,Sh Vikramjit DAO (Gr.I) Sh. Harjeet Singh Supdt. Sh. Suresh Kumar HDM Sh. Som Raj TA,Vijay Kumar Chaudhary,12-Jul-2018 03:27 PM,finsummary_30486.pdf (212.59 KB),1.0,87536.0,Navneet Thakur,INR,"2,671,287",Finance,Chairman Er K.K.Kaushal EE Committee Members Sh Vikramjit DAO (Gr.I) Sh. Harjeet Singh Supdt. Sh. Suresh Kumar HDM Sh. Som Raj TA,Vijay Kumar Chaudhary,12-Jul-2018 03:18 PM,finance_30486.pdf,BOQ Comparative Chart,1.0,87536.0,Navneet Thakur,29-Jun-2018 10:28 AM,Accepted-AOC,Lowest bidder,18-Apr-2019 09:14 AM,Technical,Chairman Er K.K.Kaushal EE Committee Members Sh Vikramjit DAO (Gr.I) Sh. Harjeet Singh Supdt. Sh. Suresh Kumar HDM Sh. Som Raj TA,Vijay Kumar Chaudhary,12-Jul-2018 01:12 PM,technical_30486.pdf,AOC
,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,87608.0,Singh,27-Jun-2018 04:56 PM,Rejected-Finance,Due to higher amount,12-Jul-2018 03:27 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (General rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (General rule 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper (General rule 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him (General rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
