Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,28-Jul-2018 06:00 PM,08-Aug-2018 03:00 PM,28-Jul-2018 06:00 PM,08-Aug-2018 10:30 AM,NA ,NA ,28-Jul-2018 06:00 PM,08-Aug-2018 10:30 AM,20-Aug-2018 03:00 PM,EE HPPWD Hamirpur,Executive Engineer HPPWD Hamirpur,1.0,DD - Demand Draft,C/O residential accommodation Type-IV quarter 6 No for PWD employees near Hamirpur Hotel Distt Hamirpur (C/O building portion WS and SI rain water Harvesting tank,C/O residential accommodation Type-IV quarter 6 No for PWD employees near Hamirpur Hotel Distt Hamirpur (C/O building portion WS and SI rain water Harvesting tank,Please refer Tender documents. ,NA ,"1,36,53,831",Civil Works,NA ,Tender,60.0,NA ,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,"5,000",EE HPPWD Hamirpur,EE HPPWD Hamirpur,No,"1,70,000",No,fixed,,EE HPPWD Hamirpur,EE HPPWD Hamirpur,PWD,C/O residential accommodation Type-IV quarter 6 No,2018_PWD_22571_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,EEHamirpur,Internal,SupdtHDMSr.DAOAEtoEE,Vivek Sharma,20-Aug-2018 01:04 PM,20-Aug-2018 03:00 PM,techsummary_31714.pdf (328.00 KB),PWD,2018_PWD_22571_1,C/O residential accommodation Type-IV quarter 6 No,C/O residential accommodation Type-IV quarter 6 No for PWD employees near Hamirpur Hotel Distt Hamirpur (C/O building portion WS and SI rain water Harvesting tank,29-Apr-2019,"INR 17,544,137",365.0,Santosh Kumar Katoch,29-Apr-2019 11:22 AM,Award.pdf (2527.00 KB),Award,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Santosh Kumar Katoch,29-Apr-2019 11:17 AM,finsummary_31714.pdf (624.43 KB),1.0,91283.0,SANDEEP SHARMA,INR,"17,704,169",Finance,Attached,Santosh Kumar Katoch,29-Apr-2019 11:13 AM,finance_31714.pdf,BOQ Comparative Chart,1.0,91205.0,Himachal Techno Engineers,07-Aug-2018 04:50 PM,Rejected-Technical,REjected,20-Aug-2018 01:04 PM,Technical,Attached,Vivek Sharma,20-Aug-2018 10:22 AM,technical_31714.pdf,AOC
,,.pdf,Work in hand Certificate shown in Schedule in SBD,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,91282.0,kamal kumar sharma,07-Aug-2018 10:42 PM,Rejected-AOC,l2,29-Apr-2019 11:22 AM,,,,,,AOC
,,.pdf,Cost of tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,91162.0,Parbhat Singh,07-Aug-2018 03:43 PM,Rejected-Technical,REjected,20-Aug-2018 01:04 PM,,,,,,AOC
,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,90468.0,Rajinder Singh,31-Jul-2018 11:13 AM,Rejected-Technical,REjected,20-Aug-2018 01:04 PM,,,,,,AOC
,,.pdf,GST will be applicable as per Govt. rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,91283.0,SANDEEP SHARMA,07-Aug-2018 10:57 PM,Accepted-AOC,l1,29-Apr-2019 11:22 AM,,,,,,AOC
,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,91275.0,SANJAY SHARMA,08-Aug-2018 09:56 AM,Rejected-Technical,REjected,20-Aug-2018 01:04 PM,,,,,,AOC
,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,EPF registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Turn over of last 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
