EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"9,700",No,fixed,,Executive Engineer HPPWD Division Baijnath,Baijnath,Improvement of Black Sport on Bhuana Ashapuri road Km 0/0 to 9/630,C/O R/Wall at Km 6/420 to 6/437,Please refer Tender documents. ,NA ,"4,84,361",Civil Works - Roads,NA ,Tender,90.0,90.0,Bhullana,176125.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Baijnath,No ,No,Executive Engineer HPPWD Division Baijnath,Executive Engineer HPPWD Division Baijnath,350.0,Executive Engineer HPPWD Division Baijnath,Baijnath,No,PWD,PWD-BD-NIT-2018-19/10580-630,2018_PWD_24403_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,03-Nov-2018 10:00 AM,19-Nov-2018 11:00 AM,03-Nov-2018 12:00 PM,19-Nov-2018 10:30 AM,NA ,NA ,03-Nov-2018 12:00 PM,19-Nov-2018 10:30 AM,03-Dec-2018 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F,1.0,DD - Demand Draft,AOC,Finance,Financial Bid of the said work open on 3.12.2018 sucessfully,Sanjiv Kumar,06-Dec-2018 04:20 PM,finance_34108.pdf,BOQ Comparative Chart,1.0,100419.0,SUSHIL KUMAR,INR,"583,225",1.0,100694.0,RANGIL CHAND,18-Nov-2018 09:32 PM,Rejected-AOC,Rejected due to higher rates bidder L2,20-Apr-2019 02:09 PM,Technical,Two bidders participated in this work and found responsive. Hence tender recommended by committee to open financial bid.,Sanjiv Kumar,29-Nov-2018 03:23 PM,technical_34108.pdf,Er. S.K. Sood,Internal,Sh. Rajinder Chaudhary SR DAO Sh Ravi Rana DM Sh Sunil Kumar Supdt GII Er Vaneet Sharma AE Baijnath,Sanjiv Kumar,29-Nov-2018 03:25 PM,03-Dec-2018 11:00 AM,techsummary_34108.pdf (264.45 KB),PWD,2018_PWD_24403_1,PWD-BD-NIT-2018-19/10580-630,Improvement of Black Sport on Bhuana Ashapuri road Km 0/0 to 9/630,20-Apr-2019,"INR 484,361",90.0,Virender Kumar,20-Apr-2019 02:09 PM,Award.pdf (228.00 KB),Award_letter,Executive Engineer,Internal,"Executive Engineer, Assistant Engineer, Superintendent G-II, HDM, Sr. DAO",Virender Kumar,20-Apr-2019 02:07 PM,finsummary_34108.pdf (171.23 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Earnest Money as Indicated Schedule F,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,100419.0,SUSHIL KUMAR,16-Nov-2018 03:22 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,20-Apr-2019 02:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and PAN No,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tool with proof i.c hiring of machinery affidavit required,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazatted and Non Gazetted officer HPPWD employees related to him,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that no arbitration / litigation with PWD in pending in any court of law,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit furnished that contractor has not more than two work in hand,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit information furnished with the bid Name of work is correct in all respect.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
