Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Tender Stage
Finance,fbosummary,Bhag Mal Thakur,07-Jun-2018 12:38 PM,finance_29792.pdf,BOQ Comparative Chart,1.0,85337.0,YUDHVIR SINGH,INR,"842,074",Technical,summary,Bhag Mal Thakur,31-May-2018 02:03 PM,technical_29792.pdf,1.0,85258.0,P. L. SHARMA,28-May-2018 03:32 PM,Rejected-Finance,L-2,09-Apr-2019 01:52 PM,16-Apr-2019,"INR 842,074",90.0,Bhag Mal Thakur,16-Apr-2019 03:20 PM,AOC082.pdf (443.00 KB),AOC,Er. B.M.Thakur,Internal,D.Man,Bhag Mal Thakur,09-Apr-2019 01:52 PM,finsummary_29792.pdf (312.12 KB),Er BM Thakur,Internal,AE Joginder Nagar Sr.DAO HDM Supdt.Estt.,Bhag Mal Thakur,05-Jun-2018 02:45 PM,06-Jun-2018 11:00 AM,techsummary_29792.pdf (308.99 KB),PWD,2018_PWD_21082_1,PW-JND-B and R-EA-I-NIT- 2008-2107 dt. 01.05.2018,Periodical maintenance of Ahju to Kaflaun road (HP0801VR0040)(other than PMGSY road) under Annual Maintenance plan for the year 2018-19 (Additional),AOC,PWD,PW-JND-B and R-EA-I-NIT- 2008-2107 dt. 01.05.2018,2018_PWD_21082_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Periodical maintenance of Ahju to Kaflaun road (HP0801VR0040)(other than PMGSY road) under Annual Maintenance plan for the year 2018-19 (Additional),"Providing and laying built up spray grout, 25mm thick bituminous concrete in Km. 7/0 to 8/0",As per bid documentsd ,NA ,"6,63,435",Civil Works - Roads,NA ,Tender,120.0,90.0,Ajhu,175015.0,NA ,NA ,NA ,Joginder Nagar,No ,No,350.0,EE Joginder Nagar,B and R Division HP.PWD. Joignder Nagar,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),"13,300",No,fixed,,EE Joginder Nagar,B and R Division HP.PWD. Joginder Nagar,09-May-2018 10:00 AM,29-May-2018 11:30 AM,09-May-2018 10:00 AM,28-May-2018 05:00 PM,NA ,NA ,09-May-2018 10:00 AM,28-May-2018 05:00 PM,06-Jun-2018 11:00 AM,Executive Engineer,"O/O Executive Engineer, B and R Division, HPPWD, Joginder Nagar",1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,2.0,85337.0,YUDHVIR SINGH,28-May-2018 11:32 AM,Accepted-AOC,AOC,16-Apr-2019 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF (Employees Provident Funds Organization),,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of machineries, Tool, Plants (Indicated in Schedule F)",,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (General Rule N,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct.,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employee Provident Funds and Miscellaneious provision Act. 1952,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC
