Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Annual Surfacing on Pungh Ghangnoo road (PMGSY),SH Providing and laying 25 mm thick bituminous concrete including profile correction in KM 2/0 to 5/0.,Please refer Tender documents. ,NA ,"22,88,622",Civil Works,NA ,Tender,90.0,60.0,Sundernagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,1.0,DD - Demand Draft,Executive Engineer Sunder Nagar Division HPPWD,O/O Executive Engineer Sunder Nagar Division HPPWD,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,PWD,PW-SNR-CB-E-TNR/18-18709-15 dt 17-01-19,2019_PWD_26785_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"42,000",No,fixed,,EE Sundernagar,Sundernagar,06-Feb-2019 09:00 AM,20-Feb-2019 11:00 AM,06-Feb-2019 10:00 AM,19-Feb-2019 06:00 PM,06-Feb-2019 10:00 AM ,19-Feb-2019 04:00 PM ,06-Feb-2019 10:00 AM,19-Feb-2019 06:00 PM,23-Feb-2019 10:00 AM,500.0,EE Sundernagar,Sundernagar,No,AOC,Er. D.R. Chauhan Executive Engineer,Internal,N.R. Chandel Member Sushil Kumar Member Dinesh Sen Member Girja Sharma Member,Naresh Raj Chandel,22-Feb-2019 05:47 PM,23-Feb-2019 10:00 AM,techsummary_38064.pdf (202.23 KB),PWD,2019_PWD_26785_1,PW-SNR-CB-E-TNR/18-18709-15 dt 17-01-19,Annual Surfacing on Pungh Ghangnoo road (PMGSY),26-Apr-2019,"INR 2,680,518",60.0,Naresh Raj Chandel,26-Apr-2019 04:47 PM,Scan_20190426_164513.pdf (2686.00 KB),AOC issued being lowest,"Superintending Engineer, 1st Circle, HPPWD Mandi",Internal,Executive Engineer (Design) Executive Engineer Sundernagar Divn Circle Head D.Man Superintendent (Works),Naresh Raj Chandel,16-Apr-2019 12:23 PM,finsummary_38064.pdf (4814.31 KB),1.0,113210.0,A.A. ENTREPRENEURS,18-Feb-2019 06:17 PM,Rejected-AOC,L-2,26-Apr-2019 04:47 PM,Technical,BOS,Naresh Raj Chandel,21-Feb-2019 05:50 PM,technical_38064.pdf,1.0,113248.0,Ajmer Singh,INR,"2,680,518",Finance,FBOS,Naresh Raj Chandel,27-Feb-2019 03:07 PM,finance_38064.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,113248.0,Ajmer Singh,16-Feb-2019 09:09 PM,Accepted-AOC,L-1,26-Apr-2019 04:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,113363.0,S.A ASSOCIATE,18-Feb-2019 06:29 PM,Rejected-Technical,Being non-responsive,22-Feb-2019 05:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18 alongwith owner ship pro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF Registration/ affidavit as per clause 25 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
