Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage
Finance,Financial Bid of the said work open successfully.,Sanjiv Kumar,06-Apr-2019 04:49 PM,finance_36033.pdf,BOQ Comparative Chart,1.0,108588.0,Shalabh Awasthi,INR,"378,078",Technical,Three bidders participated in this work and found responsive hence tender recommended by committee to open the financial bid.,Sanjiv Kumar,30-Jan-2019 04:54 PM,technical_36033.pdf,1.0,108567.0,GALAXY ASSOCIATE,20-Jan-2019 03:30 PM,Rejected-AOC,Higher Side Bidder L3,06-Apr-2019 04:56 PM,06-Apr-2019,"INR 378,078",30.0,Sanjiv Kumar,06-Apr-2019 04:56 PM,AwardHSHarot.pdf (252.00 KB),Er S K Sood,Internal,"Sr. D.A.O, Head Draughtsman, Assistant Engineer Baijnath, Superintendent GII, Executive Engineer",Sanjiv Kumar,06-Apr-2019 04:52 PM,finsummary_36033.pdf (172.28 KB),Er S.K. Sood,Internal,Sh Rajinder Choudhary Sr DAO Sh Ravi Rana HDM Sh Sunil Kumar Supdt II Er Vaneet Sharma AE Baijnath,Sanjiv Kumar,30-Jan-2019 04:57 PM,04-Feb-2019 11:00 AM,techsummary_36033.pdf (520.55 KB),PWD,2019_PWD_25718_1,PWD-BD-NIT-2018-19/14876-940,C/O Link road from High School Harot to village Ballah and C/O link road from Subhash Nagar to Jarehar and Brahmin Basti (Portion Subhash Nagar to Jarehar Km 0/0 to 0/900,AOC,Executive Engineer HPPWD Division Baijnath,Executive Engineer HPPWD Division Baijnath,C/O Link road from High School Harot to village Ballah and C/O link road from Subhash Nagar to Jarehar and Brahmin Basti (Portion Subhash Nagar to Jarehar Km 0/0 to 0/900,Providing and laying 2cm premix carpet and seal coat Km 0/500 to 0/900).,Please refer Tender documents. ,NA ,"2,88,918",Civil Works - Roads,NA ,Tender,90.0,30.0,Harot,176125.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Baijnath,No ,No,05-Jan-2019 10:00 AM,21-Jan-2019 11:00 AM,05-Jan-2019 11:00 AM,21-Jan-2019 10:30 AM,NA ,NA ,05-Jan-2019 02:00 PM,21-Jan-2019 10:30 AM,04-Feb-2019 11:00 AM,PWD,PWD-BD-NIT-2018-19/14876-940,2019_PWD_25718_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,Executive Engineer HPPWD Division Baijnath,Baijnath,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F.,"5,800",No,fixed,,Executive Engineer HPPWD Division Baijnath,Baijnath,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,2.0,108588.0,Shalabh Awasthi,20-Jan-2019 06:29 PM,Accepted-AOC,Found Lowest Bidder L1,06-Apr-2019 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Earnest Money as Indicated Schedule F.,,,,,,,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,3.0,108562.0,TANUJ SHARMA,20-Jan-2019 07:31 PM,Rejected-AOC,Higher Side Bidder L2,06-Apr-2019 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and PAN No.,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tool with proof i.c hiring of machinery affidavit required.,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazatted and Non Gazetted officer HPPWD employees related to him.,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that no arbitration / litigation with PWD in pending in any court of law.,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit information furnished with the bid Name of work is correct in all respect.,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC
