Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,12943-13042 DATED 05/01/2019,2019_PWD_26078_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,FORM COST,"36,000",No,fixed,,Executive Engineer Tissa Division HPPWD Tissa,Bhanjraru/Tissa,Executive Engineer Tissa Division HPPWD Tissa,Executive Engineer Tissa Division HPPWD Tissa,C/o link road from Dakal to Kunda road KM 0/0 to 3/105,F/C between RD 0/0 to 1/0,Please refer Tender documents. ,NA ,"17,60,589",Civil Works - Roads,NA ,Tender,90.0,60.0,Tissa,176316.0,NA ,NA ,NA ,Executive Engineer Tissa Division HPPWD Tissa,No ,No,500.0,Executive Engineer Tissa Division HPPWD Tissa,Bhanjraru/Tissa,No,19-Jan-2019 06:00 PM,31-Jan-2019 11:30 AM,19-Jan-2019 06:00 PM,31-Jan-2019 11:00 AM,NA ,NA ,19-Jan-2019 06:00 PM,31-Jan-2019 11:00 AM,01-Mar-2019 11:30 AM,1.0,DD - Demand Draft,AOC,1.0,109761.0,ANKUSH KHANNA,31-Jan-2019 09:03 AM,Rejected-AOC,L4,04-Apr-2019 09:45 PM,Technical,TECHNICAL EVELUATION,Harsh Puri,28-Feb-2019 08:25 PM,technical_36740.pdf,Finance,SUMMARY,Harsh Puri,04-Apr-2019 09:32 PM,finance_36740.pdf,BOQ Comparative Chart,1.0,109665.0,Ketan,INR,"1,745,542.2",EE,Internal,EE AE SUPDT HDM SR ASSTT,Harsh Puri,28-Feb-2019 08:35 PM,01-Mar-2019 11:30 AM,techsummary_36740.pdf (491.47 KB),PWD,2019_PWD_26078_2,12943-13042 DATED 05/01/2019,C/o link road from Dakal to Kunda road KM 0/0 to 3/105,04-Apr-2019,"INR 1,892,764",60.0,Harsh Puri,04-Apr-2019 09:45 PM,2.pdf (391.00 KB),AWARD LETTER,EE,Internal,EE AE SUPDT HDM SR ASSTT,Harsh Puri,04-Apr-2019 09:40 PM,finsummary_36740.pdf (26.10 KB),AOC
,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,AOC,2.0,110042.0,Batt Hydro Power And Constructions Pvt. Ltd.,31-Jan-2019 10:23 AM,Rejected-AOC,L2,04-Apr-2019 09:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,AOC,3.0,110029.0,cont,31-Jan-2019 08:26 AM,Rejected-AOC,L2,04-Apr-2019 09:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,LATEST CONTRACTOR REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,109665.0,Ketan,29-Jan-2019 06:49 PM,Accepted-AOC,L1,04-Apr-2019 09:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,109999.0,Pardeep Sharma,30-Jan-2019 08:21 PM,Rejected-AOC,L3,04-Apr-2019 09:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FORM 8 DULY SIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,AFFIDAFIT REGARDING HAVING NOT MORE THAN TWO WORK IN HAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT OF CORRECTNESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,DOCUEMENTAL PROOF OF JCB OWNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
