S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,DD - Demand Draft,Balance work for C/O link road from Beri to Harizen Basti Village Khatwin Km 0/0 to 1/700 (Under NABARD) (SH C/O R/Wall B/wall and hume pipe culvert),Balance work for C/O link road from Beri to Harizen Basti Village Khatwin Km 0/0 to 1/700 (Under NABARD) (SH C/O R/Wall B/wall and hume pipe culvert),Please refer Tender documents. ,NA ,"15,10,180",Civil Works,NA ,Tender,60.0,NA ,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,28-Jul-2018 06:00 PM,08-Aug-2018 03:00 PM,28-Jul-2018 06:00 PM,08-Aug-2018 10:30 AM,NA ,NA ,28-Jul-2018 06:00 PM,08-Aug-2018 10:30 AM,21-Aug-2018 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"30,210",No,fixed,,EE HPPWD Hamirpur,EE HPPWD Hamirpur,500.0,EE HPPWD Hamirpur,EE HPPWD Hamirpur,No,PWD,Balance work for C/O link road from Beri to Harize,2018_PWD_22585_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE HPPWD Hamirpur,Executive Engineer HPPWD Hamirpur,AOC,1.0,91142.0,Karan Rana,INR,"1,326,709",Finance,Attached,Vivek Sharma,06-Jan-2019 01:40 PM,finance_31725.pdf,BOQ Comparative Chart,1,90672,ashok Thakur,08-Aug-2018 09:52 AM,Rejected-AOC,l5,24-Apr-2019 12:06 PM,Technical,Attached,Vivek Sharma,21-Aug-2018 02:18 PM,technical_31725.pdf,PWD,2018_PWD_22585_1,Balance work for C/O link road from Beri to Harize,Balance work for C/O link road from Beri to Harizen Basti Village Khatwin Km 0/0 to 1/700 (Under NABARD) (SH C/O R/Wall B/wall and hume pipe culvert),EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,21-Aug-2018 02:33 PM,21-Aug-2018 03:00 PM,techsummary_31725.pdf (397.14 KB),EEHamirpur,Internal,SupdtSrDAOARtoEEHDM,Dev Raj,24-Apr-2019 12:00 PM,finsummary_31725.pdf (716.26 KB),24-Apr-2019,"INR 1,326,709",90.0,Dev Raj,24-Apr-2019 12:06 PM,22585A.pdf (648.00 KB),Award,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,91290,BALAL,08-Aug-2018 06:31 AM,Rejected-AOC,l3,24-Apr-2019 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,91170,Divender kumar,07-Aug-2018 04:36 PM,Rejected-Technical,Rejected,21-Aug-2018 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,91142,Karan Rana,07-Aug-2018 02:06 PM,Accepted-AOC,l1,24-Apr-2019 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST will be applicable as per Govt. rates,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,91106,MAMTA DEVI GOVT.CONTRACTOR,07-Aug-2018 12:56 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2018 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,91093,MAST RAM SHARMA,07-Aug-2018 09:10 AM,Rejected-AOC,l2,24-Apr-2019 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,91005,Mohit Chaudhary,06-Aug-2018 02:28 PM,Rejected-Technical,Rejected,21-Aug-2018 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,90580,Satish Kumar,02-Aug-2018 10:10 AM,Rejected-Technical,Rejected,21-Aug-2018 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,91209,saurab katoch,07-Aug-2018 06:04 PM,Rejected-Technical,Rejected,21-Aug-2018 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,91151,SUBHASH CHAND GOVT CONTRACTOR,07-Aug-2018 02:00 PM,Rejected-Technical,Rejected,21-Aug-2018 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
