EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"16,000",No,fixed,,EE B and R Division HPPWD Solan,EE Solan,23-Jan-2019 05:30 PM,06-Feb-2019 11:00 AM,23-Jan-2019 05:30 PM,06-Feb-2019 10:30 AM,NA ,NA ,23-Jan-2019 05:30 PM,06-Feb-2019 10:30 AM,11-Feb-2019 11:30 AM,PWD,14836-44 dated 09.01.2019 on Solan Jaunaji RD26 to,2019_PWD_26217_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Periodical renewal under AMP for the Year 201920 on Solan Jaujaji Dharja road Km22/0 to 29/0,SH Providing and laying BC in Km26/0 to 27/0,Please refer Tender documents. ,NA ,"7,95,554",Civil Works,NA ,Tender,90.0,60.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,350.0,EE B and R Division HPPWD Solan,EE Solan,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F,1.0,DD - Demand Draft,EE B and R Solan,EE B and R Division HPPWD Solan,AOC,PWD,2019_PWD_26217_1,14836-44 dated 09.01.2019 on Solan Jaunaji RD26 to,Periodical renewal under AMP for the Year 201920 on Solan Jaujaji Dharja road Km22/0 to 29/0,Er Arvind Sharma EE B and R Solan,Internal,Shri Deepak anand Seniro DAO Solan Shri naresh Kumar HDM and Smt Rekha kashyap Supdt Grade II PMGSy,Arvind Kumar,11-Feb-2019 11:22 AM,11-Feb-2019 11:30 AM,techsummary_37017.pdf (323.56 KB),Er Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Naresh Kumar HDM and Smt Rekha Kashayp Supdt Grade II PMGSY,Arvind Kumar,01-Apr-2019 01:21 PM,finsummary_37017.pdf (30.74 KB),01-Apr-2019,"INR 959,449",60.0,Arvind Kumar,01-Apr-2019 01:23 PM,Award.pdf (350.00 KB),Award of Contract,1.0,110878.0,Asphalt Carpet Construction Company,05-Feb-2019 02:32 PM,Rejected-Technical,Contractor has not submit the original EMD and Bi,11-Feb-2019 11:21 AM,Technical,Bid opening summary,Arvind Kumar,11-Feb-2019 11:10 AM,technical_37017.pdf,1.0,110036.0,Shubham Construction,INR,"959,448.75",Finance,Financial bid opening summary,Arvind Kumar,11-Feb-2019 03:54 PM,finance_37017.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registraiton reffer general rules No 23,2.0,FDR - Fixed Deposit,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,110167.0,naresh vij govt contractor,02-Feb-2019 11:03 AM,Rejected-AOC,Ok,01-Apr-2019 01:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registraton refer general rules no 21,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,110036.0,Shubham Construction,02-Feb-2019 09:21 AM,Accepted-AOC,Ok,01-Apr-2019 01:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 19 schedule F,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,111052.0,Vishal Builders,05-Feb-2019 08:38 PM,Rejected-Technical,ontractor has not Contractor has not submit the or,11-Feb-2019 11:21 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with refeerence to clause 18 proof of ownership",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affdavits of correctness of all the documents are submitted is true by the Contractor,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8refer in SBD Documents,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 25 A,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantitiy,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
