Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (indicated in IFB and Bidding document ),Executive Engineer HPPWD Dalhousie Division,Executive Engineer HPPWD Dalhousie Division,1.0,DD - Demand Draft,15-Dec-2018 03:00 PM,21-Dec-2018 11:30 AM,15-Dec-2018 03:00 PM,21-Dec-2018 11:00 AM,15-Dec-2018 03:00 PM ,19-Dec-2018 05:00 PM ,15-Dec-2018 03:00 PM,21-Dec-2018 11:00 AM,07-Jan-2019 11:30 AM,"5,000",EE Dalhousie,SBI Dalhousie,No,PWD,PWD-GA-Tender-2018-19- 11618-667 dated 22.11.2018,2018_PWD_25152_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,C/O Link road to village Chakra to Sherpur Baroti Pul Km. 0/0 to 7/300,"SH/ C/O Formation cutting, Cross Drainage, Parapet, Katcha Drain and Crate work for dumping Under RIDF-XXIV",Please refer Tender documents. ,NA ,"3,01,26,635",Civil Works,NA ,Tender,120.0,545.0,Dalhousie,176304.0,NA ,NA ,NA ,Executive Engineer HPPWD Dalhousie Division,No ,No,"3,33,800",No,fixed,,EE Dalhousie,SBI Dalhousie,AOC,1.0,104797.0,Kamal Thakur,20-Dec-2018 08:18 PM,Accepted-AOC,Work awarded,21-Apr-2019 12:34 PM,Technical,TBES,Sudhir Mittal,02-Jan-2019 11:04 AM,technical_35563.pdf,Finance,TBES,Sudhir Mittal,07-Jan-2019 03:33 PM,finance_35563.pdf,BOQ Comparative Chart,1.0,104797.0,Kamal Thakur,INR,"36,407,556",Er. Sudhir Mittal,Internal,1 DAO 2 HDM 3 Superintendent 4 AE to EE,Sudhir Mittal,02-Jan-2019 11:19 AM,07-Jan-2019 11:30 AM,techsummary_35563.pdf (1220.21 KB),PWD,2018_PWD_25152_3,PWD-GA-Tender-2018-19- 11618-667 dated 22.11.2018,C/O Link road to village Chakra to Sherpur Baroti Pul Km. 0/0 to 7/300,21-Apr-2019,"INR 36,407,556",545.0,Sudhir Mittal,21-Apr-2019 12:34 PM,Chakra.pdf (47.00 KB),Er. Sudhir Mittal,Internal,1 DAO 2 HDM 3 Superintendent Gr-II 4 AE to EE,Sudhir Mittal,21-Apr-2019 12:31 PM,finsummary_35563.pdf (238.92 KB),AOC
,,.pdf,Earnest money (indicated in IFB and Bidding document),,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,103624.0,M/s Lakshay Construction,20-Dec-2018 03:08 PM,Rejected-Finance,Work awarded to the lowest contractor,21-Apr-2019 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor Registration (indicated in Bidding document),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,104694.0,Ms R.K. Mahajan,20-Dec-2018 05:16 PM,Rejected-Finance,Work awarded to the lowest contractor,21-Apr-2019 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration (indicated in Bidding document),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Valid labour license (indicated in Bidding document),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate (indicated in Bidding document),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand (indicated in Bidding document),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate (complete one work of similar nature not less than 40 percent of the estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of Machinery (indicated in Bidding document),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bid capacity (indicated in Bidding document),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Balance sheet for the last five years duly assessed by CA (indicated in Bidding document),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of both gazetted , non gazette officers HP PWD employees related to him.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that the contractor has not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any other information bidder would like to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proposed methodology and programme of construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Technical Personal (indicated in Bidding Document),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Lequied Assets (indicated in Bidding Document),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
