Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),PWD,PW-JND-B and R-EA-I-NIT- 23721-23820 dt.14.01.2019,2019_PWD_26336_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,Periodical maintenance of Baijnath Lad Bharol Kandapattan road (MDR-043) Major District Road under Annual Maintenance Plan 2019-20,"Providing and laying Built-up spray grout, 30mm thick Bituminous concrete in Km. 3/0 to 6/0",As per bid documents ,NA ,"27,17,328",Civil Works - Roads,NA ,Tender,120.0,90.0,Lad-Bharol,175032.0,NA ,NA ,NA ,Joginder Nagar,No ,No,"48,300",No,fixed,,"EE B and R Divn. HPPWD, Joginder Nagar",Joginder Nagar,Executive Engineer,"Executive Engineer, B and R Division, HPPWD, Joginder Nagar",28-Jan-2019 10:00 AM,11-Feb-2019 11:30 AM,28-Jan-2019 10:00 AM,09-Feb-2019 05:00 PM,NA ,NA ,28-Jan-2019 10:00 AM,09-Feb-2019 05:00 PM,21-Feb-2019 11:00 AM,"1,500","EE B and R Divn. HPPWD, Joginder Nagar",Joginder Nagar,No,AOC,Er. B.M.Thakur,Internal,AE Lad Bharol Sr.DAO Supdt. HDM,Bhag Mal Thakur,20-Feb-2019 03:31 PM,21-Feb-2019 11:00 AM,techsummary_37199.pdf (292.14 KB),PWD,2019_PWD_26336_1,PW-JND-B and R-EA-I-NIT- 23721-23820 dt.14.01.2019,Periodical maintenance of Baijnath Lad Bharol Kandapattan road (MDR-043) Major District Road under Annual Maintenance Plan 2019-20,12-Apr-2019,"INR 3,389,782",90.0,Bhag Mal Thakur,12-Apr-2019 04:41 PM,AOC336.pdf (464.00 KB),AOC,Er. B.M.Thakur,Internal,AE Lad Bharol Sr.DAO Supdt. HDM,Bhag Mal Thakur,11-Apr-2019 02:10 PM,finsummary_37199.pdf (358.41 KB),1.0,111550.0,YUDHVIR SINGH,INR,"3,389,782",Finance,fbosummary,Bhag Mal Thakur,21-Feb-2019 03:20 PM,finance_37199.pdf,BOQ Comparative Chart,1.0,111514.0,P. L. SHARMA,09-Feb-2019 01:53 PM,Rejected-Finance,L-2,11-Apr-2019 02:10 PM,Technical,summary,Bhag Mal Thakur,12-Feb-2019 02:37 PM,technical_37199.pdf,AOC
,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,111550.0,YUDHVIR SINGH,09-Feb-2019 01:27 PM,Accepted-AOC,AOC,12-Apr-2019 04:41 PM,,,,,,AOC
,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
