Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,fbosummary,Bhag Mal Thakur,08-Mar-2019 03:06 PM,finance_38806.pdf,BOQ Comparative Chart,1.0,116745.0,G.P.ACHARYA,INR,"2,068,906",Technical,summary,Bhag Mal Thakur,06-Mar-2019 12:06 PM,technical_38806.pdf,1.0,116745.0,G.P.ACHARYA,02-Mar-2019 03:47 PM,Accepted-AOC,AOC,12-Apr-2019 04:36 PM,12-Apr-2019,"INR 2,068,906",90.0,Bhag Mal Thakur,12-Apr-2019 04:36 PM,AOC263.pdf (418.00 KB),AOC,Er. B.M.Thakur,Internal,AE Joginder Nagar Supdt. HDM,Bhag Mal Thakur,11-Apr-2019 02:49 PM,finsummary_38806.pdf (319.32 KB),Er. B.M.Thakur,Internal,AE Joginder Nagar Sr.DAO Supdt. HDM,Bhag Mal Thakur,07-Mar-2019 01:57 PM,08-Mar-2019 11:00 AM,techsummary_38806.pdf (302.63 KB),PWD,2019_PWD_27263_1,PW-JND-B and R-NIT/-25686-25785 dt. 04.02.2019,Periodical maintenance of Baijnath Padhar road (MDR-056) Major District Road under Annual Maintenance Plan 2019-20,AOC,1.0,DD - Demand Draft,Periodical maintenance of Baijnath Padhar road (MDR-056) Major District Road under Annual Maintenance Plan 2019-20,"Providing and laying built-up spray grout, bituminous concrete in Km 34/0 to 35/975",As per bid documents ,NA ,"16,66,008",Civil Works - Roads,NA ,Tender,120.0,90.0,Joginder Nagar,175015.0,NA ,NA ,NA ,Joginder Nagar,No ,No,PWD,PW-JND-B and R-NIT/-25686-25785 dt. 04.02.2019,2019_PWD_27263_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,"Executive Engineer, B and R Division, HPPWD, Joginder Nagar",13-Feb-2019 05:00 PM,05-Mar-2019 11:30 AM,13-Feb-2019 05:00 PM,02-Mar-2019 05:00 PM,NA ,NA ,13-Feb-2019 05:00 PM,02-Mar-2019 05:00 PM,08-Mar-2019 11:00 AM,500.0,EE B and R Division HPPWD Joginder Nagar,Joginder Nagar,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),"32,500",No,fixed,,EE B and R Division HPPWD Joginder Nagar,Joginder Nagar,AOC
,,,,,,,,,,,,,,,,2.0,116743.0,P. L. SHARMA,02-Mar-2019 03:59 PM,Rejected-Finance,L-2,11-Apr-2019 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rule No.26.7),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,AOC
