Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of form as indicated in scheduled (F),CO and MT Mata Lal Devi Sarai to Harijan basti Netla via Rajputan and Changan basti in GP Nari km 00 to 2500 (SH CO Retaining wall at RD 0070 to 0080 and 0185 to 0195 or 1335 to 1365),CO and MT Mata Lal Devi Sarai to Harijan basti Netla via Rajputan and Changan basti in GP Nari km 00 to 2500 (SH CO Retaining wall at RD 0070 to 0080 and 0185 to 0195 or 1335 to 1365),Tender documents ,NA ,"7,71,102",Civil Works,Road ,Tender,120.0,90.0,Bharwain,177109.0,NA ,NA ,NA ,Bharwain,No ,No,PWD,Mata Lal Devi Sarai to Harijan basti Netla,2018_PWD_22601_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,Executive Engineer,Division HPPWD Bharwain,"15,430",No,fixed,,E E Bharwain,PNB at Amb,350.0,EE Bharwain,PNB at Amb,No,30-Jul-2018 01:00 PM,07-Aug-2018 11:30 AM,30-Jul-2018 01:00 PM,06-Aug-2018 06:00 PM,NA ,NA ,30-Jul-2018 01:00 PM,06-Aug-2018 06:00 PM,24-Aug-2018 03:00 PM,AOC,1.0,91011.0,Sanjay Sharda,INR,"905,476",Finance,Proceeding attached,Harbans Lal Sharma,03-Mar-2019 12:17 PM,finance_31746.pdf,BOQ Comparative Chart,1.0,91040.0,ARUN LATH,06-Aug-2018 05:28 PM,Rejected-Technical,Original FDR Not Received,24-Aug-2018 11:09 AM,Technical,Sh. Parkash Chand Supdt GrII Sh Jagdish Chand Sr Asstt Sh Rajinder Kumar HDM Sh. Dinesh Kumar AE Er HL Sharma Chairmain cum EE,Harbans Lal Sharma,24-Aug-2018 10:58 AM,technical_31746.pdf,PWD,2018_PWD_22601_1,Mata Lal Devi Sarai to Harijan basti Netla,CO and MT Mata Lal Devi Sarai to Harijan basti Netla via Rajputan and Changan basti in GP Nari km 00 to 2500 (SH CO Retaining wall at RD 0070 to 0080 and 0185 to 0195 or 1335 to 1365),Er.HL Sharma,Internal,Sh. Parkash Chand Supdt GrII Sh Jagdish Chand Sr Asstt Sh Rajinder Kumar HDM Sh. Dinesh Kumar AE,Harbans Lal Sharma,24-Aug-2018 11:09 AM,24-Aug-2018 03:00 PM,techsummary_31746.pdf (1914.58 KB),Er.H.L. Sharma,Internal,Proceeding attached,Harbans Lal Sharma,03-Mar-2019 12:19 PM,finsummary_31746.pdf (712.25 KB),03-Mar-2019,"INR 771,102",90.0,Harbans Lal Sharma,26-Apr-2019 05:21 PM,9809-17dated171018.PDF (808.00 KB),Award latter No. 9809-17 dated 17-10-2018,AOC
,,.pdf,Earnest money as indicated in scheduled F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,90835.0,Manu Sharma,06-Aug-2018 01:53 PM,Rejected-AOC,L-2,26-Apr-2019 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration and Clearance certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,91011.0,Sanjay Sharda,06-Aug-2018 04:49 PM,Accepted-AOC,L-1,26-Apr-2019 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors registration (General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,A certificate regarding not more than two works in hand under this division to be issued by the EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit reg. authorization of upload and sign the tender documents formalities related to the work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit reg. list of both Gazetted officer and NGO serving as HPPWD employee related to him (Gener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An undertaking that before submission of bid the site been visited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any other information bidder like to be provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form no 7 and 8 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor eligible to tender for his own class and one step below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"contractor will have to submit the proof of Registration under EPF and Misc provision Act,1952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
