Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||MD BVPCL Jogindernagar||SE (E),BVPCL (E) Circle/02/2022-23,2022_HPSEB_62790_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of tender fee and EMD,18-Jul-2022 05:00 PM,03-Aug-2022 11:30 AM,18-Jul-2022 05:30 PM,02-Aug-2022 03:30 PM,,,18-Jul-2022 05:30 PM,02-Aug-2022 03:30 PM,10-Aug-2022 12:30 PM,"5,570",No,fixed,,Nil,Nil,1.0,Extension of key date for opening of tender,Date,,1.0,ICICI BANK,560.0,Nil,Nil,No,Superintending Engineer,Electrical Circle Uhl Stage-III BVPCL Jogindernagar,Transportation of Hydro Electrical Equipments i.e Generator shaft assembly and Thrust Collar assembly (Out Station),"Safe transportation of Hydro Electrical equipments i.e Generator shaft assembly, Thrust Collar assembly and its allied accessories from 3x33.33 MW Uhl Stage-III HEP at Chullah to workshop of Ms Bharat Heavy Electricals Limited at Piplani, Bhopal M.P",As per Qualification criteria mentioned in Bid Document,,"5,56,961",Shipping/ Transportation/ Vehicle,,Tender,90.0,30.0,Uhl Stage-III HEP Chullah Jogindernagar,175015.0,,,,Jogindernagar,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of GST no. and Pan No.,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Audited annual account from CA and ITR for last 3 financial years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work experience as per Section VI qualification criteria of Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of Affaidavit as per Clause 9 (a) viii of Section III of Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copies of Registration certificate of Mech Equipments or Rental Agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of confirmation authorizing the signatory of the Bid to commit the Bid as per clause 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of Undertaking that the Bid shall remain valid for the period specified in Clause 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copy of Bid submission form under Section VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Scanned copies of other documents as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
