EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"2,09,400",Yes,fixed,,Nil,Nil,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,AMP for the year 2022-23 On Various road Under Lambloo Sub Division,Various roads,Please refer Tender documents. ,NA ,"1,76,83,874",Civil Works - Roads,NA ,Tender,60.0,30.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,ICICI BANK,EE Hamirpur,Executive Engineer HPPWD Hamirpur,PWD,AMP Various road Under Lambloo Sub-Div,2022_PWD_59569_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,14-Apr-2022 06:00 PM,20-Apr-2022 11:00 AM,14-Apr-2022 06:00 PM,20-Apr-2022 10:30 AM,NA ,NA ,14-Apr-2022 06:00 PM,20-Apr-2022 10:30 AM,23-Apr-2022 11:00 AM,AOC,PWD,2022_PWD_59569_1,AMP Various road Under Lambloo Sub-Div,AMP for the year 2022-23 On Various road Under Lambloo Sub Division,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,22-Apr-2022 07:04 PM,23-Apr-2022 11:00 AM,techsummary_90122.pdf (1631.59 KB),EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,23-Apr-2022 07:35 PM,finsummary_90122.pdf (593.78 KB),27-May-2022,"INR 17,251,414",30.0,Sanjay Katoch,27-May-2022 12:52 PM,AMPLamblooAward.pdf (1420.00 KB),Award,Finance,Attached,Sanjay Katoch,23-Apr-2022 07:30 PM,finance_90122.pdf,BOQ Comparative Chart,1.0,278403.0,M/s Bhagwati Construction Co.,INR,"17,251,414",1.0,278453.0,MOHINDER PAL GOVT. CONTRACTOR,19-Apr-2022 06:07 PM,Rejected-Finance,l4,23-Apr-2022 07:35 PM,Technical,Attached,Vivek Sharma,22-Apr-2022 06:14 PM,technical_90122.pdf,AOC
,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,278403.0,M/s Bhagwati Construction Co.,19-Apr-2022 08:32 PM,Accepted-AOC,l1,27-May-2022 12:52 PM,,,,,,AOC
,,,,,,,,,,,,.pdf,Minimum work done Certificate as per SBD 1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,278458.0,MSC Roads and Bridges Private Limited,19-Apr-2022 05:55 PM,Rejected-Finance,l3,23-Apr-2022 07:35 PM,,,,,,AOC
,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,278388.0,Piar Chand Chauhan,19-Apr-2022 01:11 PM,Rejected-Finance,l2,23-Apr-2022 07:35 PM,,,,,,AOC
,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement with Monthly contribution Challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,278101.0,S.S.Chauhans Construction Private Limted,20-Apr-2022 10:22 AM,Rejected-Finance,l5,23-Apr-2022 07:35 PM,,,,,,AOC
,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
