EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"53,300",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,01-Feb-2022 05:30 PM,08-Feb-2022 11:30 AM,01-Feb-2022 05:30 PM,08-Feb-2022 11:00 AM,NA ,NA ,01-Feb-2022 05:30 PM,08-Feb-2022 11:00 AM,19-Feb-2022 05:10 PM,Installation of public Tap alongwith real time quality monitoring system at Shree Renukaji Distt Sirmour HP,Installation of public Tap along with real time quality monitoring system at Shree Renuka ji) under JJM.,Please refer Tender documents. ,NA ,"26,63,709",Water Equipments/ Meter/ Drilling/ Boring,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN_SMROO-722- 15238-318 dt 31/01/2022,2022_HPIPH_56323_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,1.0,ICICI BANK,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,AOC,1.0,261584.0,AAXIS NANO TECHNOLOGIES PVT LTD,08-Feb-2022 10:09 AM,Rejected-Finance,Reject,05-May-2022 05:19 PM,Er Ashish Rana EE,Internal,TA Supdt HDM DAO EE,Ashish Rana,19-Feb-2022 05:06 PM,19-Feb-2022 05:10 PM,techsummary_84677.pdf (316.51 KB),05-May-2022,"INR 2,663,709",90.0,Ashish Rana,05-May-2022 05:23 PM,A_O_C.pdf (680.00 KB),AOC,Technical,Technical bid opening summary,Ashish Rana,19-Feb-2022 05:03 PM,technical_84677.pdf,Finance,Financial Bid Opening Summary,Ashish Rana,19-Feb-2022 05:13 PM,finance_84677.pdf,BOQ Comparative Chart,ER Ashish Rana EE,Internal,Ta Supdt HDM DAO EE,Ashish Rana,05-May-2022 05:19 PM,finsummary_84677.pdf (138.75 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2022_HPIPH_56323_1,NHN_SMROO-722- 15238-318 dt 31/01/2022,Installation of public Tap alongwith real time quality monitoring system at Shree Renukaji Distt Sirmour HP,1.0,261750.0,RAM KISHAN CHANDEL,INR,"1,685,478",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,2.0,ICICI NEFT/RTGS,,,AOC,2.0,261971.0,ANKIT KUMAR,08-Feb-2022 10:14 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Feb-2022 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV as mentioned in NIT,,,,,AOC,3.0,261750.0,RAM KISHAN CHANDEL,07-Feb-2022 05:14 PM,Accepted-AOC,AOC,05-May-2022 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST as mentioned in NIT,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint Venture is not allowed as mentioned in NIT,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and condition as mentioned in NIT,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"experience in installation of similar nature of work such as instrumentation including sensor data,",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
