Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
PWD,dshala 5282-5311,2020_PWD_42406_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,12-Nov-2020 02:00 PM,26-Nov-2020 11:00 AM,12-Nov-2020 02:00 PM,25-Nov-2020 05:00 PM,NA ,NA ,12-Nov-2020 02:00 PM,25-Nov-2020 05:00 PM,07-Dec-2020 03:15 PM,1.0,DD - Demand Draft,350.0,EE Dharamshala,Dharamshala,No,"19,900",No,fixed,,EE Dharamshala,Dharamshala,"Construction of R/wall, P/L Kota Stone Flooring and railing over steps, C/o M.S Steps and Providing and fixing M.S Railing and Gate for 400 metres synthetic Athletic Track and Ground the Indoor Stadium at Dharamshala in Distt. Kangra (Deposit work)",SH - Construction of Sitting steps in Northern side,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,90.0,Dharamshala,176215.0,NA ,NA ,NA ,dharamshala,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (Indicated in schedule F),Executive Engineer,Executive Engineer HP PWD Division Dharamshala,AOC,PWD,2020_PWD_42406_1,dshala 5282-5311,"Construction of R/wall, P/L Kota Stone Flooring and railing over steps, C/o M.S Steps and Providing and fixing M.S Railing and Gate for 400 metres synthetic Athletic Track and Ground the Indoor Stadium at Dharamshala in Distt. Kangra (Deposit work)",Er S.K.Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Supdt.Gr II Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Tarlok Dhiman,07-Dec-2020 02:58 PM,07-Dec-2020 03:15 PM,techsummary_62883.pdf (273.66 KB),Er. Sushil Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ravi Dutt Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Tarlok Dhiman,09-May-2022 07:45 PM,finsummary_62883.pdf (536.66 KB),11-May-2022,"INR 1,043,116",90.0,Sushil Kumar Dhadwal,11-May-2022 11:50 AM,IMG_0001.pdf (1045.00 KB),SHRI NISHANT KAPOOR,1.0,189130.0,AMAN GORLA,24-Nov-2020 06:55 PM,Rejected-Finance,L4,09-May-2022 07:45 PM,Technical,As per document attached,Tarlok Dhiman,26-Nov-2020 01:57 PM,technical_62883.pdf,Finance,As per document attached,Tarlok Dhiman,07-Dec-2020 04:28 PM,finance_62883.pdf,BOQ Comparative Chart,1.0,189212.0,Nishant Kapoor,INR,"1,043,116",AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money duly pledged and updated (Indicated in schedule F),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,189002.0,Naveen Kumar,24-Nov-2020 12:37 PM,Rejected-Finance,L2,09-May-2022 07:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,189084.0,Neeraj,24-Nov-2020 04:12 PM,Rejected-Finance,L3,09-May-2022 07:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,189212.0,Nishant Kapoor,25-Nov-2020 03:26 PM,Accepted-AOC,L1,11-May-2022 11:50 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (General rule 19),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,189140.0,Vinod Kumar,25-Nov-2020 04:49 PM,Rejected-Finance,L5,09-May-2022 07:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery and staff (Essential for tarring works i.e. Hot Mix plant , paver finisher with pr",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident fund Number,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
