Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
12-Jan-2022 05:00 PM,28-Jan-2022 11:30 AM,12-Jan-2022 05:00 PM,28-Jan-2022 11:00 AM,NA ,NA ,12-Jan-2022 05:00 PM,28-Jan-2022 11:00 AM,14-Feb-2022 12:25 PM,"7,22,452",Yes,fixed,,EE JSV Nagrota Bagwan,EE JSV Nagrota Bagwan,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of cost of Form,Jandrah and multi Vill Group of piped WSS for Changer Area under Nagrota Bagwan,Jandrah and multi Vill Group of piped WSS for Changer Area under Nagrota Bagwan in Tehsil Baroh Distt.Kangra Sub Head construction of percolation well t mtrs dia and 10 mtrs deep construction of pump house,Please refer Tender documents. ,NA ,"7,22,45,233",Civil Works,NA ,Empanelment,60.0,365.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,Nagrota Bagwan,No ,No,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",NGB-KNG01-773,2022_HPIPH_55596_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"2,500",EE JSV Division Nagrota Bagwan,EE JSV Division Nagrota Bagwan,No,Er Rahul Dhiman EE,JSV Division Nagrota Bagwan Distt.Kangra,AOC,Er. Rahul Dhiman EE,Internal,Sh SP VERMA SDAO Smt Kanchan Bala HDM Smt Anita Rana Supdt,Rahul Dhiman,26-Apr-2022 02:32 PM,finsummary_83521.pdf (201.78 KB),"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",2022_HPIPH_55596_1,NGB-KNG01-773,Jandrah and multi Vill Group of piped WSS for Changer Area under Nagrota Bagwan,1.0,258629.0,H. C. Bansal Engg. & Contt.,INR,"69,449,999",Er Sunil Kantora CE(DZ),Internal,Er. Vikas Bakshi SE (D) Er.Rohit Dubey SE JSV Circle Dharamshala Er.Sushil Katoch EE (D)Er.Rahul Dhiman EE JSV Nagrota Bagwan Er.Ashwani Kumar AE (D) Sh Shammi Raj AC,Rahul Dhiman,14-Feb-2022 12:22 PM,14-Feb-2022 12:25 PM,techsummary_83521.pdf (370.05 KB),1.0,258697.0,ARUNESH GUPTA,27-Jan-2022 11:46 AM,Rejected-Finance,Highest Amount,26-Apr-2022 02:32 PM,Finance,financial bid opened on dated 14.02.2022,Rahul Dhiman,26-Apr-2022 02:27 PM,finance_83521.pdf,BOQ Comparative Chart,Technical,Technical bid opened on dt.14.02.2022,Rahul Dhiman,14-Feb-2022 12:15 PM,technical_83521.pdf,25-May-2022,"INR 72,245,233",365.0,Rahul Dhiman,25-May-2022 12:18 PM,Award_1.pdf (395.00 KB),Award Letter,AOC
,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Scanned copy of EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,257876.0,Dogra Construction Company Pvt Ltd,23-Jan-2022 10:52 AM,Rejected-Finance,Highest Amount,26-Apr-2022 02:32 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Enlistment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,258629.0,H. C. Bansal Engg. & Contt.,26-Jan-2022 10:58 PM,Accepted-AOC,1st Lowest,25-May-2022 12:18 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Income Tax/GST/EPF etc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4.0,257514.0,KATIANI CONSTRUCTION,28-Jan-2022 08:17 AM,Rejected-Technical,Reject,14-Feb-2022 12:22 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work done certificate as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5.0,255394.0,SS RANA CONSTRUCTION PRIVATE LIMITED,28-Jan-2022 10:24 AM,Rejected-Technical,Reject,14-Feb-2022 12:22 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Curve Chart as per NIT conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6.0,259217.0,UEE Electrical Engineers Pvt Ltd,28-Jan-2022 02:11 AM,Rejected-Technical,Reject,14-Feb-2022 12:22 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Contour Plan of WTP as per NIT Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Annual Turn over (ITR)As per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding Blacklist( DSC authorization/undertaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
