S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"JS Division,Anni",EE Anni,"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Anni,Irrigation and Public Health,HP",24683-735(3)Anni,2022_HPIPH_58543_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Due Date Extended,Admin Corrigendum Date Extend,,"PLWSS to NC PC habitation in GP Shilli, Gamog, Lot, Durah, Nither, Dehra, Palehi in Anni Nirmand Block Distt. Kullu (H.P)",Laying Jointing and Testing of GI pipe 25mm dia 4000 Rmt. 32 mm dia 1000 Rmt 40 mm dia1500 Rmt.),Please refer Tender documents. ,NA ,"6,65,914",Civil Works,NA ,Tender,120.0,90.0,Lot Durah,172023.0,NA ,NA ,NA ,JSD Anni,No ,No,"13,318",Yes,fixed,,EE JSD Anni,EE JSD Anni,1.0,Fee/PreQual/Technical,.pdf,Earnest Money,24-Mar-2022 06:15 PM,01-Apr-2022 12:30 PM,24-Mar-2022 06:15 PM,31-Mar-2022 05:00 PM,NA ,NA ,24-Mar-2022 06:15 PM,31-Mar-2022 05:00 PM,06-Apr-2022 12:10 PM,250.0,EE JSD Anni,EE JSD Anni,Yes,AOC,Er.Ajeet Negi,Internal,Committee,AJEET KUMAR NEGI,06-Apr-2022 12:06 PM,06-Apr-2022 12:10 PM,techsummary_88525.pdf (697.29 KB),1,273992,BHOLA DUTT,31-Mar-2022 10:27 AM,Accepted-AOC,L9,30-May-2022 12:24 PM,Finance,Summary,AJEET KUMAR NEGI,30-Apr-2022 03:39 PM,None,BOQ Comparative Chart,Technical,Summary,AJEET KUMAR NEGI,06-Apr-2022 11:54 AM,technical_88525.pdf,30-May-2022,"INR 418,831",90.0,AJEET KUMAR NEGI,30-May-2022 12:24 PM,Lot_AOC.pdf (555.00 KB),AOC,Er.Ajeet Negi,Internal,Committee,AJEET KUMAR NEGI,30-May-2022 12:05 PM,finsummary_88525.pdf (697.29 KB),"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Anni,Irrigation and Public Health,HP",2022_HPIPH_58543_1,24683-735(3)Anni,"PLWSS to NC PC habitation in GP Shilli, Gamog, Lot, Durah, Nither, Dehra, Palehi in Anni Nirmand Block Distt. Kullu (H.P)",1,273709,LACHHAMI RAM,INR,"446,318.75",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender Form,,,,,,,,,,,,,,AOC,,,,,,,,2,274005,Gopal Chand,31-Mar-2022 03:31 PM,Accepted-AOC,L12,30-May-2022 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,273738,VIDYA GOVT CONTRACTOR,INR,"515,968.75",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of contractor registration in appropriate class with H.P.JSV that he is to get himself,,,,,,,,,,,,,,AOC,,,,,,,,3,274260,Jai Chand Rana,31-Mar-2022 03:32 PM,Accepted-AOC,L10,30-May-2022 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,273840,Kishori Lal,INR,"449,775",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN No.,GST Registration and latest Income tax return thereof",,,,,,,,,,,,,,AOC,,,,,,,,4,273963,Jeevan Singh,30-Mar-2022 02:11 PM,Accepted-AOC,L6,30-May-2022 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,273923,Sunil Kumar Verma,INR,"481,113.75",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of undertaking,,,,,,,,,,,,,,AOC,,,,,,,,5,273840,Kishori Lal,31-Mar-2022 12:18 PM,Accepted-AOC,L3,30-May-2022 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,273963,Jeevan Singh,INR,"489,062.5",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Authorization letter regarding digital signature certificate (DSC),,,,,,,,,,,,,,AOC,,,,,,,,6,273709,LACHHAMI RAM,30-Mar-2022 01:14 PM,Accepted-AOC,L2,30-May-2022 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,273992,BHOLA DUTT,INR,"520,571.25",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,7,274178,Mamta Chauhan,31-Mar-2022 03:19 PM,Accepted-AOC,L1,30-May-2022 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,274005,Gopal Chand,INR,"569,067.5",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,274244,PINKU RAM GOVT CONT,31-Mar-2022 03:27 PM,Accepted-AOC,L11,30-May-2022 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,274156,RAMAN KUMAR,INR,"510,686.25",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,274190,rakesh kumar govt cont,31-Mar-2022 01:41 PM,Accepted-AOC,L5,30-May-2022 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,274178,Mamta Chauhan,INR,"418,831.25",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,274156,RAMAN KUMAR,31-Mar-2022 11:41 AM,Accepted-AOC,L7,30-May-2022 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,274190,rakesh kumar govt cont,INR,"482,237.5",AOC
