Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Construction of Govt. Polytechnic college at Jandour Distt. Kangra (SH- Providing 100 KVA DG Set thereof).,(SH- Providing 100 KVA DG Set thereof).,Please refer Tender documents. ,NA ,"16,83,358",Electrical Works,NA ,Tender,120.0,60.0,Jandour (Kangra),176501.0,NA ,NA ,NA ,HPSIDC Shimla,No ,No,"1,900",Nil,Nil,No,"32,800",No,fixed,,Nil,Nil,HP SIDC Limited,Job No. 12,2022_SIDC_56871_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Appropriate Electrical Contractor registration (as per tender condition),21-Feb-2022 11:00 AM,02-Mar-2022 11:00 AM,21-Feb-2022 11:00 AM,28-Feb-2022 05:00 PM,NA ,NA ,21-Feb-2022 11:00 AM,28-Feb-2022 05:00 PM,11-Mar-2022 03:00 PM,Executive Engineer,HPSIDC Shimla,1.0,ICICI BANK,AOC,1.0,267021.0,KUMAR ELECTRONICS CO.,INR,"1,389,600",21-May-2022,"INR 1,389,600",60.0,Sushant Singh Negi,25-May-2022 02:54 PM,dgest.pdf (1690.00 KB),Award letter,HP SIDC Limited,2022_SIDC_56871_1,Job No. 12,Construction of Govt. Polytechnic college at Jandour Distt. Kangra (SH- Providing 100 KVA DG Set thereof).,SE,Internal,"DM, Manager(F), AE(Elect), EE(HQ)",Sushant Singh Negi,17-Mar-2022 11:16 AM,finsummary_85709.pdf (32.68 KB),Finance,Financial summary,Sushant Singh Negi,17-Mar-2022 11:13 AM,finance_85709.pdf,BOQ Comparative Chart,1.0,266702.0,ARUN KUMAR SHARMA,28-Feb-2022 09:41 AM,Rejected-Finance,Second lowest bidder,17-Mar-2022 11:16 AM,SE,Internal,"DM, Manager(F), AE(HQ),EE(HQ)",Sushant Singh Negi,11-Mar-2022 12:33 PM,11-Mar-2022 03:00 PM,techsummary_85709.pdf (512.90 KB),Technical,Tender Summary,Sushant Singh Negi,11-Mar-2022 12:32 PM,technical_85709.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,266769.0,EMIT PROJECTS PRIVATE LIMITED,28-Feb-2022 02:02 PM,Rejected-Finance,Fourth lowest bidder,17-Mar-2022 11:16 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,267021.0,KUMAR ELECTRONICS CO.,28-Feb-2022 04:27 PM,Accepted-AOC,AOC,25-May-2022 02:54 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than 2 works in hand each of Rs.100 lakh or above in any department,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,267007.0,SUKH DEV SONI CONT,28-Feb-2022 09:01 AM,Rejected-Finance,Third lowest bidder,17-Mar-2022 11:16 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed similar type of work done certificate (as per tender conditions),,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
