Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Cost of Form (online mode),Er. Rahul Dhiman E.E.,JSV Division Nagrota Bagwan,"1,500",Nil,Nil,No,1.0,ICICI BANK,"1,56,205",No,fixed,,Nil,Nil,11-Feb-2022 05:00 PM,25-Feb-2022 11:30 AM,11-Feb-2022 05:00 PM,25-Feb-2022 11:00 AM,NA ,NA ,11-Feb-2022 05:00 PM,25-Feb-2022 11:00 AM,16-Mar-2022 03:45 PM,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",NGB-KNG01-773,2022_HPIPH_56699_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of FIS Kadul Kuhl in GP Amtrar Tehsil Nagrota Bagwan,Construction of FIS Kadul Kuhl in GP Amtrar in Tehsil Nagrota Bagwan SH Construction of RCC Lining,Please refer Tender documents. ,NA ,"1,23,70,181",Civil Works,NA ,Tender,90.0,365.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,Nagrota Bagwan,No ,No,AOC,Er Rahul Dhiman EE,Internal,Sh S.P Verma Sr.DAO Smt. Anita Rana Supdt.Gr-II Smt Kanchan Bala HDM,Rahul Dhiman,21-Mar-2022 02:25 PM,finsummary_85419.pdf (203.50 KB),"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",2022_HPIPH_56699_1,NGB-KNG01-773,Construction of FIS Kadul Kuhl in GP Amtrar Tehsil Nagrota Bagwan,1.0,265526.0,Balwant Rana,INR,"9,186,124",Technical,Technical bid opened on dated 1403.2022,Rahul Dhiman,16-Mar-2022 03:37 PM,technical_85419.pdf,Finance,Financial bid opened on dated 16.03.2022,Rahul Dhiman,21-Mar-2022 02:20 PM,finance_85419.pdf,BOQ Comparative Chart,23-Apr-2022,"INR 12,370,181",365.0,Rahul Dhiman,09-May-2022 02:41 PM,Award.pdf (565.00 KB),Award Letter,1.0,265526.0,Balwant Rana,24-Feb-2022 06:13 PM,Accepted-AOC,Lowest,09-May-2022 02:41 PM,Er.Rohit Dubey SE,Internal,Sh.Ashok Kumar Supdt Sh.Hans Raj CHD Er.Ajay Rana AE(D) Er Rahul Dhiman EE Er.Rahul Dubey EE(D),Rahul Dhiman,16-Mar-2022 03:40 PM,16-Mar-2022 03:45 PM,techsummary_85419.pdf (431.36 KB),AOC
,,.pdf,Scanned copy of EMD (online mode),,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,265528.0,krishan chand,24-Feb-2022 06:21 PM,Rejected-Finance,Highest Amount,21-Mar-2022 02:25 PM,,,,,,,,AOC
,,.pdf,Scanned copy of Enlistment with IPH Deptt./JSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,266617.0,Shadil Thakur,25-Feb-2022 09:26 AM,Rejected-Finance,Highest Amount,21-Mar-2022 02:25 PM,,,,,,,,AOC
,,.pdf,Scanned copy of Income Tax/GST/EPF ESIC/Clearance certificate etc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,DSC authorization/Undertaking must upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit Contractor/firm should not have blacklist from any Govt. Agency.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.pdf,Form6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Termsandconditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
