Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,SD-I-CTR-Tender-2021-22- 29932-951 dt 19-2-22,2022_PWD_57145_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer Division No-III HPPWD Shimla-3,Executive Engineer Division No-IIIHPPWD Shimla-3,C O Multi story parking and office accommodation(Armsdale Phase-II) at HP Secretary Shimla,C O approach road and widening of existing approach road from Cart road to back side of Armsdale Phase-III,As per SBD ,NA ,,Civil Works,NA ,Tender,75.0,180.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-III HPPWD Shimla-3,No ,No,23-Feb-2022 06:00 PM,05-Mar-2022 11:00 AM,23-Feb-2022 06:00 PM,04-Mar-2022 05:00 PM,NA ,NA ,23-Feb-2022 06:00 PM,04-Mar-2022 05:00 PM,07-Mar-2022 10:00 AM,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),1.0,ICICI BANK,"3,03,980",No,fixed,,Nil,Nil,AOC,1.0,267865.0,narender singh chauhan,03-Mar-2022 09:27 PM,Rejected-Technical,reject,05-Mar-2022 05:24 PM,Technical,Bid opening summary,Parveen Kumar Verma,05-Mar-2022 05:20 PM,technical_86195.pdf,Finance,Financial Evaluation Summary,Parveen Kumar Verma,07-Mar-2022 05:06 PM,finance_86195.pdf,BOQ Comparative Chart,1.0,267784.0,Rajinder Sharma,INR,"13,093,132",PWD,2022_PWD_57145_1,SD-I-CTR-Tender-2021-22- 29932-951 dt 19-2-22,C O Multi story parking and office accommodation(Armsdale Phase-II) at HP Secretary Shimla,EESHIMLADIVISIONNOIII,Internal,ShHarnamSinghSrAssistantDivisionNoIIIShRSThakur.SupdttDivisionNoIIIShPadamSharmaDHDDivisionNoIII,Parveen Kumar Verma,05-Mar-2022 05:24 PM,07-Mar-2022 10:00 AM,techsummary_86195.pdf (360.73 KB),EESHIMLADIVISIONNOIII,Internal,ShHarnamSinghSrAssistantDivisionNoIIIShRSThakur.SupdttDivisionNoIIIShPadamSharmaDHDDivisionNoIII,Parveen Kumar Verma,07-Mar-2022 05:10 PM,finsummary_86195.pdf (292.70 KB),06-May-2022,"INR 15,195,808",180.0,Parveen Kumar Verma,10-May-2022 12:48 PM,AOC.pdf (490.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD with UTR No (As per schedule F),2.0,ICICI NEFT/RTGS,,,,,,,AOC,2.0,268000.0,RAJESH SHARMA,04-Mar-2022 04:35 PM,Rejected-Finance,Due to L4,07-Mar-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,AOC,3.0,267784.0,Rajinder Sharma,03-Mar-2022 04:09 PM,Accepted-AOC,L1,10-May-2022 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.18),,,,,,,,,AOC,4.0,267972.0,Sandeep Chandel,04-Mar-2022 04:22 PM,Rejected-Finance,Due to L2,07-Mar-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.16 counter signed by EE,,,,,,,,,AOC,5.0,267889.0,VIKRAM SINGH GOVT. CONTRACTOR,04-Mar-2022 03:26 PM,Rejected-Finance,Due to L3,07-Mar-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.16 countersigned by EE.,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 8 (submit the original as per schedule time and date),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.( submit the original as,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
