Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Executive Engineer HPPWD Division Sunder Nagar,Executive Engineer HPPWD Division Sunder Nagar,1.0,ICICI BANK,03-Jan-2022 01:00 PM,12-Jan-2022 11:30 AM,03-Jan-2022 01:00 PM,11-Jan-2022 06:00 PM,NA ,NA ,03-Jan-2022 01:00 PM,11-Jan-2022 06:00 PM,21-Jan-2022 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule E,500.0,EE Sundernagar,Sundernagar,No,PWD,PW-SNR-CB-E-Tender/21- 12278-88 dt.29.12.2021,2022_PWD_55277_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,Construction of Jawahar Lal Nehru Govt. Engineering College at Sundernagar,SH C/o connecting bridge for Block B and C.,As per bid document ,NA ,"17,64,218",Civil Works,NA ,Tender,75.0,18.0,Sundernagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,"35,500",No,fixed,,EE Sundernagar,Sundernagar,AOC,Finance,FBOS,Naresh Raj Chandel,21-Jan-2022 03:45 PM,finance_82891.pdf,BOQ Comparative Chart,1.0,255108.0,TEK CHAND,INR,"1,577,563",1.0,255014.0,Hukam Chand,11-Jan-2022 01:34 PM,Rejected-Finance,Not found lowest,11-May-2022 01:41 PM,Technical,BOS,Chaman Singh,19-Jan-2022 01:02 PM,technical_82891.pdf,Er. D.R. Chauhan Executive Engineer,Internal,Er. Y.S. Chandel AE JNGEC Sh. Sushil Kumar DAO Gr-I Sh. Dinesh Kumar HDM Sh. Rattan Lal Supdt Gr-II (Accounts),Chaman Singh,19-Jan-2022 01:08 PM,21-Jan-2022 11:30 AM,techsummary_82891.pdf (725.54 KB),PWD,2022_PWD_55277_1,PW-SNR-CB-E-Tender/21- 12278-88 dt.29.12.2021,Construction of Jawahar Lal Nehru Govt. Engineering College at Sundernagar,11-May-2022,"INR 1,577,563",180.0,Chaman Singh,11-May-2022 01:45 PM,AOCConnectingBridge.pdf (798.00 KB),AOC issued to L-1,Er. D.R. Chauhan Executive Engineer,Internal,AE Suket DAO Gr-I HDM Supdt Gr-II Accounts,Chaman Singh,11-May-2022 01:41 PM,finsummary_82891.pdf (798.11 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,The earnest money indicated in schedule E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,254949.0,M/S NDN Constructions,11-Jan-2022 09:33 AM,Rejected-Finance,Not found lowest,11-May-2022 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.16 (2) of form-6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,254997.0,Nikhil Thakur,11-Jan-2022 01:11 PM,Rejected-AOC,Not found lowest,11-May-2022 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,GST registration alongwith latest uploaded return as per general rules No. 16(3) of form -6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,255108.0,TEK CHAND,11-Jan-2022 05:33 PM,Accepted-AOC,Being lowest,11-May-2022 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 26 and work done / in hand as per General Rule No. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,254990.0,VIRENDER KUMAR,11-Jan-2022 12:36 PM,Rejected-Finance,Not found lowest,11-May-2022 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Latest ITR Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant alongwith documentary proof refer schedule F with reference to clause",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Copy of EPF Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
