Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Stage
pricebid,Internal,AE W,Rajesh Kumar Sharma,05-May-2022 04:08 PM,05-May-2022 04:10 PM,techsummary_90126.pdf (82.11 KB),1,278601,Ashoka Electronics and Electrical industries,21-Apr-2022 01:35 PM,Rejected-AOC,Rejected,26-May-2022 01:06 PM,26-May-2022,"INR 1,799,246.99",60.0,Rajesh Kumar Sharma,26-May-2022 01:06 PM,award3nit.pdf (184.00 KB),Award,Finance,In NIT No 3 2022 23 There are 11 bidders participated in the tender Out of 11 bidders 3 bidders are rejected due to non submission of required documents and 8 successful bidders are opened and downloaded on 05 05 2022 in price bid,Praveen Dhiman,05-May-2022 04:50 PM,finance_90126.pdf,BOQ Comparative Chart,Technical,In Nit No 3 2022 23 There are 11 successful bidders opened and downloaded on date 22 4 2022 in Technical bid,Rajesh Kumar Sharma,22-Apr-2022 02:19 PM,technical_90126.pdf,HPSEBL||CE(OP) CZ Mandi||SE(OP) Mandi,2022_HPSEB_59573_1,3 2022 23,3 2022 23,1.0,278655.0,DEEPANSHU GAUTAM GOVT. CONTRACTOR,INR,"1,799,246.99",SE,Internal,AE W,Rajesh Kumar Sharma,26-May-2022 01:02 PM,finsummary_90126.pdf (85.38 KB),AOC,1.0,Fee,.pdf,uploaded emd,"1,180",Nil,Nil,No,3 2022 23,Estimate for interlinking of HT lines to resolve low voltage problem in LWSS Kandhapattan to Mandap and various other LWSS of Jal Shakti Vibhag situated at Kandhapattan Complex Sub works interlinking of 11 KV Chakyana Chaus line,Please refer Tender documents. ,NA ,"22,02,261",Electrical Work/ Equipment,NA ,Tender,60.0,60.0,SE OP Circle HPSEBL Mandi,175001.0,NA ,NA ,NA ,SE OP Circle HPSEBL Mandi,No ,No,"22,023",Yes,percentage,1.0%,Nil,Nil,HPSEBL||CE(OP) CZ Mandi||SE(OP) Mandi,3 2022 23,2022_HPSEB_59573_1,Yes,Open Tender,Turn-key,Goods,3.0,No,No,Online,No,No,No,14-Apr-2022 03:30 PM,22-Apr-2022 01:00 PM,14-Apr-2022 03:30 PM,21-Apr-2022 04:30 PM,NA ,NA ,14-Apr-2022 04:00 PM,21-Apr-2022 04:30 PM,05-May-2022 04:10 PM,1.0,ICICI BANK,SE OP Circle HPSEBL Mandi,SE OP Circle HPSEBL Mandi,AOC
,,,,,,,2,278655,DEEPANSHU GAUTAM GOVT. CONTRACTOR,21-Apr-2022 12:16 PM,Accepted-AOC,Accepted,26-May-2022 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,PreQual/Technical,.pdf,uploaded tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,3,278626,Gupta Agencies,21-Apr-2022 09:57 AM,Rejected-AOC,Rejected,26-May-2022 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,Finance,.xls,pricebid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,278666,HARMAN ELECTRICAL,21-Apr-2022 01:18 PM,Rejected-Technical,documents not submitted,05-May-2022 04:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,278549,KARTAR CHAND,21-Apr-2022 11:45 AM,Rejected-AOC,Rejected,26-May-2022 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,278676,MANUJ VAISDYA,21-Apr-2022 01:24 PM,Rejected-AOC,Rejected,26-May-2022 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,277686,M/S DEVARYA ENGINEERING,19-Apr-2022 04:40 PM,Rejected-AOC,Rejected,26-May-2022 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,278620,M/S Raizada Enterprises,20-Apr-2022 10:33 PM,Rejected-AOC,Rejected,26-May-2022 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,278622,MS SANTRAM,21-Apr-2022 09:18 AM,Rejected-Technical,documents not submitted,05-May-2022 04:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,278365,MS Sonu Kumar A Class Govt Cont,20-Apr-2022 12:51 PM,Rejected-AOC,Rejected,26-May-2022 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,11,278588,Roshan Lal,21-Apr-2022 01:59 PM,Rejected-Technical,documents not submitted,05-May-2022 04:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
