Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Executive Engineer,Internal,"Assistant Engineer Joginder Nagar, Divisional Accountant, Head Draughtsman, Superintendent Gr-II,",Sanjiv Kumar,02-May-2022 06:47 PM,finsummary_90128.pdf (197.01 KB),09-May-2022,"INR 2,019,083",90.0,Sanjiv Kumar,21-May-2022 05:06 PM,awardletter.pdf (291.00 KB),Work Awarded to the lowest contractor L-1 AOC.,PWD,2022_PWD_59575_1,PW-JND-B and R-EA-I-NIT- 1474-98 dt. 11-04-2022,M/T on Draman Kun Ka Tar road Km. 0/0to 7/225,Executive Engineer,Internal,"Assistant Engineer Joginder Nagar, Divisional Accountant, Head Draughtsman, Superintendent Gr-II,",Sanjiv Kumar,26-Apr-2022 06:23 PM,28-Apr-2022 11:30 AM,techsummary_90128.pdf (287.11 KB),Technical,Technical Bid opening summary,Sanjiv Kumar,26-Apr-2022 05:24 PM,technical_90128.pdf,1.0,278264.0,Ayush Thakur,18-Apr-2022 04:06 PM,Rejected-Finance,Rejected due to L-3,02-May-2022 06:47 PM,Finance,Technical bid opening summary,Rahul Thakur,02-May-2022 05:42 PM,finance_90128.pdf,BOQ Comparative Chart,1.0,278653.0,Ravinder Kumar,INR,"2,019,083",AOC,M/T on Draman Kun Ka Tar road Km. 0/0to 7/225,"Providing and laying cement concrete pavementat Km. 6/620 to 6/720, Km. 6/840 to 6/940 and Km. 7/010 to 7/210",As Per SBD ,NA ,"22,86,582",Civil Works - Roads,NA ,Tender,90.0,90.0,Nauhli Joginder Nagar,175014.0,NA ,NA ,NA ,"E.E. B and R Division, HPPWD, Joginder Nagar",No ,No,"45,700",No,fixed,,Nil,Nil,14-Apr-2022 02:00 PM,22-Apr-2022 11:30 AM,14-Apr-2022 02:00 PM,21-Apr-2022 05:00 PM,NA ,NA ,14-Apr-2022 02:00 PM,21-Apr-2022 05:00 PM,28-Apr-2022 11:30 AM,500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),1.0,ICICI BANK,Executive Engineer,"O/o Executive Engineer, B and R Division, HPPWD, Joginder Nagar",PWD,PW-JND-B and R-EA-I-NIT- 1474-98 dt. 11-04-2022,2022_PWD_59575_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,278653.0,Ravinder Kumar,21-Apr-2022 12:05 PM,Accepted-AOC,work awarded to the L-1 contractor,21-May-2022 05:06 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule E),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,278665.0,Vishwas Rathore,21-Apr-2022 12:35 PM,Rejected-Finance,Rejected due to L-2,02-May-2022 06:47 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work done and work in hand certificate(Gen.Rule No.16,26.2b)Miniamount of workdone asper Schedule-F",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rules and directions in Schedule A to F),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
