Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
500.0,Nil,Nil,No,07-Mar-2022 10:00 AM,21-Mar-2022 11:30 AM,07-Mar-2022 10:00 AM,21-Mar-2022 11:00 AM,NA ,NA ,07-Mar-2022 10:00 AM,21-Mar-2022 11:00 AM,28-Mar-2022 03:00 PM,PWD,19995-85 dated 24.2.2022,2022_PWD_57279_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Periodical Maintenance of Nagri to Mani Mahesh Via Rakh Society Bhasmehar road Km 0/00 to 4/370 under ( VILLAGE ROAD) (HP0402VR017219302) (AMP 2022-23) Phase-I (SW- Providing and laying of 30 mm thick bituminous concrete with Paver Finisher in Km 2/0,Periodical Maintenance of Nagri to Mani Mahesh Via Rakh Society Bhasmehar road Km 0/00 to 4/370 under ( VILLAGE ROAD) (HP0402VR017219302) (AMP 2022-23) Phase-I (SW- Providing and laying of 30 mm thick bituminous concrete with Paver Finisher in Km 2/0,Please refer Tender documents. ,NA ,"17,54,718",Civil Works - Roads,NA ,Rate Contract,120.0,90.0,Palampur,176061.0,NA ,NA ,NA ,EE DIVISION HPPWD Palampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Periodical Maintenance of Nagri to Mani Mahesh Via Rakh Society Bhasmehar road Km 0/00 to 4/370 unde,Executive Engineer,Palampur Division HPPWD Palampur,"33,900",No,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,1.0,270738.0,M/S BRS Logistics,18-Mar-2022 02:37 PM,Accepted-AOC,L1,26-May-2022 01:15 PM,Technical,as per uploaded document,Manoj Sood,28-Mar-2022 10:45 AM,technical_86460.pdf,Finance,as per uploaded document,Manoj Sood,31-Mar-2022 12:04 PM,finance_86460.pdf,BOQ Comparative Chart,1.0,270738.0,M/S BRS Logistics,INR,"2,966,569",PWD,2022_PWD_57279_1,19995-85 dated 24.2.2022,Periodical Maintenance of Nagri to Mani Mahesh Via Rakh Society Bhasmehar road Km 0/00 to 4/370 under ( VILLAGE ROAD) (HP0402VR017219302) (AMP 2022-23) Phase-I (SW- Providing and laying of 30 mm thick bituminous concrete with Paver Finisher in Km 2/0,Er.B.M Thakur,Internal,"T/A, Supdt, HDM, DAO,AE Gopalpur, AE to EE",Manoj Sood,28-Mar-2022 10:56 AM,28-Mar-2022 03:00 PM,techsummary_86460.pdf (1150.76 KB),"Er. B.M. Thakur, EE",Internal,"TA, Supdt, HDM, DAO, AE Gopalpur, AE to EE",Manoj Sood,31-Mar-2022 12:10 PM,finsummary_86460.pdf (684.32 KB),21-Apr-2022,"INR 1,754,718",90.0,Manoj Sood,26-May-2022 01:15 PM,1412.pdf (430.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,268906.0,M/s Kamala Enterprises,20-Mar-2022 12:34 AM,Rejected-Finance,Bidder is found L-2,31-Mar-2022 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid are true,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding not more than two works in hand,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the Contractor,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
