S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,PWD,Dshala 10119-50,2021_PWD_46057_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Executive Engineer HP PWD Dharamshala Division,01-Apr-2021 10:00 AM,17-Apr-2021 11:00 AM,01-Apr-2021 10:00 AM,16-Apr-2021 05:00 PM,NA ,NA ,01-Apr-2021 10:00 AM,16-Apr-2021 05:00 PM,22-Apr-2021 05:30 PM,500.0,Nil,Nil,No,C/O Link road from Samber Lahar to Village Thathri km 0/000 to 3/570 under RIDF- XXI (NABARD) in Distt. Kangra HP,SH - Balance work for Providing and laying WBM Grading - I and Cement Concrete in km 2/060 to 2/735) (2nd call),Please refer Tender documents. ,NA ,"20,13,986",Civil Works,NA ,Tender,120.0,60.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and cost of Form,"37,710",No,fixed,,Nil,Nil,AOC,Finance,As per document attached,Sushil Kumar Dhadwal,22-Apr-2021 05:46 PM,finance_69283.pdf,BOQ Comparative Chart,1.0,208823.0,Aman Jamwal Govt Contractor,INR,"2,542,270",1.0,208823.0,Aman Jamwal Govt Contractor,16-Apr-2021 04:36 PM,Accepted-AOC,L1,08-May-2022 05:46 PM,Technical,As per document attached,Sushil Kumar Dhadwal,17-Apr-2021 03:34 PM,technical_69283.pdf,PWD,2021_PWD_46057_3,Dshala 10119-50,C/O Link road from Samber Lahar to Village Thathri km 0/000 to 3/570 under RIDF- XXI (NABARD) in Distt. Kangra HP,Er S.K.Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Tarlok Dhiman,22-Apr-2021 05:25 PM,22-Apr-2021 05:30 PM,techsummary_69283.pdf (324.64 KB),Er. S.K. Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Tarlok Dhiman,18-May-2021 06:28 PM,finsummary_69283.pdf (176.06 KB),07-May-2022,"INR 2,542,270",60.0,Tarlok Dhiman,08-May-2022 05:46 PM,IMG_0001.pdf (956.00 KB),Shri Aman Jamwal,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,,,,,,,AOC,,,,,,,,,,,,2.0,207955.0,Bhag Singh,14-Apr-2021 09:10 AM,Rejected-Finance,Due to higher bidder,18-May-2021 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration,,,,,,,AOC,,,,,,,,,,,,3.0,207846.0,choudhary construction,15-Apr-2021 08:06 AM,Rejected-Finance,Due to higher bidder,18-May-2021 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,,,,,,,AOC,,,,,,,,,,,,4.0,208770.0,Kapil Sharma,16-Apr-2021 04:02 PM,Rejected-Finance,Due to higher bidder,18-May-2021 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery and staff,,,,,,,AOC,,,,,,,,,,,,5.0,208757.0,M/S Sanjay Garg,16-Apr-2021 01:53 PM,Not Admitted-Finance,Not qualified for AOC,22-Apr-2021 05:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident fund Number,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that the contractor has not more than two works in hand,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
