Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"5,000",EE Seraj at Janjehli,Chief Engineer (MZ) HPPWD Mandi,No,PWD,PW-SRJ/TA/2021-22-28538-40 dt 11-3-2022,2022_PWD_59178_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form general rule 26.1,06-Apr-2022 12:00 PM,13-Apr-2022 11:00 AM,06-Apr-2022 12:00 PM,13-Apr-2022 09:00 AM,NA ,NA ,06-Apr-2022 12:00 PM,13-Apr-2022 09:00 AM,09-May-2022 02:00 PM,"41,16,000",No,fixed,,EE Seraj at Janjehli,Chief Engineer(MZ) HPPWD Mandi,EE Seraj at Janjehli,Executive Engineer Seraj Division HPPWD janjehli Distt. Mandi HP,Balance work of Improvment and strengthening of Pandoh Kanda road Km. 0/0 to 24/0,"ROFD metaling and tarring , R/wall,B/wall, CD works, V-shape drain and parapets road furniture crash barrier and signe board under CRF Job No hp 2018-19-147",Please refer Tender documents. ,NA ,"20,57,74,041",Civil Works - Roads,NA ,Tender,90.0,365.0,Pandoh,175047.0,NA ,NA ,NA ,Chief Engineer HPPWD Mandi,No ,No,1.0,DD - Demand Draft,AOC,PWD,2022_PWD_59178_1,PW-SRJ/TA/2021-22-28538-40 dt 11-3-2022,Balance work of Improvment and strengthening of Pandoh Kanda road Km. 0/0 to 24/0,Er. Ajay Gupta CE MZ,Internal,Er. Bishan Dass SE D Er. K.K.Kaushal SE Mandi Er. Anil Parmar EE D Er. B.S.Thakur EE Seraj Sh. Kuldeep Singh DCFA.,Anil Parmar,04-May-2022 03:49 PM,09-May-2022 02:00 PM,techsummary_89607.pdf (912.38 KB),Er. Ajay Gupta CE MZ,Internal,Er. Bishan Dass SE D Er. K.K.Kaushal SE Er. Anil Parmar EE D Er. B.S.Thakur EE Seraj Sh. Kuldeep Singh DCFA.,Anil Parmar,26-May-2022 01:18 PM,finsummary_89607.pdf (625.83 KB),26-May-2022,"INR 173,364,628",365.0,Anil Parmar,26-May-2022 01:26 PM,Scan.pdf (381.00 KB),Letter no. PW-CE(MZ)CTR-I-SRJ-Tender-CRF-HP-2018-19-147/2022-29011-15 Dated 26-05-2022,Finance,Three bids opened online,Anil Parmar,09-May-2022 05:38 PM,finance_89607.pdf,BOQ Comparative Chart,1.0,277285.0,Bhupinder Paul Mahajan,INR,"173,364,628",1.0,277260.0,AJAY PATHANIA,12-Apr-2022 08:56 PM,Rejected-Technical,Found Non-responsive as per requirement of bidding document,04-May-2022 03:49 PM,Technical,Four bids opened online.,Anil Parmar,13-Apr-2022 05:14 PM,technical_89607.pdf,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money general rule 26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,277214.0,Ashadeep Construction Pvt Ltd,12-Apr-2022 06:59 PM,Rejected-Finance,Being L2,26-May-2022 01:18 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration general rule 26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,277285.0,Bhupinder Paul Mahajan,13-Apr-2022 07:54 AM,Accepted-AOC,Being L1,26-May-2022 01:26 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,EPF miscellaneous provision Act. 1952 general rule 25 a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,277039.0,Dinesh Kumar Sharma Const. (P) Ltd,13-Apr-2022 08:49 AM,Rejected-Finance,Being L3,26-May-2022 01:18 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery tools plants with ownership proof general rule 26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,report of Charter Accountant last 5 year general rule 26.2 a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Minimum work done and work in hand general rule 26.2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST registration copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,HPPWD form 8 duly signed by the contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
