Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
24-May-2022,"INR 3,642,060",60.0,Baldev Singh,24-May-2022 01:58 PM,award.pdf (418.00 KB),Awarded to R.K. Mahajan,EE,Internal,HDM DAO Supdtt TA AE,Baldev Singh,24-May-2022 01:57 PM,finsummary_87974.pdf (98.54 KB),EE,Internal,DAO SUPDT AE,Baldev Singh,01-Apr-2022 05:21 PM,01-Apr-2022 05:30 PM,techsummary_87974.pdf (246.35 KB),PWD,2022_PWD_58227_7,PWI/CB/Tender/2021-9918-48,Periodic Renewal of VILLAGE ROADS Approach road civil enclave near Pathankot under AMP for the year 2022-23,Finance,all are admitted,Baldev Singh,24-May-2022 01:54 PM,finance_87974.pdf,BOQ Comparative Chart,1.0,274216.0,M/s R.K Mahajan Govt Contractor,INR,"3,533,652",Technical,ALL ARE RESPONSIVE,Baldev Singh,01-Apr-2022 05:20 PM,technical_87974.pdf,1.0,274216.0,M/s R.K Mahajan Govt Contractor,31-Mar-2022 06:34 PM,Accepted-AOC,Awarded,24-May-2022 01:58 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender document,1.0,DATE EXTENSION,Date,,18-Mar-2022 09:00 AM,01-Apr-2022 10:00 AM,18-Mar-2022 09:00 AM,01-Apr-2022 09:00 AM,NA ,NA ,18-Mar-2022 09:00 AM,01-Apr-2022 09:00 AM,01-Apr-2022 05:30 PM,"55,000",No,fixed,,Nil,Nil,PWD,PWI/CB/Tender/2021-9918-48,2022_PWD_58227_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Periodic Renewal of VILLAGE ROADS Approach road civil enclave near Pathankot under AMP for the year 2022-23,Providing and laying 30 mm thick bituminous concrete in km. 0/0 to 1/0 and 1/0 to 2/0,Please refer Tender documents. ,NA ,"36,42,060",Civil Works - Roads,NA ,Tender,120.0,60.0,INDORA,176401.0,NA ,NA ,NA ,O/O. EXECUTIVE ENGINEER,No ,No,1.0,ICICI BANK,"1,500",Nil,Nil,No,EXECUTIVE ENGINEER,HPPWD DIVISION INDORA,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,271904.0,rajat thakur govt contractor,31-Mar-2022 01:20 PM,Rejected-AOC,Rejected,24-May-2022 01:58 PM,AOC,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,274053.0,Sandan Sharma Govt. Contractor,31-Mar-2022 08:06 PM,Rejected-AOC,Rejected,24-May-2022 01:58 PM,AOC,,,.pdf,Contractors Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,271176.0,V S SAINI,29-Mar-2022 05:30 PM,Rejected-AOC,Rejected,24-May-2022 01:58 PM,AOC,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work Done certificate and work in hand certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"List of Machineries, Tools and Plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,List of Both Gazetted and non Gazetted officers HP.PWD. Employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,PAN Numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An Affidavit that information furnished with the bid is correct in all respects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Employees provident funds certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
