S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,Providing CAD of LIS Dhakwala Khairwala in Tehsil Nahan Distt. Sirmour HP,"Laying and jointing of distribution system and hydrant post, Gravity main GMS pipes and C/O Farmers outlets with double acting alfa valve MDT 1 and 2",Please refer Tender documents. ,NA ,"21,00,954",Pipe Laying Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722 - 309-90 dt 18/04/2022,2022_HPIPH_59607_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned In NIT,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,18-Apr-2022 05:00 PM,26-Apr-2022 11:30 AM,18-Apr-2022 05:00 PM,26-Apr-2022 11:00 AM,NA ,NA ,18-Apr-2022 05:00 PM,26-Apr-2022 11:00 AM,30-Apr-2022 01:50 PM,"42,020",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,AOC,1.0,279269.0,BHAW SINGH KAPOOR CONTRACTOR,26-Apr-2022 09:01 AM,Rejected-Finance,Reject,07-May-2022 01:11 PM,ER Ashish Rana EE,Internal,TA Supdt HDM DAO EE,Ashish Rana,30-Apr-2022 01:48 PM,30-Apr-2022 01:50 PM,techsummary_90197.pdf (317.66 KB),28-May-2022,"INR 2,100,954",90.0,Ashish Rana,30-May-2022 03:41 PM,AOC.pdf (671.00 KB),Award to Contractor,Technical,Technical Bid Opening Summary,Ashish Rana,30-Apr-2022 01:46 PM,technical_90197.pdf,Finance,Financial Bid Opening Summary,Ashish Rana,01-May-2022 10:52 AM,finance_90197.pdf,BOQ Comparative Chart,ER Ashish Rana EE,Internal,TA Supdt HDm DAo EE,Ashish Rana,07-May-2022 01:11 PM,finsummary_90197.pdf (344.70 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2022_HPIPH_59607_4,NHN-SMROO-722 - 309-90 dt 18/04/2022,Providing CAD of LIS Dhakwala Khairwala in Tehsil Nahan Distt. Sirmour HP,1.0,279132.0,Iran,INR,"1,407,692",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of TEnder Form as mentioned In NIT,,,,,,,,,,,,,,,,,,,,AOC,2.0,279132.0,Iran,25-Apr-2022 01:55 PM,Accepted-AOC,AOC,30-May-2022 03:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV as mentioned In NIT,,,,,,,,,,,,,,,,,,,,AOC,3.0,279006.0,SG Engineers and Consultants,24-Apr-2022 08:30 PM,Rejected-Finance,Reject,07-May-2022 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned In NIT,,,,,,,,,,,,,,,,,,,,AOC,4.0,278875.0,vineet kshetri,24-Apr-2022 06:10 PM,Rejected-Finance,Reject,07-May-2022 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST Registration as mentioned In NIT,,,,,,,,,,,,,,,,,,,,AOC,5.0,279291.0,viney sharma,26-Apr-2022 10:56 AM,Rejected-Finance,Reject,07-May-2022 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint venture is not allowed as mentioned In NIT,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned In NIT,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit specifying that the benefit availed under earnest money exemption has not been exhauste,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
