Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"5,000",Nil,Nil,No,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,PWD,PWD- Civil-1311140-Tanda,2022_PWD_56798_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,15-Feb-2022 12:00 PM,23-Feb-2022 11:30 AM,15-Feb-2022 12:00 PM,22-Feb-2022 06:00 PM,NA ,NA ,15-Feb-2022 12:00 PM,22-Feb-2022 06:00 PM,02-Mar-2022 11:00 AM,1.0,ICICI BANK,Construction of link road from Massal Tikka Bagian Rana Basti Hatwas to link Chahri to Sheed Braham Dass Marg to Kala Basti Ambari Km 0/000 to 2/990 including Bridge over Joggal Khad at Km 0/214 Under NABARD (RIDF-XXII),"Balance work of formation cutting, Cross drainage, U shape Drains and parapets etc in Km 0/000 to 2/990",Please refer Tender documents. ,NA ,"1,75,22,238",Civil Works - Roads,NA ,Tender,120.0,365.0,Tanda,176002.0,NA ,NA ,NA ,HP PWD Division Tanda at Nagrota Bagwan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,"3,51,000",No,fixed,,Nil,Nil,AOC,Executive Engineer,Internal,AE Nagrota Bagwan Sr DAO Supdt HDM,Suresh Kumar Walia,26-Feb-2022 01:34 PM,02-Mar-2022 11:00 AM,techsummary_85544.pdf (1167.26 KB),PWD,2022_PWD_56798_1,PWD- Civil-1311140-Tanda,Construction of link road from Massal Tikka Bagian Rana Basti Hatwas to link Chahri to Sheed Braham Dass Marg to Kala Basti Ambari Km 0/000 to 2/990 including Bridge over Joggal Khad at Km 0/214 Under NABARD (RIDF-XXII),23-May-2022,"INR 17,522,238",365.0,Suresh Kumar Walia,24-May-2022 03:48 PM,Award.pdf (924.00 KB),Award,Executive Engineer,Internal,AE Nagrota Bagwan Sr DAO Supdt HDM,Ankit Kumar,16-Mar-2022 03:52 PM,finsummary_85544.pdf (198.28 KB),1.0,265303.0,Harbhajan singh,22-Feb-2022 02:51 PM,Rejected-Finance,Lowest 3,16-Mar-2022 03:52 PM,Technical,Sum,Suresh Kumar Walia,26-Feb-2022 01:22 PM,technical_85544.pdf,1.0,265402.0,Pritam Singh Thakur,INR,"22,139,959",Finance,sum,Ankit Kumar,16-Mar-2022 03:50 PM,finance_85544.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,265300.0,Kapil Sharma,22-Feb-2022 02:07 PM,Rejected-Finance,Lowest 3,16-Mar-2022 03:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST , Pan Copy",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,265402.0,Pritam Singh Thakur,22-Feb-2022 12:30 PM,Accepted-AOC,Award,24-May-2022 03:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF No,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,265416.0,Sandeep Govt Contractor,22-Feb-2022 11:37 AM,Rejected-Technical,Not Fulfill Criteria,26-Feb-2022 01:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,265432.0,SANJEEV KUMAR GOVT CONTRACTOR,22-Feb-2022 01:22 PM,Rejected-Technical,Not Fulfill Criteria,26-Feb-2022 01:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct notary/1st class M,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,265539.0,sanjeev singh govt contractor,22-Feb-2022 03:58 PM,Rejected-Finance,Lowest 2,16-Mar-2022 03:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted notary / 1st class maj,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity a/w Balance sheets for the last 5 year duly signed by C.A,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
