Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,"5,000",Nil,Nil,No,Executive Engineer,"Executive Engineer, HPPWD Division Jaisinghpur",20-Nov-2021 05:00 PM,29-Nov-2021 11:00 AM,20-Nov-2021 05:00 PM,27-Nov-2021 05:00 PM,NA ,NA ,20-Nov-2021 05:00 PM,27-Nov-2021 05:00 PM,04-Dec-2021 11:00 AM,1.0,ICICI BANK,"1,72,900",No,fixed,,Nil,Nil,PWD,Govt. Polytechnical college at Talwar,2021_PWD_53785_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of Type - I Quarters 16 Nos. (2 Nos. Blocks) building at Govt. Polytechnical college at Talwar in Tehsil Jaisinghpur Distt. Kangra (HP),"Construction of Type - I Quarters 16 Nos.(2 Nos. Block ) including water supply , Sanitary installation and Rain water harvesting system",Please refer Tender documents. ,NA ,"1,40,32,419",Civil Works - Buildings,NA ,Tender,75.0,730.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,AOC,Executive Engineer,Internal,"Executive Engineer, Supdt G-II, HDM",R.K Dhiman,03-Dec-2021 02:17 PM,04-Dec-2021 11:00 AM,techsummary_80530.pdf (226.36 KB),PWD,2021_PWD_53785_1,Govt. Polytechnical college at Talwar,Construction of Type - I Quarters 16 Nos. (2 Nos. Blocks) building at Govt. Polytechnical college at Talwar in Tehsil Jaisinghpur Distt. Kangra (HP),20-May-2022,"INR 14,032,419",730.0,R.K Dhiman,20-May-2022 04:05 PM,Award.pdf (907.00 KB),Award,Executive Engineer,Internal,"Executive Engineer, Supdt G-II, HDM, DA",R.K Dhiman,10-Dec-2021 12:21 PM,finsummary_80530.pdf (203.62 KB),Finance,Summary,R.K Dhiman,10-Dec-2021 12:18 PM,finance_80530.pdf,BOQ Comparative Chart,1.0,245482.0,Ashok Soni,INR,"22,133,038",1.0,245482.0,Ashok Soni,26-Nov-2021 03:48 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,20-May-2022 04:05 PM,Technical,Summary,R.K Dhiman,03-Dec-2021 02:16 PM,technical_80530.pdf,AOC
,,.pdf,GST/PAN/ EPF,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,245563.0,Suraj Parkash Aggarwal,27-Nov-2021 03:00 PM,Rejected-AOC,Rejected due to higher rates bidder L2,20-May-2022 04:05 PM,,,,,,AOC
,,.pdf,Work done detail/work in hand in last five year with base year indicated in performa of Schedule F i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bid capacity General rule 26.2 a in SBD last five years alongwith audit balance sheet from CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost in similar nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding no near relative working in HPPWD department attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that the contractor has not more than two work in hand attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect. attested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
