S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,PWD,9857-9956 dated 05-03-2022,2022_PWD_57627_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,500",Nil,Nil,No,07-Mar-2022 06:00 PM,15-Mar-2022 11:30 AM,07-Mar-2022 06:00 PM,14-Mar-2022 06:00 PM,NA ,NA ,07-Mar-2022 06:00 PM,14-Mar-2022 06:00 PM,23-Mar-2022 11:30 AM,"50,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F) online receipt/UTR No,Executive Engineer NH Division HPPWD Rampur,Executive Engineer NH Division HPPWD Rampur,Restoration of rain damages on NH-05 Km 236/00 to 368/00 (SH- Construction of R/wall at Km 238/110 to 238/130 and 257/805 to 257/820) under FDR 2021-22.,Restoration of rain damages on NH-05 Km 236/00 to 368/00 (SH- Construction of R/wall at Km 238/110 to 238/130 and 257/805 to 257/820) under FDR 2021-22.,Please refer Tender documents. ,NA ,"27,91,910",Civil Works - Highways,NA ,Tender,90.0,60.0,Rampur,172001.0,NA ,NA ,NA ,Executive Engineer NH Division HPPWD Rampur,No ,No,AOC,Er. K.L. Suman EE,Internal,HDMRajinderKumarSupdtJPSharmaVikrammeenaDAOKCSharmaAERampur,Dhan Singh Sharma,23-Mar-2022 11:09 AM,23-Mar-2022 11:30 AM,techsummary_86959.pdf (641.28 KB),PWD,2022_PWD_57627_1,9857-9956 dated 05-03-2022,Restoration of rain damages on NH-05 Km 236/00 to 368/00 (SH- Construction of R/wall at Km 238/110 to 238/130 and 257/805 to 257/820) under FDR 2021-22.,31-May-2022,"INR 1,954,286",60.0,Kishori Lal,31-May-2022 06:41 PM,award.27.919.pdf (1262.00 KB),Award letter,Er.K.L.Suman,Internal,KC Sharma AE Rampur JP Sharma Supdt Rajinder Kumar HDM Vikram Meena DAO,Kishori Lal,31-May-2022 06:36 PM,finsummary_86959.pdf (339.81 KB),1.0,269493.0,M/S DINESH KUMAR,INR,"1,954,286",Finance,Proceeding,Dhan Singh Sharma,05-May-2022 03:39 PM,None,BOQ Comparative Chart,1,269807,Anil Kumar,14-Mar-2022 05:59 PM,Rejected-AOC,non responsive being eighth lowest,31-May-2022 06:42 PM,Technical,Proceeing,Dhan Singh Sharma,21-Mar-2022 11:33 AM,None,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (indicated in Schedule F) online receipt/UTR No,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,269759,Deepak thakur,14-Mar-2022 02:53 PM,Rejected-AOC,non responsive being Seventh lowest,31-May-2022 06:42 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,269360,GM Industries,12-Mar-2022 01:09 PM,Rejected-AOC,non responsive being second lowest,31-May-2022 06:42 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,269493,M/S DINESH KUMAR,14-Mar-2022 05:50 PM,Accepted-AOC,work awarded being first lowest,31-May-2022 06:42 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,269909,M/S RAJESH KUMAR MEHTA,14-Mar-2022 03:58 PM,Rejected-AOC,non responsive being forth lowest,31-May-2022 06:42 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,269302,M/S ROOP LAL,14-Mar-2022 04:25 PM,Rejected-AOC,non responsive being fifth lowest,31-May-2022 06:42 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration under Employees Provident Funds and Miscellaneous Provision act 1952,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,269761,M/s SANJAY MEHTA,14-Mar-2022 03:20 PM,Rejected-AOC,non responsive being ninth lowest,31-May-2022 06:42 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other document as per SBD,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,269798,PANKUSH BHARDWAJ,14-Mar-2022 03:12 PM,Rejected-AOC,non responsive being tenth lowest,31-May-2022 06:42 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,269929,Saurav Thakur,14-Mar-2022 05:52 PM,Rejected-AOC,non responsive being sixth lowest,31-May-2022 06:42 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,269938,SHAMSHER SINGH,14-Mar-2022 05:31 PM,Rejected-AOC,non responsive being third lowest,31-May-2022 06:42 PM,,,,,,AOC
