Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/DB/2022-23-363-70 Dated 19.04.2022,2022_HPSEB_59735_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog","Office of Sr. Executive Engineer,ED Karsog",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,"13,218",No,fixed,,Nil,Nil,20-Apr-2022 04:50 PM,28-Apr-2022 12:00 PM,21-Apr-2022 11:00 AM,28-Apr-2022 10:30 AM,NA ,NA ,21-Apr-2022 11:00 AM,28-Apr-2022 10:30 AM,04-May-2022 11:30 AM,"1,180",Nil,Nil,No,"Tender for replacement of 40 Nos rotten wooden poles from existing 25 kVA, 22/0.4 kV Sub-Station Khaunachi under Electrical Sub-Division HPSEBL Chhatri.","Tender for replacement of 40 Nos rotten wooden poles from existing 25 kVA, 22/0.4 kV Sub-Station Khaunachi under Electrical Sub-Division HPSEBL Chhatri.",please refer tender document  ,n/A ,"5,28,731",Supply and Erection,Electrical Works ,Tender,180.0,90.0,CHHATRI,175047.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,AOC,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,04-May-2022 11:08 AM,04-May-2022 11:30 AM,techsummary_90356.pdf (490.24 KB),1.0,279625.0,DEEP ELECTRICAL SERVICES,27-Apr-2022 06:14 PM,Rejected-Finance,L-4,17-May-2022 02:41 PM,Finance,attached,Sushil Kumar,17-May-2022 02:24 PM,finance_90356.pdf,BOQ Comparative Chart,Technical,Attached,Sushil Kumar,04-May-2022 11:06 AM,technical_90356.pdf,17-May-2022,"INR 528,731",90.0,Sushil Kumar,17-May-2022 03:06 PM,Award_JobNo_12_2022_23Khanuchi.pdf (1618.00 KB),Awarded to Koyla Engineering Works (L-1) Which found lowest,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,attached,Sushil Kumar,17-May-2022 02:41 PM,finsummary_90356.pdf (440.20 KB),1.0,279657.0,Koyla Engineering Works,INR,"397,778",HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2022_HPSEB_59735_1,184619/DB/2022-23-363-70 Dated 19.04.2022,"Tender for replacement of 40 Nos rotten wooden poles from existing 25 kVA, 22/0.4 kV Sub-Station Khaunachi under Electrical Sub-Division HPSEBL Chhatri.",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,279652.0,Gupta Agencies,28-Apr-2022 08:05 AM,Rejected-Finance,L-8,17-May-2022 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,A Class Electrical License from competent authority as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,279657.0,Koyla Engineering Works,28-Apr-2022 08:08 AM,Accepted-AOC,found lowest,17-May-2022 03:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of turnover from CA as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,279365.0,Manoj kumar,26-Apr-2022 02:57 PM,Rejected-Finance,L-7,17-May-2022 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work experience/ work done certificate as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,279660.0,NEW INDIA ELECTRICALS CO,27-Apr-2022 08:31 PM,Rejected-Finance,L-5,17-May-2022 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of non blacklisting as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6.0,279567.0,SUNEEL THAKUR ELECTRICAL,27-Apr-2022 03:31 PM,Rejected-Finance,L-2,17-May-2022 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7.0,279718.0,TILAK RAJ,28-Apr-2022 10:27 AM,Rejected-Finance,L-3,17-May-2022 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Registration of PAN , GST, EPF and insurance policies for work man as per bid document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8.0,278937.0,VINAY ENTERPRISES,27-Apr-2022 07:23 AM,Rejected-Finance,L-6,17-May-2022 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Cancelled Check as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
