Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Special Repair to Art Block in Govt Degree College Dharamshala in Distt. Kangra HP (Deposit work),"SH- Repair of wash rooms girls and boys, wood work in desks and doors window repair work etc. and painting and distempering drainange system extension of roofing etc. in art block building in Govt. College Dharamshala)",Please refer Tender documents. ,NA ,"14,31,150",Civil Works,NA ,Tender,120.0,90.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and cost of Form,1.0,ICICI BANK,"28,650",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,Executive Engineer,Executive Engineer HP PWD Division Dharamshala,30-Mar-2021 10:00 AM,12-Apr-2021 11:00 AM,30-Mar-2021 10:00 AM,10-Apr-2021 05:00 PM,NA ,NA ,30-Mar-2021 10:00 AM,10-Apr-2021 05:00 PM,20-Apr-2021 01:25 PM,PWD,dshala 8438-67,2021_PWD_46058_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Er S.K.Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Tarlok Dhiman,20-Apr-2021 01:23 PM,20-Apr-2021 01:25 PM,techsummary_69287.pdf (300.47 KB),PWD,2021_PWD_46058_4,dshala 8438-67,Special Repair to Art Block in Govt Degree College Dharamshala in Distt. Kangra HP (Deposit work),07-May-2022,"INR 1,456,865",90.0,Tarlok Dhiman,08-May-2022 05:38 PM,460584.pdf (970.00 KB),Shri Naveen Kumar R/O Tiara,Er. S.K.Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Sushil Kumar Dhadwal,15-Jun-2021 12:43 PM,finsummary_69287.pdf (176.08 KB),1.0,207994.0,Naveen Kumar,INR,"1,456,865",Finance,As per document attached,Sushil Kumar Dhadwal,20-Apr-2021 01:43 PM,finance_69287.pdf,BOQ Comparative Chart,1.0,207606.0,Anuj,09-Apr-2021 01:31 PM,Rejected-Finance,Higher bidder,15-Jun-2021 12:43 PM,Technical,As per document attached,Sushil Kumar Dhadwal,12-Apr-2021 01:37 PM,technical_69287.pdf,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,207420.0,Ms VIRENDER SINGH,09-Apr-2021 05:33 PM,Rejected-Finance,Higher bidder,15-Jun-2021 12:43 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,207994.0,Naveen Kumar,09-Apr-2021 05:36 PM,Accepted-AOC,L1,08-May-2022 05:38 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,207760.0,surinder,08-Apr-2021 04:37 PM,Rejected-Finance,Higher bidder,15-Jun-2021 12:43 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that the contractor has not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery including Hot Mix plant with proof i.e RCs etc. for tarring work and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
