Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
PWD,dshala 5282-5311,2020_PWD_42406_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,EE Dharamshala,Dharamshala,No,1.0,DD - Demand Draft,Construction of Community Sarai Hall Dhauladhar Sadan in depot Bazar Dharamshala in Distt. Kangra HP (Deposit work),SH - Construction of Civil work,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,90.0,Dharamshala,176215.0,NA ,NA ,NA ,dharamshala,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (Indicated in schedule F),"17,050",No,fixed,,EE Dharamshala,Dharamshala,Executive Engineer,Executive Engineer HP PWD Division Dharamshala,12-Nov-2020 02:00 PM,26-Nov-2020 11:00 AM,12-Nov-2020 02:00 PM,25-Nov-2020 05:00 PM,NA ,NA ,12-Nov-2020 02:00 PM,25-Nov-2020 05:00 PM,07-Dec-2020 03:15 PM,AOC,Er S.K.Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Supdt. Gr. II Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Tarlok Dhiman,07-Dec-2020 03:02 PM,07-Dec-2020 03:15 PM,techsummary_62886.pdf (271.16 KB),PWD,2020_PWD_42406_2,dshala 5282-5311,Construction of Community Sarai Hall Dhauladhar Sadan in depot Bazar Dharamshala in Distt. Kangra HP (Deposit work),11-May-2022,"INR 937,316",90.0,Sushil Kumar Dhadwal,11-May-2022 11:09 AM,Kaagaz_20220511_100551786671.pdf (1614.00 KB),SHRI HARIT KUMAR,Er. Sushil Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ravi Dutt Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Tarlok Dhiman,09-May-2022 07:52 PM,finsummary_62886.pdf (536.67 KB),1.0,188974.0,Elakshi Rustagi,24-Nov-2020 01:20 PM,Rejected-Finance,L2,09-May-2022 07:52 PM,Technical,As per document attached,Tarlok Dhiman,26-Nov-2020 02:00 PM,None,Finance,As per document attached,Tarlok Dhiman,07-Dec-2020 04:31 PM,finance_62886.pdf,BOQ Comparative Chart,1.0,188883.0,Harit Kumar,INR,"937,316",AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money duly pledged and updated (Indicated in schedule F),,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,188883.0,Harit Kumar,23-Nov-2020 04:13 PM,Accepted-AOC,L1,11-May-2022 11:09 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,189154.0,Karan Sharma,25-Nov-2020 12:15 AM,Rejected-Technical,Rejected,07-Dec-2020 03:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,189243.0,M/s Chamunda Holo Blocks Industries,25-Nov-2020 02:46 PM,Rejected-Finance,L5,09-May-2022 07:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (General rule 19),,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,189304.0,Munish Kumar,25-Nov-2020 04:46 PM,Rejected-Finance,L3,09-May-2022 07:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,189139.0,Vinod Kumar,25-Nov-2020 04:36 PM,Rejected-Finance,L4,09-May-2022 07:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery and staff (Essential for tarring works i.e. Hot Mix plant , paver finisher with pr",,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident fund Number,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
