Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
03-Jan-2022 01:00 PM,12-Jan-2022 11:30 AM,03-Jan-2022 01:00 PM,11-Jan-2022 06:00 PM,NA ,NA ,03-Jan-2022 01:00 PM,11-Jan-2022 06:00 PM,21-Jan-2022 11:30 AM,"1,96,000",No,fixed,,EE Sundernagar,Sundernagar,O/O Executive Engineer HPPWD Division Sunder Nagar,Executive Engineer HPPWD Division Sunder Nagar,Construction of Jawahar Lal Nehru Govt. Engineering College at Sundernagar,SH C/o alternate path to village Bhechhnadhar along the boundary line of JNGEC from RD 0/0 to 0/427.,As per bid document ,NA ,"97,92,278",Civil Works,NA ,Tender,75.0,180.0,Sundernagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule E,PWD,PW-SNR-CB-E-Tender/21- 12278-88 dt.29.12.2021,2022_PWD_55275_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,"2,000",EE Sundernagar,Sundernagar,No,1.0,ICICI BANK,AOC,1.0,254965.0,PARMANAND GOVT CONTRACTOR,INR,"8,414,505",Finance,FBOS,Naresh Raj Chandel,21-Jan-2022 03:44 PM,finance_82888.pdf,BOQ Comparative Chart,1.0,254948.0,M/S NDN Constructions,11-Jan-2022 09:43 AM,Rejected-Technical,Being non responsive,19-Jan-2022 01:23 PM,Technical,BOS,Chaman Singh,19-Jan-2022 12:44 PM,technical_82888.pdf,PWD,2022_PWD_55275_1,PW-SNR-CB-E-Tender/21- 12278-88 dt.29.12.2021,Construction of Jawahar Lal Nehru Govt. Engineering College at Sundernagar,Er. D.R. Chauhan Executive Engineer,Internal,Er. Y.S. Chandel AE JNGEC Sh. Sushil Kumar DAO Gr-I Sh. Dinesh Kumar HDM Sh. Rattan Lal Supdt Gr-II (Accounts),Chaman Singh,19-Jan-2022 01:23 PM,21-Jan-2022 11:30 AM,techsummary_82888.pdf (977.60 KB),Superintending Engineer 1st Circle HPPWD Mandi,Internal,Executive Engineer (D) 1st Circle HPPWD Mandi Executive Sundernagar Division Circle Head Draughtsman Supdt Works 1st Circle mandi,Chaman Singh,11-May-2022 05:04 PM,finsummary_82888.pdf (849.31 KB),11-May-2022,"INR 8,414,505.01",180.0,Chaman Singh,11-May-2022 05:05 PM,AOCalternatepath.pdf (849.00 KB),AOC issed to L_1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule E,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,2.0,254965.0,PARMANAND GOVT CONTRACTOR,11-Jan-2022 10:37 AM,Accepted-AOC,Being lowest and responsive,11-May-2022 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.16 (2) of form-6.,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,254942.0,Rajesh Kaplex,11-Jan-2022 09:05 AM,Rejected-AOC,Not found lowest,11-May-2022 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration alongwith latest uploaded return as per general rules No. 16(3) of form -6.,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,254905.0,vineet kumar contractor,11-Jan-2022 04:50 PM,Rejected-Technical,Being non responsive,19-Jan-2022 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 26 and work done / in hand as per General Rule No. 19,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR Return,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant alongwith documentary proof refer schedule F with reference to clause",,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
