S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
1,135205,Hemanta Saharia,08-Mar-2022 01:28 PM,Rejected-AOC,Not empanelled,05-May-2022 05:01 PM,Finance,Financial opening,Pallabi Baruah,19-Apr-2022 04:04 PM,,BOQ Comparative Chart,1.0,134936.0,THARAD TRADING CO.,INR,1.0,B.Das,Internal,,Pallabi Baruah,17-Mar-2022 02:47 PM,23-Mar-2022 03:00 PM,techsummary_37371.pdf (1303.66 KB),Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2022_PHED_24340_1,PHE_15_MM_2019_20_T_27457_62,Empanelment for supply of ISI marked Ferric Alum at different stores of Assam,25-Apr-2022,INR 1.0,365.0,Munmun Das,05-May-2022 05:01 PM,AOC_Ferric_Alum.pdf (460.00 KB),empanelment AOC,B.Das,Internal,,Pallabi Baruah,19-Apr-2022 04:15 PM,finsummary_37371.pdf (3566.40 KB),Technical,Bid Opening summary,Pallabi Baruah,17-Mar-2022 02:40 PM,technical_37371.pdf,AOC,"2,00,000",Yes,fixed,,Nil,Nil,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_15_MM_2019_20_T_27457_62,2022_PHED_24340_1,Yes,Open Tender,Empanelment,Goods,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"2,000",Nil,Nil,No,15-Feb-2022 10:00 AM,09-Mar-2022 03:00 PM,15-Feb-2022 10:00 AM,08-Mar-2022 04:00 PM,15-Feb-2022 10:00 AM ,28-Feb-2022 04:00 PM ,15-Feb-2022 11:00 AM,08-Mar-2022 04:00 PM,23-Mar-2022 03:00 PM,Empanelment for supply of ISI marked Ferric Alum at different stores of Assam,Empanelment of manufacturers or their authorized dealers / distributors for supply of ISI marked Ferric Alum Grade-4 to be supplied at different divisional stores of PHE Department of Assam,Please refer Tender documents. ,NA ,0.0,Supply of Materials,NA ,Empanelment,90.0,365.0,All Assam,781036.0,NA ,NA ,NA ,O O CE PHE Water Assam,No ,No,1.0,Corrigendum_RFQ_36_37_38,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents as per Bid Document and Bid Security if in the form of BG,CE PHE Water Assam,"Hengrabari, Guwahati-36",AOC
2,135472,ICS CHEMICAL INDUSTRIES,08-Mar-2022 03:57 PM,Accepted-AOC,empanelled as L1,05-May-2022 05:01 PM,,,,,,,2.0,135472.0,ICS CHEMICAL INDUSTRIES,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,AOC
3,135607,Luit Construction,08-Mar-2022 01:11 PM,Rejected-AOC,Not empanelled,05-May-2022 05:01 PM,,,,,,,3.0,135734.0,SANTANA ENTERPRISE,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,135734,SANTANA ENTERPRISE,07-Mar-2022 07:34 PM,Accepted-AOC,empanelled as L1,05-May-2022 05:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,136052,S. B. ENTERPRISE,08-Mar-2022 02:14 PM,Rejected-Technical,Technically non responsive,17-Mar-2022 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,134181,Shiva Chemicals,05-Mar-2022 11:41 AM,Rejected-AOC,Not empanelled,05-May-2022 05:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,135904,SHREE ANANT UDYOG,08-Mar-2022 01:07 PM,Rejected-AOC,Not empanelled,05-May-2022 05:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,136082,SURYA ENTERPRISES,08-Mar-2022 02:57 PM,Rejected-AOC,Not empanelled,05-May-2022 05:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,134936,THARAD TRADING CO.,07-Mar-2022 06:05 PM,Accepted-AOC,empanelled as L1,05-May-2022 05:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,135571,TRIDIP RANJAN DUTTA,07-Mar-2022 09:47 PM,Rejected-Technical,Technically non responsive,17-Mar-2022 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
