S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,274803.0,V S SAINI,INR,"2,424,333",Finance,ALL ARE ADMITTED,Baldev Singh,24-May-2022 02:39 PM,finance_89049.pdf,BOQ Comparative Chart,Technical,ALL ARE RESPONSIVE,Baldev Singh,05-Apr-2022 09:53 PM,technical_89049.pdf,1.0,274807.0,Sandan Sharma Govt. Contractor,03-Apr-2022 06:21 PM,Rejected-AOC,REJECTED,24-May-2022 02:41 PM,EE,Internal,DAO SUPDT HDM AE,Baldev Singh,24-May-2022 02:40 PM,finsummary_89049.pdf (97.19 KB),24-May-2022,"INR 2,614,032",60.0,Baldev Singh,24-May-2022 02:41 PM,award.pdf (423.00 KB),AWARDED TO VS SAINI,PWD,2022_PWD_58893_1,PWI/CB/Tender/2021-10920-50,Periodic Renewal of PMGSY ROADS Badukhar to Bahadpur road under AMP for the year 2022-23,EE,Internal,DAO SUPDT TA,Baldev Singh,05-Apr-2022 09:54 PM,06-Apr-2022 10:00 AM,techsummary_89049.pdf (299.51 KB),AOC,PWD,PWI/CB/Tender/2021-10920-50,2022_PWD_58893_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Periodic Renewal of PMGSY ROADS Badukhar to Bahadpur road under AMP for the year 2022-23,Providing and laying 30 mm thick bituminous concrete in km. 0/0 to 1/0 and 1/0 to 2/0,Please refer Tender documents. ,NA ,"26,14,032",Civil Works - Roads,NA ,Tender,120.0,60.0,INDORA,176401.0,NA ,NA ,NA ,O/O. EXECUTIVE ENGINEER,No ,No,"39,500",No,fixed,,Nil,Nil,EXECUTIVE ENGINEER,HPPWD DIVSION INDORA,31-Mar-2022 09:00 AM,05-Apr-2022 10:00 AM,31-Mar-2022 09:00 AM,05-Apr-2022 09:00 AM,NA ,NA ,31-Mar-2022 09:00 AM,05-Apr-2022 09:00 AM,06-Apr-2022 10:00 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender document,"1,500",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,2.0,274803.0,V S SAINI,04-Apr-2022 05:43 PM,Accepted-AOC,AWARDED,24-May-2022 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done certificate and work in hand certificate,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machineries, Tools and Plants",,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and non Gazetted officers HP.PWD. Employees related to him,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN Numbers,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid is correct in all respects,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees provident funds certificate,,,,,AOC
