Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt/UTR No. of EMD and cost of tender form,"19,300",No,fixed,,Nil,Nil,1.0,ICICI BANK,Restoration of rain damages on Kargoli Nallah to Deha road,Construction of Retaining wall at RD 0.195 to 0.27.50 ad 0.300 to 0.321,As per GCC ,NA ,"9,60,598",Civil Works - Roads,NA ,Tender,60.0,30.0,Theog Tehsil Theog Distt. Shimla HP,171201.0,NA ,NA ,NA ,Theog Division,No ,No,PWD,THD/CB-tender/2021-16629-43,2022_PWD_58299_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,21-Mar-2022 05:00 PM,01-Apr-2022 11:00 AM,21-Mar-2022 05:00 PM,31-Mar-2022 05:00 PM,NA ,NA ,21-Mar-2022 05:00 PM,31-Mar-2022 05:00 PM,06-Apr-2022 11:00 AM,1.0,Due Date Extended,Admin Corrigendum Date Extend,,350.0,Nil,Nil,No,Executive Engineer,"Theog Division, H.P.PW.D., Theog Distt. Shimla",AOC,PWD,2022_PWD_58299_4,THD/CB-tender/2021-16629-43,Restoration of rain damages on Kargoli Nallah to Deha road,Er. Vijay Kumar Chauhan,Internal,"Kewal Ram, Supdt. Gr-II, Jia Lal, D/man Leela Verma, Sr. Asstt.",Rajesh Kumar,05-Apr-2022 04:20 PM,06-Apr-2022 11:00 AM,techsummary_88167.pdf (475.49 KB),Er. Vijay Kumar Chauhan,Internal,"Jia Lal, Draughtsman",Rajesh Kumar,06-May-2022 01:16 PM,finsummary_88167.pdf (398.10 KB),07-May-2022,"INR 960,595",30.0,Rajesh Kumar,07-May-2022 03:03 PM,Award.pdf (444.00 KB),Award letter,Finance,Financial Bid Opening summary,Rajesh Kumar,08-Apr-2022 11:21 AM,finance_88167.pdf,BOQ Comparative Chart,1.0,273964.0,ABHAY MEHTA,INR,"858,303",1.0,273964.0,ABHAY MEHTA,31-Mar-2022 03:37 PM,Accepted-AOC,Being L1,07-May-2022 03:04 PM,Technical,Bid Opening summary,Rajesh Kumar,04-Apr-2022 12:12 PM,technical_88167.pdf,AOC
,,.pdf,Contractor Registration Ref. general rule and direction 24.3,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,274186.0,Akhil Chauhan,31-Mar-2022 01:47 PM,Rejected-Finance,Being higher rates,06-May-2022 01:16 PM,,,,,,AOC
,,.pdf,GST Registration Ref. general rule and direction 24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,271706.0,Devinder Singh Chauhan,31-Mar-2022 12:21 PM,Rejected-Finance,Being higher rates,06-May-2022 01:16 PM,,,,,,AOC
,,.pdf,Work in Hand Certificate countersigned by EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,273764.0,Manish Khanna,29-Mar-2022 04:43 PM,Rejected-Technical,Technically non responsive,05-Apr-2022 04:20 PM,,,,,,AOC
,,.pdf,Pan Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,273670.0,Mohar Singh Verma,29-Mar-2022 03:39 PM,Rejected-Finance,Being higher rates,06-May-2022 01:16 PM,,,,,,AOC
,,.pdf,"List of Machinery, Tools and plants 24.6 G.R and direction as per Schedule- F ref. clause-18 of GCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,274279.0,NARENDER,31-Mar-2022 04:24 PM,Rejected-Technical,Technically non responsive,05-Apr-2022 04:20 PM,,,,,,AOC
,,.pdf,Form No-7/8 in G.C.C. duly signed by the bidder and witnesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor shall give affidavit regarding list of both Gazette and non-gazette HPPWD Employees relat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding correctness of documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,All other obligatory documents required as per G.C.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
