EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"51,000",No,fixed,,Nil,Nil,PWD,PWI/CB/Tender/2021-9918-48,2022_PWD_58227_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,500",Nil,Nil,No,EXECUTIVE ENGINEER,HPPWD DIVISION INDORA,1.0,ICICI BANK,Periodic Renewal of PMGSY ROADS Link road to village Paniala road under AMP for the year 2022-23,"Providing and laying 30 mm thick bituminous concrete Wet mix macadam in km. 0/ to 1/0 , 1/0 to 2/0 and 2/0 to 2/550",Please refer Tender documents. ,NA ,"33,98,147",Civil Works - Roads,NA ,Tender,120.0,NA ,INDORA,176401.0,NA ,NA ,NA ,O/O. EXECUTIVE ENGINEER,No ,No,23-Mar-2022 09:00 AM,01-Apr-2022 11:00 AM,23-Mar-2022 09:00 AM,01-Apr-2022 09:00 AM,NA ,NA ,23-Mar-2022 09:00 AM,01-Apr-2022 09:00 AM,01-Apr-2022 05:30 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender document,AOC,Finance,all are resopenable,Baldev Singh,24-May-2022 01:45 PM,finance_88347.pdf,BOQ Comparative Chart,1.0,274226.0,M/s R.K Mahajan Govt Contractor,31-Mar-2022 06:39 PM,Rejected-AOC,rejected,24-May-2022 01:50 PM,EE,Internal,DAO SUPDT AE TA,Baldev Singh,01-Apr-2022 05:07 PM,01-Apr-2022 05:30 PM,techsummary_88347.pdf (249.37 KB),Technical,ALL ARE RESPONSIVE,Baldev Singh,01-Apr-2022 05:03 PM,technical_88347.pdf,1.0,273857.0,Nishchal Mahajan,INR,"2,942,733",24-May-2022,"INR 3,398,147",60.0,Baldev Singh,24-May-2022 01:50 PM,award.pdf (421.00 KB),award to Nishchal mahajan,PWD,2022_PWD_58227_10,PWI/CB/Tender/2021-9918-48,Periodic Renewal of PMGSY ROADS Link road to village Paniala road under AMP for the year 2022-23,ee,Internal,dao supdt hdm TA AE,Baldev Singh,24-May-2022 01:47 PM,finsummary_88347.pdf (99.59 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,AOC,,,,,,,2.0,273857.0,Nishchal Mahajan,29-Mar-2022 08:15 PM,Accepted-AOC,awarded,24-May-2022 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration,AOC,,,,,,,3.0,274217.0,rajat thakur govt contractor,31-Mar-2022 02:00 PM,Rejected-AOC,rejected,24-May-2022 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,AOC,,,,,,,4.0,274065.0,Sandan Sharma Govt. Contractor,31-Mar-2022 07:02 PM,Rejected-AOC,rejected,24-May-2022 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done certificate and work in hand certificate,AOC,,,,,,,5.0,272782.0,V S SAINI,29-Mar-2022 04:20 PM,Rejected-AOC,rejected,24-May-2022 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machineries, Tools and Plants",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and non Gazetted officers HP.PWD. Employees related to him,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN Numbers,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid is correct in all respects,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees provident funds certificate,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
