Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
500.0,Nil,Nil,No,18-Mar-2022 09:00 AM,01-Apr-2022 10:00 AM,18-Mar-2022 09:00 AM,01-Apr-2022 09:00 AM,NA ,NA ,18-Mar-2022 09:00 AM,01-Apr-2022 09:00 AM,01-Apr-2022 05:30 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender document,1.0,DATE EXTENSION,Date,,"12,500",No,fixed,,Nil,Nil,Periodic Renewal of PMGSY ROADS Gangath to Bhalakh road under AMP for the year 2022-23,Providing and laying 30 mm thick bituminous concrete in km. 0/0 to 1/0,Please refer Tender documents. ,NA ,"12,49,948",Civil Works - Roads,NA ,Tender,120.0,60.0,INDORA,176401.0,NA ,NA ,NA ,O/O. EXECUTIVE ENGINEER,No ,No,EXECUTIVE ENGINEER,HPPWD DIVISION INDORA,1.0,ICICI BANK,PWD,PWI/CB/Tender/2021-9918-48,2022_PWD_58227_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,274368.0,M/S CHANAN SINGH AND CO.,01-Apr-2022 07:37 AM,Rejected-AOC,L5,24-May-2022 12:44 PM,Technical,ALL ARE RESPONSIVE,Baldev Singh,01-Apr-2022 05:24 PM,technical_87975.pdf,Finance,ALL ARE RESPONSIVE,Baldev Singh,24-May-2022 12:35 PM,finance_87975.pdf,BOQ Comparative Chart,1.0,273861.0,Nishchal Mahajan,INR,"1,040,039",EE,Internal,DAO SUPDT AE TA,Baldev Singh,01-Apr-2022 05:25 PM,01-Apr-2022 05:30 PM,techsummary_87975.pdf (249.72 KB),PWD,2022_PWD_58227_8,PWI/CB/Tender/2021-9918-48,Periodic Renewal of PMGSY ROADS Gangath to Bhalakh road under AMP for the year 2022-23,24-May-2022,"INR 1,040,039",60.0,Baldev Singh,24-May-2022 12:44 PM,Award.pdf (500.00 KB),AWARDED TO NISCHAL MAHAJAN,EE,Internal,DAO SUPDT TA HDM AE,Baldev Singh,24-May-2022 12:40 PM,finsummary_87975.pdf (194.31 KB),AOC
,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,2.0,273861.0,Nishchal Mahajan,29-Mar-2022 08:31 PM,Accepted-AOC,AWARDED,24-May-2022 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Contractors Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,271899.0,rajat thakur govt contractor,31-Mar-2022 01:14 PM,Rejected-AOC,L3,24-May-2022 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,274050.0,Sandan Sharma Govt. Contractor,31-Mar-2022 08:13 PM,Rejected-AOC,L4,24-May-2022 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Work Done certificate and work in hand certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,271178.0,V S SAINI,29-Mar-2022 05:29 PM,Rejected-AOC,L2,24-May-2022 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,"List of Machineries, Tools and Plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and non Gazetted officers HP.PWD. Employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,PAN Numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid is correct in all respects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Employees provident funds certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
