Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
C/O LINK ROAD BARA MAHINA DA PARON TO VILLAGE SAKROHA VIA JARAL KM. 0/0 TO 2/0.,P/L SOLING IN KM. 0/500 TO 0/750 AND M/T IN KM. 0/0 TO 0/500) (UNDER O.T.M.N.P. HEAD).,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,60.0,60.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No,1.0,ICICI BANK,Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,PWD,C/O LINK ROAD BARA MAHINA DA PARON TO VILLAGE SAKR,2022_PWD_60242_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,05-May-2022 10:30 AM,12-May-2022 11:30 AM,05-May-2022 10:30 AM,12-May-2022 10:30 AM,NA ,NA ,05-May-2022 10:30 AM,12-May-2022 10:30 AM,23-May-2022 11:30 AM,"11,000",No,fixed,,Nil,Nil,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,AOC,PWD,2022_PWD_60242_1,C/O LINK ROAD BARA MAHINA DA PARON TO VILLAGE SAKR,C/O LINK ROAD BARA MAHINA DA PARON TO VILLAGE SAKROHA VIA JARAL KM. 0/0 TO 2/0.,Executive Eng,Internal,"Tender Assistant, Supdt, HDM, DAO",Dev Raj,21-May-2022 04:38 PM,23-May-2022 11:30 AM,techsummary_91050.pdf (919.44 KB),Executive Engineer,Internal,"Tender Assistant, Supdt, HDM, DAO",Dev Raj,27-May-2022 02:03 PM,finsummary_91050.pdf (353.09 KB),27-May-2022,"INR 711,727",60.0,Dev Raj,27-May-2022 02:05 PM,A.O.C.pdf (604.00 KB),Attached,1.0,281838.0,Sanjeev Kumar,12-May-2022 08:12 AM,Rejected-Finance,L1L2L3,27-May-2022 02:03 PM,Technical,Attached,Dev Raj,21-May-2022 04:31 PM,technical_91050.pdf,1.0,281221.0,Subash Chand,INR,"711,727.26",Finance,Attached,Dev Raj,27-May-2022 02:00 PM,finance_91050.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,2. EMD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,281221.0,Subash Chand,09-May-2022 02:40 PM,Accepted-AOC,L1,27-May-2022 02:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3. Contractor Registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,281785.0,Vinod Kumar,11-May-2022 08:34 PM,Rejected-Finance,L1L2L3,27-May-2022 02:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4. Similar Work Done certificate (Only Completed Work),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6. List of Machinery as per SBD with proof tools and plant with ownership documents/ Affidavit Magis,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9. Affidavit Bidder should not have morethan 2 contracts at a time each of Rs. 100.0Lakhsormore in c,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,10. Affidavit regarding seen the site,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
