Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Category,Sub Category,Sub Category Description,Format/File,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,AS PER SUMMARY ATTACHED,Kali Dass Kashyap,04-Apr-2022 04:40 PM,technical_88744.pdf,1.0,274235.0,durga parasd contruction,31-Mar-2022 03:03 PM,Rejected-Finance,BEING 2ND LOWEST BIDDER,05-Apr-2022 04:31 PM,1.0,273954.0,varnag banasari infra construction pvt ltd,INR,"3,266,524",Finance,AS PER SUMMARY ATTACHED,Kali Dass Kashyap,05-Apr-2022 04:26 PM,finance_88744.pdf,BOQ Comparative Chart,Er. Vinay Kumar Hazri,Internal,AS PER SUMMARY ATTACHED,Kali Dass Kashyap,05-Apr-2022 04:31 PM,finsummary_88744.pdf (223.10 KB),09-May-2022,"INR 3,266,524",30.0,Vinay Kumar Hazri,23-May-2022 10:01 AM,58682.pdf (323.00 KB),AWARD LETTER,PWD,2022_PWD_58682_1,NO.18865-72 DATED 15.03.2022,Annual maintenance plan for the year 2022-2023 on Jari Baradha road Km. 0/0 to 2/700 SH Providing and laying bituminous concrete in Km. 0/0 to 2/0 and C/O PCC drain Road Number HP0602VR002822301.,Er. Vinay Kumar Hazri,Internal,AS PER SUMMARY ATTACHED,Kali Dass Kashyap,04-Apr-2022 04:49 PM,04-Apr-2022 05:00 PM,techsummary_88744.pdf (231.58 KB),AOC,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,"62,800",No,fixed,,EE Kullu Division,EE Kullu Division,PWD,NO.18865-72 DATED 15.03.2022,2022_PWD_58682_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,26-Mar-2022 05:30 PM,02-Apr-2022 10:35 AM,26-Mar-2022 05:30 PM,01-Apr-2022 05:00 PM,NA ,NA ,26-Mar-2022 05:30 PM,01-Apr-2022 05:00 PM,04-Apr-2022 05:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Cost of Tender Documents, EMD/Bid Security.",Er. Vinay Kumar Hazri,"EE Kullu Division HP.PWD, Kullu",Annual maintenance plan for the year 2022-2023 on Jari Baradha road Km. 0/0 to 2/700 SH Providing and laying bituminous concrete in Km. 0/0 to 2/0 and C/O PCC drain Road Number HP0602VR002822301.,Annual maintenance plan for the year 2022-2023 on Jari Baradha road Km. 0/0 to 2/700 SH Providing and laying bituminous concrete in Km. 0/0 to 2/0 and C/O PCC drain Road Number HP0602VR002822301.,Annual maintenance plan for the year 2022-2023 on Jari Baradha road Km. 0/0 to 2/700 SH Providing and laying bituminous concrete in Km. 0/0 to 2/0 and C/O PCC drain Road Number HP0602VR002822301. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,30.0,Kullu,175101.0,NA ,NA ,NA ,Kullu,No ,No,"2,000",EE Kullu Division,EE Kullu Division,No,AOC
,,,,,2.0,273954.0,varnag banasari infra construction pvt ltd,31-Mar-2022 10:58 AM,Accepted-AOC,BEING 1ST LOWEST BIDDER,23-May-2022 10:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,.pdf,Scanned copy of Registration/Enlistment with H.P.P.W.D. Deptt. as per general rule No.23.,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of PAN and TIN and Income Tax clearance certificate.,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of work done certificate of similar nature of work.,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,Machinery Details ,Machinery Details ,Machinery Details ,HP_Machinery.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of GST as per general rule-21.,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information as bidder/firm may like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct.,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Scanned copy of authentication of ownership of machinery required for above works such as paver, Hot",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of bid as specified in Section-8,,,,,,,,,,,,,,,,,,,,,,,,,AOC
