Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,Job 7 Construction of Link road from Bazigiran Moh,2022_PWD_56066_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Job 7 Construction of Link road from Bazigiran Mohalla to Harizan Basti via Dhesi Mohalla km. 0-0 to 2-0 Sub Head P.L CC Pavement, Paver block, Retaining wall etc. Under MMSY","Job 7 Construction of Link road from Bazigiran Mohalla to Harizan Basti via Dhesi Mohalla km. 0-0 to 2-0 Sub Head P.L CC Pavement, Paver block, Retaining wall etc. Under MMSY",Please refer to Bidding Documents ,NA ,"17,59,675",Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,500.0,Nil,Nil,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,"33,900",No,fixed,,Nil,Nil,1.0,ICICI BANK,28-Jan-2022 10:00 AM,03-Feb-2022 11:00 AM,28-Jan-2022 10:30 AM,02-Feb-2022 05:00 PM,NA ,NA ,28-Jan-2022 10:30 AM,02-Feb-2022 05:00 PM,18-Feb-2022 11:00 AM,AOC,1.0,259464.0,unique engg. solutions,INR,"2,394,921",Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,21-Feb-2022 05:39 PM,finance_84248.pdf,BOQ Comparative Chart,1.0,260815.0,Arjun Singh Govt Contractor,02-Feb-2022 02:05 PM,Rejected-Technical,As per Evaluation Bids,15-Feb-2022 04:15 PM,Technical,Bids List,Arvind Chaudhary,05-Feb-2022 04:21 PM,technical_84248.pdf,PWD,2022_PWD_56066_1,Job 7 Construction of Link road from Bazigiran Moh,"Job 7 Construction of Link road from Bazigiran Mohalla to Harizan Basti via Dhesi Mohalla km. 0-0 to 2-0 Sub Head P.L CC Pavement, Paver block, Retaining wall etc. Under MMSY","Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,15-Feb-2022 04:15 PM,18-Feb-2022 11:00 AM,techsummary_84248.pdf (453.41 KB),"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,21-Feb-2022 07:29 PM,finsummary_84248.pdf (480.17 KB),28-Feb-2022,"INR 1,759,675",30.0,Rajesh Kumar,24-May-2022 07:12 PM,Awardletter.pdf (948.00 KB),Awardletter,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,2.0,259852.0,Nitin Kumar Govt Contractor,31-Jan-2022 04:32 PM,Rejected-Technical,As per Evaluation Bids,15-Feb-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,260174.0,Nitish Thakur,02-Feb-2022 02:55 PM,Rejected-Finance,Not L-1,21-Feb-2022 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,260805.0,Ravinder Singh,02-Feb-2022 01:54 PM,Rejected-Technical,As per Evaluation Bids,15-Feb-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,259469.0,Tilak Raj Govt Contractor,01-Feb-2022 06:04 PM,Rejected-Technical,As per Evaluation Bids,15-Feb-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,259464.0,unique engg. solutions,01-Feb-2022 06:56 PM,Accepted-AOC,ok,24-May-2022 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
