Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee,.pdf,Tender Cost and EMD,20-Jan-2022 04:00 PM,04-Feb-2022 11:00 AM,20-Jan-2022 04:00 PM,03-Feb-2022 11:00 AM,NA ,NA ,20-Jan-2022 04:00 PM,03-Feb-2022 11:00 AM,05-Apr-2022 05:05 PM,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,NIT-10/2021-22,2022_HPSEB_55868_1,Yes,Open Tender,Item Rate,Works,3.0,No,No,Online,No,No,No,"Tender for the work Survey, Design, Manufacturing, Supply of Material, Erection, Testing and Commissioning of Terminal Equipment and allied material for 33 kV outgoing Jahu Bharari feeder to 33 kV Sub Station Bharari including Terminal Equipment and","Tender for the work Survey, Design, Manufacturing, Supply of Material, Erection, Testing and Commissioning of Terminal Equipment and allied material for 33 kV outgoing Jahu Bharari feeder to 33 kV Sub Station Bharari including Terminal Equipment and",Please refer Tender documents. ,NA ,"28,90,541",Electrical Works,NA ,Tender,180.0,120.0,Bilaspur,174001.0,NA ,NA ,NA ,SE OP Circle HPSEBL Bilaspur,No ,No,SE OP Circle HPSEBL Bilaspur,SE OP Circle HPSEBL Bilaspur,"28,905",No,fixed,,Nil,Nil,1.0,ICICI BANK,"1,120",Nil,Nil,No,AOC,Er. Pankaj Sharma,Internal,,Pankaj Sharma,24-May-2022 11:03 AM,finsummary_83986.pdf (621.66 KB),HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,2022_HPSEB_55868_1,NIT-10/2021-22,"Tender for the work Survey, Design, Manufacturing, Supply of Material, Erection, Testing and Commissioning of Terminal Equipment and allied material for 33 kV outgoing Jahu Bharari feeder to 33 kV Sub Station Bharari including Terminal Equipment and",1.0,259523.0,Pawan Kumar Sharma Govt. Contractor,INR,"2,531,314",1.0,260924.0,Ashoka Electronics and Electrical industries,02-Feb-2022 08:16 PM,Rejected-Finance,High Rates,24-May-2022 11:03 AM,Pankaj Sharma,Internal,,Pankaj Sharma,05-Apr-2022 05:00 PM,05-Apr-2022 05:05 PM,techsummary_83986.pdf (2046.99 KB),Technical,Tech Bid opening summary,Mohammad Shahid,04-Feb-2022 03:34 PM,technical_83986.pdf,Finance,Financial Bid Summary,Pankaj Sharma,05-Apr-2022 05:29 PM,finance_83986.pdf,BOQ Comparative Chart,24-May-2022,"INR 2,531,314",120.0,Pankaj Sharma,24-May-2022 11:16 AM,nit10award.pdf (871.00 KB),AOC
2.0,PreQual/Technical,.pdf,Financial Turnover duly signed by CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,,,,,,,,,,,,,,,,2.0,260995.0,DEEPANSHU GAUTAM GOVT. CONTRACTOR,03-Feb-2022 10:36 AM,Rejected-Technical,Disqualified,05-Apr-2022 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3.0,260422.0,Krishna Construction & Trading Company,01-Feb-2022 05:49 PM,Rejected-Technical,Disqualified,05-Apr-2022 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,PAN and GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4.0,260816.0,MS. Prem Enterprises,03-Feb-2022 10:19 AM,Rejected-Technical,Disqualified,05-Apr-2022 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,EPF Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5.0,259523.0,Pawan Kumar Sharma Govt. Contractor,02-Feb-2022 05:09 PM,Accepted-AOC,Lowest Bidder,24-May-2022 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Cancelled Cheque of firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6.0,259858.0,Ratwan Light House,02-Feb-2022 05:50 PM,Rejected-Finance,High Rates,24-May-2022 11:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Insurance policies for workmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,A Class Electrical License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Non Black List and Litigation declaration of non judicial paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bid Validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
