Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,2021_APDEA_20062_1,APDCL/DSELR/SIB/01,Construction of new 33/11 kv substation in Sibsagar Electrical Circle,1,108476,ABSOLUTE PROJECTS INDIA LTD,15-Feb-2021 01:39 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 01:01 PM,AOC,"32,70,000",Yes,fixed,,Nil,Nil,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,APDCL/DSELR/SIB/01,2021_APDEA_20062_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Clarification against EMD,Fee,,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.rar,Techno-Commercial Bid,Construction of new 33/11 kv substation in Sibsagar Electrical Circle,Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Sibsagar Electrical Circle on turnkey basis,Please refer Tender documents. ,NA ,"32,71,13,000",Electrical Works,NA ,Tender,120.0,730.0,Sibsagar,785640.0,"O/o the CPM(PIU), 2nd Floor, Bijulee Bhawan ","O/o the CPM(PIU), 2nd Floor, Bijulee Bhawan, Paltan Bazar, Guwahati-01 ",19-Jan-2021 11:00 AM ,"O/o the CPM(PIU), 2nd Floor, Bijulee Bhawan",No ,No,CPM(PIU),"O/o the CPM(PIU), 2nd Floor, Bijulee Bhawan, Paltan Bazar, Guwahati-01","20,000",Nil,Nil,No,08-Jan-2021 01:25 PM,16-Feb-2021 12:00 PM,08-Jan-2021 01:25 PM,15-Feb-2021 03:00 PM,NA ,NA ,27-Jan-2021 09:00 AM,15-Feb-2021 03:00 PM,12-Jul-2021 12:00 PM,AOC
,,,,2,106844,East India Udyog Limited,15-Feb-2021 01:14 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum against Sibsagar Electrical Circle,Other,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,108238,Ennaar Poles,15-Feb-2021 01:14 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 01:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter Of Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,108072,LASER POWER AND INFRA PRIVATE LIMITED,15-Feb-2021 02:11 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 01:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,108160,M/s. S R Chaddha Industries Ltd - RKI,15-Feb-2021 02:51 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,107960,Neccon Power and Infra Limited,13-Feb-2021 05:12 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 01:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,108633,NTPC GE Power Services Private Limited,15-Feb-2021 12:31 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,107467,P CHANDRA REDDY AND CO,15-Feb-2021 11:18 AM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,107989,POWER NETWORK ENGINEERS PRIVATE LTD,13-Feb-2021 02:13 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,108386,Singhi InfraPower Projects Pvt Ltd,14-Feb-2021 11:03 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:40 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
