S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Category,Sub Category,Sub Category Description,Format/File,S.No.2,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,350.0,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,Corrigendum,Other,,"Executive Engineer, Electrical Division, HP.PWD M","Executive Engineer, Electrical Division, HP.PWD Mandi","RM and Contract for passenger Elevators No. 4025064, 4025065, 4025068, 4025048, 40235057 of Boy Hostel Block C RDH Block A and B KONE make installed in Shri Lal Bahadur Shastri Govt. Medical College and Hospital, Nerchowk, Distt Mandi HP","RM and Contract for passenger Elevators No. 4025064, 4025065, 4025068, 4025048, 40235057 of Boy Hostel Block C RDH Block A and B KONE make installed in Shri Lal Bahadur Shastri Govt. Medical College and Hospital, Nerchowk, Distt Mandi HP",plz refer to bid document ,NA ,"7,23,096",Electrical Works,NA ,Tender,75.0,365.0,Nerchowk,175008.0,NA ,NA ,NA ,"Electrical Division, HPPWD Mandi H.P",No ,No,PWD,PW/MED/TA/NIT/ e-notice/21-22-5457-62 dt 11.11.21,2021_PWD_53745_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,20-Nov-2021 10:00 AM,27-Nov-2021 11:30 AM,20-Nov-2021 10:00 AM,27-Nov-2021 10:00 AM,NA ,NA ,20-Nov-2021 10:00 AM,27-Nov-2021 10:00 AM,29-Nov-2021 04:00 PM,"14,500",No,fixed,,"Executive Engineer, Electrical Division, HP.PWD M",Mandi HP,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER and EARNEST MONEY as INDICATED IN SHEDULE F,AOC,Er Munish Bhopal EE,Internal,Sh Chaman lal Sr Asstt Sh. Ram Singh JDM Sh Manish Kumar Clerk,Munish Bhopal,29-Nov-2021 03:51 PM,29-Nov-2021 04:00 PM,techsummary_80484.pdf (374.57 KB),PWD,2021_PWD_53745_1,PW/MED/TA/NIT/ e-notice/21-22-5457-62 dt 11.11.21,"RM and Contract for passenger Elevators No. 4025064, 4025065, 4025068, 4025048, 40235057 of Boy Hostel Block C RDH Block A and B KONE make installed in Shri Lal Bahadur Shastri Govt. Medical College and Hospital, Nerchowk, Distt Mandi HP",28-Dec-2021,"INR 741,000",365.0,Munish Bhopal,20-Jan-2022 04:07 PM,AOC.pdf (624.00 KB),work awarded to M/s PRAGATI ELECTRICAL AND ELECTRONIC CO being L1 firm,Er Munish Bhopal EE,Internal,Sh Johan Gupta Superintendent Sh Ram Singh JDM Sh Kapil Dev Soni Sr Asstt,Munish Bhopal,03-Dec-2021 03:52 PM,finsummary_80484.pdf (442.98 KB),Finance,finsummary,Munish Bhopal,03-Dec-2021 03:40 PM,finance_80484.pdf,BOQ Comparative Chart,1.0,245332.0,PRAGATI ELECTRICAL AND ELECTRONIC CO,INR,"741,000",1.0,245332.0,PRAGATI ELECTRICAL AND ELECTRONIC CO,26-Nov-2021 12:20 PM,Accepted-AOC,work awarded to M/s PRAGATI ELECTRICAL AND ELECTRONIC CO being L1 firm,20-Jan-2022 04:07 PM,Technical,Techsummary,Munish Bhopal,29-Nov-2021 03:43 PM,technical_80484.pdf,AOC
2.0,ICICI NEFT/RTGS,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OEM (Lift Elevator) / Authorized agency of OEM as per TQC (see detail in bid document),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,245299.0,SHARMA ELECTRICAL CO.,26-Nov-2021 10:53 AM,Rejected-Finance,Rejected being L2 firm/ contractor,03-Dec-2021 03:52 PM,,,,,,AOC
,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST and EPF REGITRATION GENERAL RULES NO. 21",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,245485.0,SOPHUS ELEVATORS PVT LTD,26-Nov-2021 09:12 PM,Rejected-Technical,Bid responsive but disqualified,29-Nov-2021 03:51 PM,,,,,,AOC
,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 7/8 duly signed REFER GENERAL RULES NO 26.7,",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average financial turnover of the contractor during the last 3 years as per Tech. qual. criteria,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES 16,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information being furnished with the bid is true and correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the bidder has not been blacklisted in any Govt Deptt / Board / PSU.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
