Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Bank Name,Tender Stage
Er Dalip Singh Patial EE,Internal,Smt Karuna Sharma Superintendent Sh Jai Ram HDM Sh Manish Kumar Clerk,Dalip singh Patial,06-Aug-2020 04:33 PM,finsummary_57479.pdf (496.80 KB),15-Nov-2021,"INR 1,465,145",365.0,Munish Bhopal,24-Jan-2022 12:01 PM,AOC.pdf (602.00 KB),WORK AWARDED TO SH. DHARMENDER SINGH BEING 1 CONTR.,PWD,2020_PWD_38929_1,PW/MED/TA/NIT/ e-notice/20-21-1290-95 dt 02.07.20,"Construction of CHC Building at Janjehli, Tehsil Thunag, District Mandi H.P SH Providing E.I therein",Er Dalip Singh Patial EE,Internal,Smt Karuna Sharma Superintendent Sh Jai Ram HDM Sh Ram Singh HDM,Dalip singh Patial,06-Aug-2020 01:12 PM,06-Aug-2020 01:15 PM,techsummary_57479.pdf (413.29 KB),Technical,Technical bid summary,Dalip singh Patial,06-Aug-2020 01:02 PM,technical_57479.pdf,1.0,169722.0,DHARMENDER SINGH,28-Jul-2020 10:46 AM,Accepted-AOC,WORK AWARDED TO SH. DHARMENDER SINGH BEING 1 CONTR.,24-Jan-2022 12:01 PM,Finance,Financial bid summary,Dalip singh Patial,06-Aug-2020 04:13 PM,finance_57479.pdf,BOQ Comparative Chart,1.0,169722.0,DHARMENDER SINGH,INR,"1,465,145",AOC,500.0,"Executive Engineer, Electrical Division, HP.PWD Ma",Mandi HP,No,"24,900",No,fixed,,"Executive Engineer, Electrical Division, HP.PWD Ma",Mandi HP,1.0,corrigendum regarding revision of key dates,Date,,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,Fee/PreQual/Technical,.pdf,"COST OF TENDER INDICATED IN SCHEDULE F,","Executive Engineer, Electrical Division, HP.PWD Ma","Executive Engineer, Electrical Division, HP.PWD Mandi",PWD,PW/MED/TA/NIT/ e-notice/20-21-1290-95 dt 02.07.20,2020_PWD_38929_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,17-Jul-2020 10:00 AM,31-Jul-2020 11:30 AM,17-Jul-2020 10:00 AM,30-Jul-2020 06:00 PM,NA ,NA ,17-Jul-2020 10:00 AM,30-Jul-2020 06:00 PM,06-Aug-2020 01:15 PM,"Construction of CHC Building at Janjehli, Tehsil Thunag, District Mandi H.P SH Providing E.I therein","Construction of CHC Building at Janjehli, Tehsil Thunag, District Mandi H.P SH Providing E.I therein",Please refer to bid document ,NA ,"12,43,701",Electrical Works,NA ,Tender,120.0,365.0,Janjehli,175047.0,NA ,NA ,NA ,"Electrical Division, HP.PWD Mandi H.P",No ,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,169561.0,Digvijay Sharma,28-Jul-2020 01:26 PM,Rejected-Technical,Bid non responsive and unqualified,06-Aug-2020 01:12 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,.pdf,EARNEST MONEY INDICATED IN SHEDULE F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,170392.0,SHARMA ELECTRICAL CO.,29-Jul-2020 11:02 AM,Rejected-Technical,Bid non responsive and unqualified,06-Aug-2020 01:12 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,.pdf,Registered Elect Contractor enlisted in appropriate class A or B HPPWD Elect with valid Elect licen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,169776.0,SUNIL KAPOOR,29-Jul-2020 11:08 AM,Rejected-Finance,rejected being L2 contractor,06-Aug-2020 04:33 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,.pdf,Income Tax (PAN) and GST and EPF REGITRATION GENERAL RULES NO. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial turnover of last three years as per Technical qualification criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is true and correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
