Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
Finance,summary attached,Naresh Dhiman,14-Sep-2021 04:18 PM,finance_77034.pdf,BOQ Comparative Chart,Technical,summary attached,Naresh Dhiman,14-Sep-2021 03:44 PM,technical_77034.pdf,20-Jan-2022,"INR 7,683,156",180.0,Naresh Dhiman,20-Jan-2022 11:37 AM,AOC.pdf (146.00 KB),AOC,--,Internal,---,Naresh Dhiman,14-Sep-2021 03:46 PM,14-Sep-2021 03:50 PM,techsummary_77034.pdf (133.86 KB),1,234485,abhishek dhiman,06-Sep-2021 03:35 PM,Accepted-AOC,Found L-1,20-Jan-2022 11:37 AM,1.0,234485.0,abhishek dhiman,INR,"7,683,156","HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",2021_HPIPH_51548_1,No. JSV-I/TA/E-tender/21-6786-6810 dt 21-8-21,"Providing water supply scheme to village Kuthar Kalan, Sunehra and Aug. of WSS Santokhgarh Town in Distt. Una HP",--,Internal,----,Naresh Dhiman,20-Jan-2022 11:35 AM,finsummary_77034.pdf (145.57 KB),AOC,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,1.0,Fee/PreQual/Technical,.pdf,Registration with Jal Shakti department,"1,36,506",Yes,fixed,,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,"Providing water supply scheme to village Kuthar Kalan, Sunehra and Aug. of WSS Santokhgarh Town in Distt. Una HP","(SH Laying, jointing and testing of Rising main, Supply and errection of pumping machinery along with allied accessories and construction of civil work)",as per NIT  ,NA ,"1,04,00,551",Civil Works,NA ,Tender,120.0,180.0,"village Kuthar Kalan, Sunehra and Aug. of WSS Sant",174301.0,NA ,NA ,NA ,Una HP,No ,No,"1,500",Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,Yes,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",No. JSV-I/TA/E-tender/21-6786-6810 dt 21-8-21,2021_HPIPH_51548_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,23-Aug-2021 05:00 PM,07-Sep-2021 11:00 AM,23-Aug-2021 05:00 PM,06-Sep-2021 05:00 PM,23-Aug-2021 05:00 PM ,06-Sep-2021 05:00 PM ,23-Aug-2021 05:00 PM,06-Sep-2021 05:00 PM,14-Sep-2021 03:50 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2,233610,aditya govt. contractor,04-Sep-2021 05:58 PM,Rejected-AOC,Not found L-1,20-Jan-2022 11:37 AM,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Cost of tender form (online/ offline mode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3,234490,ADITYA KHAZANCHI,06-Sep-2021 01:48 PM,Rejected-AOC,Not found L-1,20-Jan-2022 11:37 AM,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Earnest Money (online/ offline mode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,4,233282,Ashwani Kumar Govt Contractor,06-Sep-2021 01:06 PM,Rejected-AOC,Not found L-1,20-Jan-2022 11:37 AM,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Copy of GST number along with latest copy of GST return file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,5,233591,Deepankar Singh Kanwar,06-Sep-2021 12:32 PM,Rejected-AOC,Not found L-1,20-Jan-2022 11:37 AM,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Copies of curve chart each set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,6,233872,Dogra Construction Company Pvt Ltd,06-Sep-2021 01:42 PM,Rejected-AOC,Not found L-1,20-Jan-2022 11:37 AM,,,,,,,,,,,,,,,,AOC,,,,,.pdf,Copy of EPF number and Income Tax registration number or their latest clearance certificates etc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,7,234513,M/S. Mast Ram Jaswal And Co.,06-Sep-2021 03:45 PM,Rejected-AOC,Not found L-1,20-Jan-2022 11:37 AM,,,,,,,,,,,,,,,,AOC,,,,,.pdf,work done certificate and undertaking regarding he has executed work two or more work under divn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,8,234364,Pawan Kumar Sharma Govt Contractor,06-Sep-2021 11:05 AM,Rejected-AOC,Not found L-1,20-Jan-2022 11:37 AM,,,,,,,,,,,,,,,,AOC,,,,,.pdf,EMD exemption certificate if exempted and affidavit of non exhaustion in case of exemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,9,233860,R D Eco Paryavaran,06-Sep-2021 01:20 PM,Rejected-AOC,Not found L-1,20-Jan-2022 11:37 AM,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,10,234594,SHIV KANT PRASHAR,06-Sep-2021 04:52 PM,Rejected-AOC,Not found L-1,20-Jan-2022 11:37 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
