Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Kullu,NIT-03-580-86,2021_HPSEB_47230_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Offline,No,No,No,Tender for design engineering testing and commissioning of 33 KV and 11 KV outdoor switchgears and associated auxiliaries etc at 2x1 MVA 33/11 KV Sub Station Karga under ECSD HSEBL Karga on Turnkey Basis,Tender for design engineering testing and commissioning of 33 KV and 11 KV outdoor switchgears and associated auxiliaries etc at 2x1 MVA 33/11 KV Sub Station Karga under ECSD HSEBL Karga on Turnkey Basis,Please refer Tender documents. ,NA ,"19,06,770",Electrical Works,NA ,Tender,180.0,90.0,Karga,175132.0,NA ,NA ,NA ,O/O Superintending Engineer OP Circle Kullu,No ,No,Superintending Engineer OP Circle Kullu,Superintending Engineer OP Circle HPSEBL Kullu,06-May-2021 02:00 PM,16-Jun-2021 04:00 PM,06-May-2021 02:00 PM,14-Jun-2021 05:00 PM,NA ,NA ,06-May-2021 02:00 PM,14-Jun-2021 05:00 PM,08-Jul-2021 11:00 AM,"2,800",Sr XEN ED Keylong,Keylong,No,"47,670",No,fixed,,Sr XEN ED Keylong,Keylong,1.0,Fee/PreQual/Technical,.pdf,EMD in shape of Demand Draft from Nationalised Bank as per NIT,1.0,Tender date extended due to non sale,Date,,1.0,DD - Demand Draft,AOC,12-Jan-2022,"INR 2,415,181",90.0,Sanjay Kaushal,12-Jan-2022 04:24 PM,Awardnit3.pdf (2009.00 KB),work awarded after all codal formalities,Technical,All the bidders have uploaded/submitted documents successfully as per Bid document,Sanjay Kaushal,07-Jul-2021 04:17 PM,technical_70967.pdf,Finance,M/s Devarya Engineering found lowest bidder,Sanjay Kaushal,12-Jan-2022 04:16 PM,finance_70967.pdf,BOQ Comparative Chart,1.0,212424.0,M/S DEVARYA ENGINEERING,15-May-2021 01:20 PM,Accepted-AOC,L-1 bidder,12-Jan-2022 04:24 PM,Superintending engineer Operation Circle HPSEBL Kullu,Internal,Sr Executive Engineer Commercial and works Assistant Accounts Officer,Sanjay Kaushal,07-Jul-2021 04:22 PM,08-Jul-2021 11:00 AM,techsummary_70967.pdf (384.24 KB),SE OP CIRCLE HPSEBL KULLU,Internal,AO AND AAO of this office,Sanjay Kaushal,12-Jan-2022 04:20 PM,finsummary_70967.pdf (347.03 KB),1.0,212424.0,M/S DEVARYA ENGINEERING,INR,"2,197,815",HPSEBL||CE(OP) CZ Mandi||SE(OP) Kullu,2021_HPSEB_47230_1,NIT-03-580-86,Tender for design engineering testing and commissioning of 33 KV and 11 KV outdoor switchgears and associated auxiliaries etc at 2x1 MVA 33/11 KV Sub Station Karga under ECSD HSEBL Karga on Turnkey Basis,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender form fee in shape of Demand Draft from Nationalised Bank as per NIT,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,215506.0,Nivesh Engineering and Power Solutions,14-Jun-2021 10:32 AM,Rejected-Finance,L-3 Bidder,12-Jan-2022 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A Class Electrical License of HP Government.,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,212598.0,Powerlines,17-May-2021 02:07 PM,Rejected-Finance,L-4 bidder,12-Jan-2022 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of performance/experience in the same field issued by not the rank below XEN,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4.0,212442.0,PRAVEEN KUMAR BISHT,15-May-2021 03:34 PM,Rejected-Finance,L-2 Bidder,12-Jan-2022 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The average annual turnover as per term and conditions of tender document,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN and AADHAR Card,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of GST Income Tax and EPF,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Declaration regarding non blacklisted in non judicial Stamp Paper attested by notary,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Completion period of work as per tender document,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Declaration regarding validity of tenders as per NIT,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
