Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
22-Dec-2020 12:45 PM,04-Feb-2021 11:00 AM,22-Dec-2020 12:50 PM,02-Feb-2021 03:00 PM,NA ,NA ,11-Jan-2021 11:00 AM,02-Feb-2021 03:00 PM,09-Jul-2021 12:00 PM,1.0,Fee/PreQual/Technical,.rar,Techno-Commercial Bid,CPM(PIU),"O/O the CPM(PIU), APDCL, 2nd Floor, Bijulee Bhawan",Construction of new 33/11 kv substation in Nagaon Electrical Circle A on turnkey basis,Construction of new 33/11 kv substation in Nagaon Electrical Circle A on turnkey basis,Please refer Tender documents. ,NA ,"67,05,38,000",Electrical Works,NA ,Tender,120.0,730.0,Nagaon,782001.0,"O/O the CPM(PIU), APDCL, 2nd Floor, Bijulee Bhawan ","O/O the CPM(PIU), APDCL, 2nd Floor, Bijulee Bhawan ",04-Jan-2021 11:00 AM ,"O/O the CPM(PIU), APDCL, 2nd Floor, Bijulee Bhawan",No ,No,1.0,Extension Notice for NGN A,Date,,1.0,SBI Bank,"67,00,000",Yes,fixed,,Nil,Nil,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,APDCL/DSELR/NGN A/01,2020_APDEA_19728_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"30,000",Nil,Nil,No,AOC,"MD, APDCL",Internal,,Jyotirupa Sarmah,06-Aug-2021 05:48 PM,finsummary_30587.pdf (4371.30 KB),Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,2020_APDEA_19728_1,APDCL/DSELR/NGN A/01,Construction of new 33/11 kv substation in Nagaon Electrical Circle A on turnkey basis,Technical,Bid Opening Summary Sheet,DeepakKumar Das,05-Feb-2021 01:09 PM,technical_30587.pdf,1.0,103073.0,Sri Gopikrishna Infrastructure Pvt Ltd,INR,357857384.0,Finance,Financial Bid Opening Summary Report,Bhaskarjyoti Neog,09-Jul-2021 05:35 PM,finance_30587.pdf,BOQ Comparative Chart,12-Jan-2022,INR 558865686,730.0,Bhaskarjyoti Neog,12-Jan-2022 12:12 PM,NGNA_LOA.pdf (169.00 KB),Construction of new 33/11 kv substation in Nagaon Electrical Circle A on turnkey basis,1,103002,Agrawal Power Private Limited,02-Feb-2021 01:41 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:12 PM,"MD, APDCL",Internal,,Jyotirupa Sarmah,07-Jul-2021 06:04 PM,09-Jul-2021 12:00 PM,techsummary_30587.pdf (1227.27 KB),AOC
,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,2.0,EMD_CORRIGENDUM_NGN_A,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,103130.0,LASER POWER AND INFRA PRIVATE LIMITED,INR,201008302.0,,,,,,,,,,,,,,2,102990,ANIL ELECTRICALS AND SANITARY GOODS STORES,01-Feb-2021 04:28 PM,Rejected-Technical,Techno-Commercially Non-Resposive,07-Jul-2021 06:04 PM,,,,,,,,AOC
,,,,,,,,,,,.pdf,Letter of Price Bid,,,,,,,,,,,,,,,,,,,,,3.0,Corrigendum Notice for NGN A,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,103132,BRAHMAPUTRA RIVER VALLEY TRADING PVT. LTD.,02-Feb-2021 11:17 AM,Rejected-Technical,Techno-Commercially Non-Resposive,07-Jul-2021 06:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,103852,East India Udyog Limited,02-Feb-2021 01:29 PM,Rejected-Technical,Techno-Commercially Non-Resposive,07-Jul-2021 06:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,103139,Ennaar Poles,02-Feb-2021 02:48 PM,Rejected-Technical,Techno-Commercially Non-Resposive,07-Jul-2021 06:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,103130,LASER POWER AND INFRA PRIVATE LIMITED,02-Feb-2021 02:25 PM,Accepted-AOC,L1 bidder in Lot I only,12-Jan-2022 12:12 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,102863,Lumino Industries Limited,01-Feb-2021 06:11 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:12 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,104537,Naolin Infrastructure Pvt Ltd,01-Feb-2021 08:40 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:12 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,104026,NK POWER AND INFRASTRUCTURE PRIVATE LIMITED,02-Feb-2021 12:26 PM,Rejected-Technical,Techno-Commercially Non-Resposive,07-Jul-2021 06:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,102741,Purbanchal Enterprise,02-Feb-2021 02:05 PM,Rejected-Technical,Techno-Commercially Non-Resposive,07-Jul-2021 06:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,103073,Sri Gopikrishna Infrastructure Pvt Ltd,02-Feb-2021 12:38 PM,Accepted-AOC,L1 bidder in Lot II_III,12-Jan-2022 12:12 PM,,,,,,,,AOC
