Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Price Bid Downloaded successfully,rakesh Kumar,31-Dec-2021 10:41 AM,finance_81941.pdf,BOQ Comparative Chart,Technical,Technical Document downloaded successfully,rakesh Kumar,28-Dec-2021 01:09 PM,technical_81941.pdf,31-Dec-2021,"INR 1,713,561",90.0,rakesh Kumar,01-Jan-2022 12:19 PM,Award19.pdf (4514.00 KB),Detail Award uploaded,Superintending Engineer,Internal,Committee Member detail uploaded,rakesh Kumar,30-Dec-2021 04:13 PM,30-Dec-2021 04:15 PM,techsummary_81941.pdf (469.09 KB),1,251833,Chaman Lal Electrical and Hardware Contractor,27-Dec-2021 10:51 AM,Rejected-Finance,Rejected,31-Dec-2021 10:51 AM,HPSEBL||CE(OP) South||SE(OP) Solan,2021_HPSEB_54675_1,19-2021-22,19-2021-2022,1.0,251562.0,Vinay Kumar Sharma,INR,"1,713,561",Superintending Engineer,Internal,Committee Member detail uploaded,rakesh Kumar,31-Dec-2021 10:51 AM,finsummary_81941.pdf (469.09 KB),AOC,Superintending Engineer,"SE (OP) Circle, HPSEBL, Solan","1,180",Nil,Nil,No,19-2021-2022,E Tender for Erection Testing and Commissioning Including Supply of Material for R R of 199 Nos LT Rotten Wooden Poles with Steel Tubular Poles 8 and 9 mtr long in Electrical Section Kunihar against various DTRs under Electrical Sub Division Bhumti o,A Class License with chief Electrical Inspector ,NA ,"29,67,809",Electrical Works,Replacement of RWP with STP ,Tender,180.0,90.0,Arki,173208.0,NA ,NA ,NA ,"SE (OP) Circle, HPSEBL, Solan",No ,No,1.0,Fee,.pdf,Proof of EMD and Tender Fee,"29,678",No,percentage,1.0%,Nil,Nil,HPSEBL||CE(OP) South||SE(OP) Solan,19-2021-22,2021_HPSEB_54675_1,Yes,Open Tender,Turn-key,Works,3.0,No,No,Online,No,No,No,1.0,ICICI BANK,16-Dec-2021 10:00 AM,28-Dec-2021 12:30 PM,16-Dec-2021 10:05 AM,27-Dec-2021 04:00 PM,16-Dec-2021 10:15 AM ,18-Dec-2021 05:00 PM ,18-Dec-2021 05:05 PM,27-Dec-2021 04:00 PM,30-Dec-2021 04:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2,252582,CN CONSTRUCTION,27-Dec-2021 03:53 PM,Rejected-Technical,due to technical bid disqualified,30-Dec-2021 04:13 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Tender Document as per Condition,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3,251973,Jay Electrical & Enterprises,27-Dec-2021 10:35 AM,Rejected-Finance,Rejected,31-Dec-2021 10:51 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,Bid Capacity and Check List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,4,252347,MS. Prem Enterprises,26-Dec-2021 05:16 PM,Rejected-Finance,Rejected,31-Dec-2021 10:51 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,Price BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,5,252264,M/s Sharma Electrical,27-Dec-2021 02:40 PM,Rejected-Finance,Rejected,31-Dec-2021 10:51 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,6,252112,MS Sonu Kumar A Class Govt Cont,24-Dec-2021 05:43 PM,Rejected-Finance,Rejected,31-Dec-2021 10:51 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,7,252213,Ranjeet Kanwar,25-Dec-2021 03:58 PM,Rejected-Finance,Rejected,31-Dec-2021 10:51 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,8,252537,Sharma electricals,27-Dec-2021 01:31 PM,Rejected-Finance,Rejected,31-Dec-2021 10:51 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,9,252418,Srishti Enterprises,26-Dec-2021 06:44 PM,Rejected-Finance,Rejected,31-Dec-2021 10:51 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,10,250583,VINAY ENTERPRISES,26-Dec-2021 09:15 AM,Rejected-Finance,Rejected,31-Dec-2021 10:51 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
