Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
PWD,5623-72,2021_PWD_51672_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of protection work and river training work at RD.3/400 to 3/502.30 and restoration of rain damage on Charri to Ghera road km.3/400 to 3/502.30,(SH - Providing protection work and construction of counter fort wall at RD.3/400 to 3/502.30).,Please refer Tender documents. ,NA ,"72,43,739",Civil Works - Roads,NA ,Tender,120.0,180.0,Kangra,176001.0,NA ,NA ,NA ,Kangra,No ,No,"1,05,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F (Required only National Bank),"2,000",Nil,Nil,No,"Executive Engineer, HPPWD, Division, Kangra","Executive Engineer, HPPWD, Division, Kangra",26-Aug-2021 09:00 AM,02-Sep-2021 11:00 AM,26-Aug-2021 09:00 AM,02-Sep-2021 10:30 AM,NA ,NA ,26-Aug-2021 10:00 AM,02-Sep-2021 10:30 AM,18-Oct-2021 11:00 AM,AOC,PWD,2021_PWD_51672_1,5623-72,Construction of protection work and river training work at RD.3/400 to 3/502.30 and restoration of rain damage on Charri to Ghera road km.3/400 to 3/502.30,Er. Vijay Kumar Verma,Internal,"Er. Vivek Kalia, A.E. HPPWD Gaggal, Sh. Bheem Ram (DHD), Kangra Divn., Sh. Jiwan Singh, (Supdt. Gr-II), D.A.O. (Gr-I), HPPWD, Kangra",Vijay Kumar Verma,12-Oct-2021 01:51 PM,18-Oct-2021 11:00 AM,techsummary_77243.pdf (1244.41 KB),Er. Vijay Kumar Verma,Internal,"Sh. Bheem Ram (DHD), Kangra Divn., Sh. Jiwan Singh, (Supdt. Gr-II), D.A.O. (Gr-I), HPPWD, Kangra",Vijay Kumar Verma,30-Nov-2021 12:47 PM,finsummary_77243.pdf (574.87 KB),18-Dec-2022,"INR 7,243,739",180.0,Vijay Kumar Verma,11-Jan-2022 12:27 PM,AOC.pdf (2228.00 KB),AOC,1.0,233389.0,pritam singh thkur,01-Sep-2021 01:47 PM,Rejected-Technical,Non responsive,12-Oct-2021 01:51 PM,Technical,Summary,Vijay Kumar Verma,12-Oct-2021 01:46 PM,technical_77243.pdf,1.0,232807.0,Vikas puri,INR,"12,148,996",Finance,Summary,Vijay Kumar Verma,30-Nov-2021 12:44 PM,finance_77243.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,232826.0,rakesh verma,02-Sep-2021 08:20 AM,Rejected-Technical,Non responsive,12-Oct-2021 01:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,233279.0,Sushil Kumar Govt Contractor,01-Sep-2021 08:09 PM,Rejected-Finance,Rates quoted higher side,30-Nov-2021 12:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical staff required as per Clause 36(1(2) and 36(A),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,232807.0,Vikas puri,01-Sep-2021 08:59 PM,Accepted-AOC,Award,11-Jan-2022 12:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Litigation case,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,233557.0,Vinod Kumar,02-Sep-2021 09:41 AM,Rejected-Technical,Non responsive,12-Oct-2021 01:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,233346.0,Yash Paul Govt.Contractor,02-Sep-2021 09:49 AM,Rejected-Technical,Non responsive,12-Oct-2021 01:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN Number and EPF Number, GST Registration (Refer General Rule No-21)",,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand in 5th Circle,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
