Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Stage
Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,2021_APDEA_20061_1,APDCL/DSELR/DIB/01,Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Dibrugarh Electrical Circle on turnkey basis,Technical,Technical Bid Opening Summary for Dibrugarh Electrical Circle,DeepakKumar Das,17-Feb-2021 12:32 PM,technical_31032.pdf,1,106845,East India Udyog Limited,15-Feb-2021 01:18 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:18 PM,"MD, APDCL",Internal,,Jyotirupa Sarmah,07-Jul-2021 06:18 PM,12-Jul-2021 12:00 PM,techsummary_31032.pdf (752.84 KB),AOC,1.0,BOQ_Corrigendum,BOQ,,08-Jan-2021 01:15 PM,16-Feb-2021 12:00 PM,08-Jan-2021 01:15 PM,15-Feb-2021 03:00 PM,NA ,NA ,27-Jan-2021 09:00 AM,15-Feb-2021 03:00 PM,12-Jul-2021 12:00 PM,Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Dibrugarh Electrical Circle on turnkey basis,Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Dibrugarh Electrical Circle on turnkey basis,Please refer Tender documents. ,NA ,"47,31,55,000",Electrical Works,NA ,Tender,120.0,730.0,Dibrugarh,786001.0,"O/o the CPM(PIU), 2nd floor,Bijulee Bhawan ","O/o the CPM(PIU), 2nd floor,Bijulee Bhawan, Paltan Bazar, Guwahati-01 ",19-Jan-2021 11:00 AM ,"O/o the CPM(PIU), 2nd floor,Bijulee Bhawan",No ,No,"47,30,000",Yes,fixed,,Nil,Nil,CPM(PIU),"O/o the CPM(PIU), 2nd floor,Bijulee Bhawan, Paltan Bazar, Guwahati-01","20,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.rar,Techno-Commercial Bid,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,APDCL/DSELR/DIB/01,2021_APDEA_20061_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC
,,,,,,,,,2,107222,M/s. S R Chaddha Industries Ltd - RKI,15-Feb-2021 02:15 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:18 PM,,,,,,,,AOC,2.0,Clarification_EMD,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,108690,NAVDURGA ELECTROCONSTRUCTION PVT LTD,15-Feb-2021 02:18 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:18 PM,,,,,,,,AOC,3.0,Corrigendum against Dibrugarh Electrical Circle,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Price Bid,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,107955,Neccon Power and Infra Limited,13-Feb-2021 05:15 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:29 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,108391,Singhi InfraPower Projects Pvt Ltd,15-Feb-2021 10:46 AM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:18 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,108098,Sri Gopikrishna Infrastructure Pvt Ltd,15-Feb-2021 12:07 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:29 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,107956,T N T Projects Ltd,15-Feb-2021 02:07 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:29 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,106877,Vijai Electricals Limited,15-Feb-2021 12:20 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:29 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,9,108040,VIKRAN Engineering and Exim Pvt. Ltd.,15-Feb-2021 01:29 AM,Accepted-AOC,L1 bidder in Lot I and II,12-Jan-2022 12:29 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,10,106617,Vindhya Telelinks Limited,15-Feb-2021 01:46 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:29 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
