Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
25-Nov-2021 05:00 PM,04-Dec-2021 11:30 AM,25-Nov-2021 05:00 PM,03-Dec-2021 05:00 PM,NA ,NA ,25-Nov-2021 05:00 PM,03-Dec-2021 05:00 PM,13-Dec-2021 11:00 AM,Executive Engineer,"Executive Engineer, HPPWD Division Jaisinghpur",Improvement of Black spot on Panchrukhi Lambagaon road Km 0/0 to 22/00,Improvement of road by C/O R/wall at Km 1/125 to 1/150,Please refer Tender documents. ,NA ,"7,76,131",Civil Works - Roads,NA ,Tender,75.0,60.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,1.0,ICICI BANK,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,PWD,Improvement of Black spot on Panchrukhi Lambagaon,2021_PWD_53972_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"15,600",No,fixed,,Nil,Nil,AOC,PWD,2021_PWD_53972_1,Improvement of Black spot on Panchrukhi Lambagaon,Improvement of Black spot on Panchrukhi Lambagaon road Km 0/0 to 22/00,Executive Engineer,Internal,"Executive Engineer, Supdt G-II, HDM,",R.K Dhiman,10-Dec-2021 11:42 AM,13-Dec-2021 11:00 AM,techsummary_80818.pdf (244.28 KB),Executive Engineer,Internal,"Executive Engineer, Supdt G-II. HDM",R.K Dhiman,18-Dec-2021 12:47 PM,finsummary_80818.pdf (197.41 KB),20-Jan-2022,"INR 776,131",60.0,R.K Dhiman,24-Jan-2022 02:11 PM,Award.pdf (563.00 KB),Award,1.0,247476.0,Kapil Chand,03-Dec-2021 12:51 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,24-Jan-2022 02:11 PM,Technical,Summary,R.K Dhiman,10-Dec-2021 11:40 AM,technical_80818.pdf,Finance,Summary,R.K Dhiman,18-Dec-2021 12:41 PM,finance_80818.pdf,BOQ Comparative Chart,1.0,247476.0,Kapil Chand,INR,"455,043.75",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,GST/PAN/ EPF,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,247488.0,Kulbir Jaggi Govt. Cont.,03-Dec-2021 02:02 PM,Rejected-Finance,Rejected due to higher rates bidder L3,18-Dec-2021 12:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done detail/work in hand in last five year with base year indicated in performa of Schedule F i,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,246949.0,Sunil Walia,02-Dec-2021 06:53 PM,Rejected-Finance,Rejected due to higher rates bidder L2,18-Dec-2021 12:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost in similar nature,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,247231.0,VIKAS RANA GOVT. CONTRACTOR,03-Dec-2021 11:53 AM,Rejected-Finance,Rejected due to higher rates bidder L4,18-Dec-2021 12:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect. attested,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender form (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
