Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",No. JSV-1/TA/E-tender/21-7061-86 dt 26-8-21,2021_HPIPH_51697_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,1.0,ICICI BANK,"2,500",Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,Yes,"Providing Multi Villages Piped Water Supply Scheme for Una Constituency in Una Block Distt. Una (H.P.) (Under Jal Jeevan Mission) for JANKAUR, NANGRAN, BEHDALA AND ARNIALA.","Providing Multi Villages Piped Water Supply Scheme for Una Constituency in Una Block Distt. Una (H.P.) (Under Jal Jeevan Mission) for JANKAUR, NANGRAN, BEHDALA AND ARNIALA.",as per NIT ,NA ,"4,43,41,286",Civil Works,NA ,Tender,120.0,270.0,"JANKAUR, NANGRAN, BEHDALA AND ARNIALA.",174301.0,Chief Engineer (Hamirpur Zone) Jal Shakti Vibhag  ,Chief Engineer (Hamirpur Zone) Jal Shakti Vibhag Hamirpur (HP) ,07-Sep-2021 11:00 AM ,Una Distt Una HP,No ,No,26-Aug-2021 05:00 PM,10-Sep-2021 12:30 PM,26-Aug-2021 06:00 PM,10-Sep-2021 11:00 AM,26-Aug-2021 06:00 PM ,10-Sep-2021 11:00 AM ,26-Aug-2021 06:00 PM,10-Sep-2021 11:00 AM,07-Oct-2021 03:30 PM,1.0,Pre bid letter,Other,,"4,75,913",Yes,fixed,,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (online/ offline mode) as per NIT,AOC,1.0,233283.0,Ashwani Kumar Govt Contractor,09-Sep-2021 06:29 PM,Accepted-AOC,L-1,20-Jan-2022 11:15 AM,---,Internal,----,Naresh Dhiman,07-Oct-2021 03:25 PM,07-Oct-2021 03:30 PM,techsummary_77294.pdf (1102.61 KB),20-Jan-2022,"INR 41,723,285",270.0,Naresh Dhiman,20-Jan-2022 11:15 AM,AOC.pdf (168.00 KB),Award letter,Technical,summary attached,Naresh Dhiman,07-Oct-2021 03:23 PM,technical_77294.pdf,Finance,summary,Naresh Dhiman,07-Oct-2021 03:53 PM,finance_77294.pdf,BOQ Comparative Chart,----,Internal,--------,Naresh Dhiman,20-Jan-2022 11:12 AM,finsummary_77294.pdf (167.65 KB),1.0,233283.0,Ashwani Kumar Govt Contractor,INR,"41,723,285","HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",2021_HPIPH_51697_1,No. JSV-1/TA/E-tender/21-7061-86 dt 26-8-21,"Providing Multi Villages Piped Water Supply Scheme for Una Constituency in Una Block Distt. Una (H.P.) (Under Jal Jeevan Mission) for JANKAUR, NANGRAN, BEHDALA AND ARNIALA.",AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (online/ offline mode) as per NIT Exemption is not allowed,AOC,2.0,233582.0,Dogra Construction Company Pvt Ltd,09-Sep-2021 03:51 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Oct-2021 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Certificate of registration with Jal Shakti Vibhag or any other state/central Govt. departme,AOC,3.0,235141.0,R.G. INDUSTRIES,10-Sep-2021 10:48 AM,Rejected-AOC,Not Found L-1,20-Jan-2022 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN (Permanent Account No.), GST registration and EPF registration (if EPF not registered",AOC,4.0,235206.0,sanjeev kumar,09-Sep-2021 08:36 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Oct-2021 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work done, Experience Certificates as per Pre-qualification criteria. as per NIT",AOC,5.0,234868.0,Unipro Techno Infrastructure Pvt Ltd,09-Sep-2021 06:04 PM,Rejected-AOC,Not Found L-1,20-Jan-2022 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A scanned copy of undertaking that I have carefully studied all the terms and conditions stipulated,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical bid shall include Make/ model of the proposed pumping machinery along with the characteris,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual turnover certificate as per NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
