Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,APDCL/DSELR/NGN B/01,2020_APDEA_19731_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"20,000",Nil,Nil,No,CPM(PIU),"O/O the CPM(PIU),APDCL,2nd Floor,Bijulee Bhawan","42,00,000",Yes,fixed,,Nil,Nil,Construction of new 33/11 kv substation in Nagaon Morigaon Electrical Circle on turnkey basis,Construction of new 33/11 kv substation in Nagaon Morigaon Electrical Circle on turnkey basis,Please refer Tender documents. ,NA ,"41,62,27,000",Electrical Works,NA ,Tender,120.0,730.0,Nagaon-Morigaon,782001.0,"O/O the CPM(PIU),APDCL,2nd Floor,Bijulee Bhawan ","O/O the CPM(PIU),APDCL,2nd Floor,Bijulee Bhawan ",04-Jan-2021 11:00 AM ,"O/O the CPM(PIU),APDCL,2nd Floor,Bijulee Bhawan",No ,No,1.0,SBI Bank,1.0,Extension Notice for NGN B,Date,,1.0,Fee/PreQual/Technical,.rar,Techno-Commercial Bid,22-Dec-2020 01:15 PM,04-Feb-2021 11:00 AM,22-Dec-2020 01:20 PM,02-Feb-2021 03:00 PM,NA ,NA ,11-Jan-2021 11:00 AM,02-Feb-2021 03:00 PM,09-Jul-2021 12:00 PM,AOC,"MD, APDCL",Internal,,Jyotirupa Sarmah,07-Jul-2021 06:09 PM,09-Jul-2021 12:00 PM,techsummary_30597.pdf (813.29 KB),Technical,Bid Opening Summary Sheet,DeepakKumar Das,05-Feb-2021 01:15 PM,technical_30597.pdf,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,2020_APDEA_19731_1,APDCL/DSELR/NGN B/01,Construction of new 33/11 kv substation in Nagaon Morigaon Electrical Circle on turnkey basis,Finance,Financial Bid Opening Summary Report,Bhaskarjyoti Neog,09-Jul-2021 05:20 PM,finance_30597.pdf,BOQ Comparative Chart,1,103005,Agrawal Power Private Limited,02-Feb-2021 12:57 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:21 PM,12-Jan-2022,INR 358638383,730.0,Bhaskarjyoti Neog,12-Jan-2022 12:21 PM,NGNB_LOA.pdf (116.00 KB),Construction of new 33/11 kv substation in Nagaon Morigaon Electrical Circle on turnkey basis,"MD, APDCL",Internal,,Jyotirupa Sarmah,06-Aug-2021 05:59 PM,finsummary_30597.pdf (3497.08 KB),1.0,103072.0,Sri Gopikrishna Infrastructure Pvt Ltd,INR,163731784.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,EMD_CORRIGENDUM_NGN_B,Fee,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,104611,ANVIL CABLES PRIVATE LIMITED,02-Feb-2021 12:08 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:21 PM,,,,,,,,,,,,,,2.0,103128.0,LASER POWER AND INFRA PRIVATE LIMITED,INR,194906599.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Corrigendum Notice for NGN B,Other,,,,.pdf,Letter of Price Bid,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3,103133,BRAHMAPUTRA RIVER VALLEY TRADING PVT. LTD.,01-Feb-2021 05:13 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:09 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4,103854,East India Udyog Limited,02-Feb-2021 01:10 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:09 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5,103128,LASER POWER AND INFRA PRIVATE LIMITED,02-Feb-2021 12:20 PM,Accepted-AOC,L1 bidder in Lot II,12-Jan-2022 12:21 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6,103055,Lumino Industries Limited,01-Feb-2021 06:14 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:21 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,7,104305,NK POWER AND INFRASTRUCTURE PRIVATE LIMITED,02-Feb-2021 12:58 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:09 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,8,104525,SCL INDIA LIMITED,02-Feb-2021 02:55 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:09 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,9,103072,Sri Gopikrishna Infrastructure Pvt Ltd,02-Feb-2021 11:52 AM,Accepted-AOC,L1 bidder in Lot I,12-Jan-2022 12:21 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,10,103190,S. T. ELECTRICALS PVT. LTD.,02-Feb-2021 01:32 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:21 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,11,102896,Sumaja Electroinfra Private Limited,02-Feb-2021 01:50 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:09 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,12,103356,surendra electricals p ltd,02-Feb-2021 11:07 AM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:21 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,13,103097,UTKARSH INDIA LIMITED,01-Feb-2021 09:18 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:09 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,14,104635,Vijai Electricals Limited,02-Feb-2021 11:29 AM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:21 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,15,104655,VIKRAN Engineering and Exim Pvt. Ltd.,02-Feb-2021 01:22 AM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:21 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,16,103361,Vindhya Telelinks Limited,02-Feb-2021 01:20 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:21 PM,,,,,,,,,,,,,,,,,,,AOC
