Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,2021_APDEA_19980_1,APDCL/DSELR/JOR/01,Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Jorhat Electrical Circle on turnkey basis,1,107148,ANVIL CABLES PRIVATE LIMITED,10-Feb-2021 12:54 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:44 PM,AOC,06-Jan-2021 01:30 PM,11-Feb-2021 12:00 PM,06-Jan-2021 01:30 PM,10-Feb-2021 03:00 PM,NA ,NA ,27-Jan-2021 09:00 AM,10-Feb-2021 03:00 PM,12-Jul-2021 12:00 PM,"20,000",Nil,Nil,No,"44,86,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Jorhat Electrical Circle on turnkey basis,Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Jorhat Electrical Circle on turnkey basis,Please refer Tender documents. ,NA ,"44,86,44,000",Electrical Works,NA ,Tender,120.0,730.0,Jorhat,785001.0,"O/O the CPM(PIU), 2nd Floor, Bijulee Bhawan ","O/O the CPM(PIU), 2nd Floor, Bijulee Bhawan, Paltan Bazar, Guwahati-781001 ",19-Jan-2021 11:00 AM ,"O/O the CPM(PIU), 2nd Floor, Bijulee Bhawan",No ,No,1.0,EMD Corrigendum,Fee,,1.0,Fee/PreQual/Technical,.rar,Techno-Commercial Bid,CPM(PIU),"O/O the CPM(PIU), 2nd Floor, Bijulee Bhawan, Paltan Bazar, Guwahati-781001",Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,APDCL/DSELR/JOR/01,2021_APDEA_19980_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,AOC
,,,,2,106851,East India Udyog Limited,10-Feb-2021 01:36 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum against Jorhat Electrical Circle,Other,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,AOC
,,,,3,106497,ELECTROKINGS PROJECTS PRIVATE LIMITED,10-Feb-2021 01:36 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Price Bid,,,,,,,,,,,,,,,,,AOC
,,,,4,106965,Jayanta Khaund,10-Feb-2021 12:23 AM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,106781,LASER POWER AND INFRA PRIVATE LIMITED,10-Feb-2021 02:38 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,106853,Neccon Power and Infra Limited,09-Feb-2021 06:11 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,107134,pavani Controls And Panels Ltd,10-Feb-2021 02:20 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,105763,P CHANDRA REDDY AND CO,09-Feb-2021 05:49 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,105839,Shalaka Infra-Tech (I) Pvt. Ltd.,09-Feb-2021 07:47 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,106895,Singhi InfraPower Projects Pvt Ltd,09-Feb-2021 10:12 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,11,106860,Sri Gopikrishna Infrastructure Pvt Ltd,10-Feb-2021 01:15 PM,Accepted-AOC,L1 bidder,12-Jan-2022 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,12,103983,SWASTIKA INFRA PRIVATE LIMITED,10-Feb-2021 01:55 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,13,106754,T N T Projects Ltd,10-Feb-2021 02:31 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,14,105353,UTKARSH INDIA LIMITED,10-Feb-2021 09:50 AM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,15,106861,Vijai Electricals Limited,09-Feb-2021 08:58 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,16,106620,Vindhya Telelinks Limited,10-Feb-2021 01:57 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
