S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,205513.0,MANUJ VAISDYA,23-Mar-2021 09:45 PM,Accepted-AOC,L-1 bidder,21-Jan-2022 11:02 AM,Er Sanjay Kaushal SE Operation Circle HPSEBL Kullu,Internal,Er Aayush Minhas Sr XEN Comm and Works Sh Yuv Raj Negi AAO,Sanjay Kaushal,01-Apr-2021 02:38 PM,05-Apr-2021 11:00 AM,techsummary_68299.pdf (537.18 KB),21-Jan-2022,"INR 2,637,158",30.0,Sanjay Kaushal,21-Jan-2022 11:02 AM,AOCNIT7.pdf (4371.00 KB),Work awarded to the L1 bidder after completing all codal formalities,Technical,Above all three number of bidders fulfils the NIT terms and conditions hence technically qualified,Sanjay Kaushal,01-Apr-2021 02:30 PM,technical_68299.pdf,Finance,M/S Texas Traders A Class Elect Contractor Post Office Road Mandi was lowest bidder and hence awarded,Sanjay Kaushal,07-Apr-2021 03:46 PM,finance_68299.pdf,BOQ Comparative Chart,HPSEBL||CE(OP) CZ Mandi||SE(OP) Kullu,2021_HPSEB_45399_1,NIT-07-8632-37,"Supply of Power to LWSS to NC/PC Habitations of Kotla-Gopalpur in Tehsil Banjar District Kullu Stage-III (Jarala, Ritudhar) in (E) Section Balichowki under Electrical Sub-Division HPSEBL, Balichowki on Turnkey Basis.",1.0,205513.0,MANUJ VAISDYA,INR,"2,637,158",SE OP Circle HPSEBL Kullu,Internal,Sr XEN Commercial and works AAO of this Office,Sanjay Kaushal,21-Jan-2022 11:00 AM,finsummary_68299.pdf (363.06 KB),AOC,1.0,DD - Demand Draft,"68,570",No,fixed,,Sr. Executive Engineer ED HPSEBL Thalout,Sr. Executive Engineer ED HPSEBL Thalout,1.0,Fee/PreQual/Technical,.pdf,A Class Electrical Licence of HP Government as per NIT,"Supply of Power to LWSS to NC/PC Habitations of Kotla-Gopalpur in Tehsil Banjar District Kullu Stage-III (Jarala, Ritudhar) in (E) Section Balichowki under Electrical Sub-Division HPSEBL, Balichowki on Turnkey Basis.","Supply of Power to LWSS to NC/PC Habitations of Kotla-Gopalpur in Tehsil Banjar District Kullu Stage-III (Jarala, Ritudhar) in (E) Section Balichowki under Electrical Sub-Division HPSEBL, Balichowki on Turnkey Basis.",Please refer Tender documents. ,NA ,"27,42,758",Electrical Works,NA ,Tender,180.0,30.0,Balichowki,175123.0,NA ,NA ,NA ,O/o Superintending Engineer Operation Circle Kullu,No ,No,"2,800",Sr. Executive Engineer ED Thalout,ED Thaout,No,Superintending Engineer Operation Circle Kullu,Superintending Engineer Operation Circle HPSEBL Kullu,12-Mar-2021 10:00 AM,26-Mar-2021 03:00 PM,12-Mar-2021 10:00 AM,24-Mar-2021 05:00 PM,NA ,NA ,12-Mar-2021 10:00 AM,24-Mar-2021 05:00 PM,05-Apr-2021 11:00 AM,HPSEBL||CE(OP) CZ Mandi||SE(OP) Kullu,NIT-07-8632-37,2021_HPSEB_45399_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Offline,No,No,No,AOC
2.0,204110.0,RAKESH SETH,20-Mar-2021 09:54 PM,Rejected-Finance,L-2 bidder,21-Jan-2022 11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Earnest Money Deposit in shape of Demand Draft as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,203863.0,SUBHASH ELECTRICALS,23-Mar-2021 09:40 AM,Rejected-Finance,L-3 bidder,21-Jan-2022 11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Tender document fee in shape of Demand Draft as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,"Income Tax, GST, AADHAR and PAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Certificate of performance/experience in the same field as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,The average annual turnover required as per Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Declaration regarding non blacklisted in judicial stamp paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Declaration about completion period as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Declaration of acceptance validity of tenders as per tender requirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
